Sigla,Código,Município,Produção - algodão - herbáceo (caroço) (2001),Produção - arroz (2001),Produção - café (2001),Produção - cana-de-açúcar (2001),Produção - laranja (2001),Produção - mandioca (2001),Produção - milho (2001),Produção - soja (2001),
CE,2301307,Araripe,14.6011950794351,25.0306201361745,,52.1471252836969,,4346.98436364897,851.041084629933,,
CE,2301406,Aratuba,,22.9447351248266,949.077680163283,271.165051475224,43.8035852383054,54.2330102950447,435.949967371706,,
CE,2301505,Arneiroz,6.25765503404363,0,,,,10.4294250567394,56.3188953063926,,
CE,2301604,Assaré,56.3188953063926,179.386110975917,,,,45.8894702496533,210.674386146135,,
CE,2301703,Aurora,47.9753552610011,385.888727099357,,216.932041180179,12.5153100680873,,1230.67215669525,,
CE,2301802,Baixio,16.687080090783,2.08588501134787,,,,,45.8894702496533,,
CE,2301851,Banabuiú,73.0059753971756,312.882751702181,,14.6011950794351,4.17177002269575,16.687080090783,39.6318152156096,,
CE,2301901,Barbalha,,58.4047803177405,,8030.65729368932,37.5459302042618,137.66841074896,262.821511429832,,
CE,2301950,Barreira,,,,6.25765503404363,8.3435400453915,1614.47499878326,131.410755714916,,
CE,2302008,Barro,10.4294250567394,233.619121270962,,327.483946781616,22.9447351248266,87.6071704766107,1291.16282202433,,
CE,2302057,Barroquinha,,16.687080090783,,,8.3435400453915,446.379392428445,486.011207644055,,
CE,2302107,Baturité,,193.987306055352,450.551162451141,189.815536032657,166.87080090783,20.8588501134787,1241.10158175199,,
CE,2302206,Beberibe,,,,45.8894702496533,,2273.61466236918,75.0918604085235,,
CE,2302305,Bela Cruz,,,,,14.6011950794351,1773.00225964569,538.158332927752,,
CE,2302404,Boa Viagem,,,,87.6071704766107,47.9753552610011,12.5153100680873,740.489179028496,,
CE,2302503,Brejo Santo,14.6011950794351,18.7729651021309,,146.011950794351,54.2330102950447,29.2023901588703,3141.3428270899,,
CE,2302602,Camocim,,66.748320363132,,10.4294250567394,10.4294250567394,417.177002269575,688.342053744799,,
CE,2302701,Campos Sales,158.527260862439,10.4294250567394,,,,1689.56685919178,235.70500628231,,
CE,2302800,Canindé,,,,29.2023901588703,10.4294250567394,41.7177002269575,544.415987961795,,
CE,2302909,Capistrano,,,33.374160181566,4.17177002269575,79.2636304312193,212.760271157483,811.409269414323,,
CE,2303006,Caridade,45.8894702496533,,,4.17177002269575,,16.687080090783,102.208365556046,,
CE,2303105,Cariré,16.687080090783,4.17177002269575,,73.0059753971756,4.17177002269575,62.5765503404362,915.703519981717,,
CE,2303204,Caririaçu,,554.845413018535,16.687080090783,171.042570930526,29.2023901588703,93.8648255106544,488.097092655403,,
CE,2303303,Cariús,123.067215669525,561.103068052578,,37.5459302042618,56.3188953063926,8.3435400453915,458.894702496532,,
CE,2303402,Carnaubal,,,2.08588501134787,525.643022859664,110.551905601437,185.643766009961,89.6930554879586,,
CE,2303501,Cascavel,10.4294250567394,,,1051.28604571933,39.6318152156096,744.660949051191,27.1165051475224,,
CE,2303600,Catarina,14.6011950794351,2.08588501134787,,20.8588501134787,,6.25765503404363,73.0059753971756,,
CE,2303659,Catunda,198.159076078048,,,4.17177002269575,,29.2023901588703,727.973868960408,,
CE,2303709,Caucaia,2.08588501134787,8.3435400453915,,834.35400453915,,350.428681906443,527.728907871012,,
CE,2303808,Cedro,100.122480544698,148.097835805699,,116.809560635481,,29.2023901588703,204.416731112092,,
CE,2303907,Chaval,,16.687080090783,,,,333.74160181566,256.563856395789,,
CE,2303931,Choró,160.613145873786,0,,4.17177002269575,,12.5153100680873,173.128455941874,,
CE,2303956,Chorozinho,,2.08588501134787,,6.25765503404363,6.25765503404363,709.200903858277,156.441375851091,,
CE,2304004,Coreaú,47.9753552610011,89.6930554879586,,16.687080090783,,27.1165051475224,1028.3413105945,,
CE,2304103,Crateús,2573.98210400328,,,16.687080090783,,417.177002269575,9941.32796408397,,
CE,2304202,Crato,,294.10978660005,,2102.57209143866,16.687080090783,127.23898569222,819.752809459715,,
CE,2304236,Croatá,,,2.08588501134787,54.2330102950447,87.6071704766107,1345.39583231938,1028.3413105945,,
CE,2304251,Cruz,,,,,,2496.80435858341,304.53921165679,,
CE,2304269,Deputado Irapuan Pinheiro,52.1471252836969,56.3188953063926,,50.061240272349,,4.17177002269575,661.225548597276,,
CE,2304277,Ererê,14.6011950794351,0,,2.08588501134787,,2.08588501134787,62.5765503404362,,
CE,2304285,Eusébio,,,,150.183720817047,10.4294250567394,112.637790612785,20.8588501134787,,
CE,2304301,Farias Brito,,102.208365556046,,123.067215669525,22.9447351248266,37.5459302042618,250.306201361745,,
CE,2304350,Forquilha,25.0306201361745,0,,,4.17177002269575,10.4294250567394,323.312176758921,,
CE,2304400,Fortaleza,,6.25765503404363,,22.9447351248266,,50.061240272349,33.374160181566,,
CE,2304459,Fortim,,,,,,137.66841074896,2.08588501134787,,
CE,2304509,Frecheirinha,10.4294250567394,373.37341703127,,62.5765503404362,135.582525737612,413.005232246879,694.599708778842,,
CE,2304608,General Sampaio,37.5459302042618,,,,2.08588501134787,60.4906653290884,56.3188953063926,,
CE,2304657,Graça,14.6011950794351,120.981330658177,85.5212854652629,66.748320363132,29.2023901588703,813.495154425671,216.932041180179,,
CE,2304707,Granja,,162.699030885134,,208.588501134787,18.7729651021309,1182.69680143425,926.132945038456,,
CE,2304806,Granjeiro,8.3435400453915,68.8342053744799,,31.2882751702181,14.6011950794351,16.687080090783,112.637790612785,,
CE,2304905,Groaíras,33.374160181566,2.08588501134787,,18.7729651021309,2.08588501134787,18.7729651021309,198.159076078048,,
CE,2304954,Guaiúba,,544.415987961795,,246.134431339049,83.435400453915,45.8894702496533,463.066472519228,,
CE,2305001,Guaraciaba do Norte,,6.25765503404363,419.262887280923,2065.0261612344,969.936530276762,855.212854652629,855.212854652629,,
CE,2305100,Guaramiranga,,16.687080090783,1533.12548334069,14.6011950794351,227.361466236918,6.25765503404363,64.6624353517841,,
CE,2305209,Hidrolândia,27.1165051475224,8.3435400453915,,43.8035852383054,4.17177002269575,50.061240272349,273.250936486572,,
CE,2305233,Horizonte,14.6011950794351,,,148.097835805699,66.748320363132,901.102324902282,104.294250567394,,
CE,2305266,Ibaretama,262.821511429832,0,,,4.17177002269575,22.9447351248266,244.048546327701,,
CE,2305308,Ibiapina,,20.8588501134787,312.882751702181,13474.8171733073,1163.92383633211,473.495897575968,496.440632700794,,
CE,2305332,Ibicuitinga,139.754295760308,0,,,,14.6011950794351,100.122480544698,,
CE,2305357,Icapuí,,,,25.0306201361745,,18.7729651021309,0,,
CE,2305407,Icó,221.103811202875,75.0918604085235,,54.2330102950447,18.7729651021309,20.8588501134787,1230.67215669525,,
CE,2305506,Iguatu,675.826743676712,12214.9426264532,,56.3188953063926,27.1165051475224,52.1471252836969,1307.84990211512,,
CE,2305605,Independência,248.220316350397,0,,18.7729651021309,,60.4906653290884,1109.69082603707,,
CE,2305654,Ipaporanga,592.391343222797,,,20.8588501134787,,333.74160181566,1316.19344216051,,
CE,2305704,Ipaumirim,8.3435400453915,14.6011950794351,,68.8342053744799,,,125.153100680872,,
CE,2305803,Ipu,312.882751702181,208.588501134787,43.8035852383054,425.520542314967,266.993281452528,711.286788869625,1929.44363549678,,
CE,2305902,Ipueiras,85.5212854652629,20.8588501134787,20.8588501134787,354.600451929139,258.649741407137,1241.10158175199,1889.81182028117,,
CE,2306009,Iracema,50.061240272349,0,,,2.08588501134787,4.17177002269575,25.0306201361745,,
CE,2306108,Irauçuba,,,,12.5153100680873,,12.5153100680873,4.17177002269575,,
CE,2306207,Itaiçaba,14.6011950794351,,,,6.25765503404363,27.1165051475224,0,,
CE,2306256,Itaitinga,,25.0306201361745,,6.25765503404363,,45.8894702496533,125.153100680872,,
CE,2306306,Itapagé,,75.0918604085235,2.08588501134787,6.25765503404363,2.08588501134787,41.7177002269575,64.6624353517841,,
CE,2306405,Itapipoca,16.687080090783,2.08588501134787,14.6011950794351,87.6071704766107,,4880.97092655403,1382.94176252364,,
CE,2306504,Itapiúna,18.7729651021309,,25.0306201361745,6.25765503404363,20.8588501134787,125.153100680872,221.103811202875,,
CE,2306553,Itarema,,,,16.687080090783,25.0306201361745,2569.81033398058,285.766246554659,,
CE,2306603,Itatira,,,22.9447351248266,2.08588501134787,,12.5153100680873,152.269605828395,,
CE,2306702,Jaguaretama,100.122480544698,66.748320363132,,,,4.17177002269575,452.637047462489,,
CE,2306801,Jaguaribara,16.687080090783,75.0918604085235,,,,6.25765503404363,8.3435400453915,,
CE,2306900,Jaguaribe,66.748320363132,475.581782587316,,47.9753552610011,,,181.471995987265,,
CE,2307007,Jaguaruana,146.011950794351,873.98581975476,,,529.81479288236,8.3435400453915,60.4906653290884,,
CE,2307106,Jardim,,29.2023901588703,22.9447351248266,394.232267144748,35.4600451929139,329.569831792964,763.433914153322,,
CE,2307205,Jati,2.08588501134787,0,,33.374160181566,33.374160181566,10.4294250567394,152.269605828395,,
CE,2307254,Jijoca de Jericoacoara,,,,,,1101.34728599168,198.159076078048,,
CE,2307304,Juazeiro do Norte,,89.6930554879586,,210.674386146135,8.3435400453915,18.7729651021309,223.189696214223,,
CE,2307403,Jucás,102.208365556046,381.716957076661,,18.7729651021309,6.25765503404363,12.5153100680873,1447.60419787543,,
CE,2307502,Lavras da Mangabeira,52.1471252836969,554.845413018535,,413.005232246879,22.9447351248266,6.25765503404363,275.33682149792,,
CE,2307601,Limoeiro do Norte,10.4294250567394,2315.33236259614,,,33.374160181566,43.8035852383054,4334.46905358088,,
CE,2307635,Madalena,675.826743676712,,,16.687080090783,,20.8588501134787,1752.14340953221,,
CE,2307650,Maracanaú,8.3435400453915,4.17177002269575,,700.857363812886,31.2882751702181,12.5153100680873,14.6011950794351,,
CE,2307700,Maranguape,20.8588501134787,166.87080090783,,732.145638983104,123.067215669525,100.122480544698,750.918604085235,,
CE,2307809,Marco,,,,,,1545.64079340878,294.10978660005,,
CE,2307908,Martinópole,,29.2023901588703,,,4.17177002269575,619.507848370319,258.649741407137,,
CE,2308005,Massapê,25.0306201361745,98.0365955333501,16.687080090783,54.2330102950447,12.5153100680873,709.200903858277,1503.92309318182,,
CE,2308104,Mauriti,31.2882751702181,58.4047803177405,,379.631072065313,22.9447351248266,277.422706509267,7106.61023366221,,
CE,2308203,Meruoca,,,66.748320363132,604.906653290884,29.2023901588703,193.987306055352,271.165051475224,,
CE,2308302,Milagres,18.7729651021309,137.66841074896,,219.017926191527,20.8588501134787,60.4906653290884,3587.72221951834,,
CE,2308351,Milhã,314.968636713529,25.0306201361745,,70.9200903858277,4.17177002269575,6.25765503404363,233.619121270962,,
CE,2308377,Miraíma,43.8035852383054,,,,,4.17177002269575,54.2330102950447,,
CE,2308401,Missão Velha,10.4294250567394,64.6624353517841,68.8342053744799,5125.01947288173,20.8588501134787,127.23898569222,2284.04408742592,,
CE,2308500,Mombaça,81.3495154425671,25.0306201361745,,116.809560635481,52.1471252836969,116.809560635481,289.938016577355,,
CE,2308609,Monsenhor Tabosa,20.8588501134787,,,10.4294250567394,,350.428681906443,481.839437621359,,
CE,2308708,Morada Nova,14.6011950794351,350.428681906443,,,,87.6071704766107,102.208365556046,,
CE,2308807,Moraújo,10.4294250567394,56.3188953063926,,43.8035852383054,,50.061240272349,302.453326645442,,
CE,2308906,Morrinhos,8.3435400453915,,,,,1036.68485063989,229.447351248266,,
CE,2309003,Mucambo,10.4294250567394,141.840180771655,,20.8588501134787,4.17177002269575,886.501129822847,444.293507417097,,
CE,2309102,Mulungu,,,2461.34431339049,47.9753552610011,87.6071704766107,4.17177002269575,429.692312337662,,
CE,2309201,Nova Olinda,2.08588501134787,62.5765503404362,,81.3495154425671,,187.729651021309,56.3188953063926,,
CE,2309300,Nova Russas,33.374160181566,,,45.8894702496533,18.7729651021309,100.122480544698,1579.01495359034,,
CE,2309409,Novo Oriente,254.477971384441,,,25.0306201361745,,102.208365556046,4860.11207644055,,
CE,2309458,Ocara,385.888727099357,,,10.4294250567394,2.08588501134787,266.993281452528,154.355490839743,,
CE,2309508,Orós,73.0059753971756,127.23898569222,,10.4294250567394,,,329.569831792964,,
CE,2309607,Pacajus,,,,45.8894702496533,10.4294250567394,6007.34883268188,118.895445646829,,
CE,2309706,Pacatuba,,83.435400453915,,79.2636304312193,112.637790612785,56.3188953063926,150.183720817047,,
CE,2309805,Pacoti,,569.44660809797,1506.00897819317,75.0918604085235,467.238242541924,14.6011950794351,125.153100680872,,
CE,2309904,Pacujá,29.2023901588703,25.0306201361745,,,,500.61240272349,225.275581225571,,
CE,2310001,Palhano,,,,,,1247.35923678603,6.25765503404363,,
CE,2310100,Palmácia,,604.906653290884,2.08588501134787,210.674386146135,22.9447351248266,8.3435400453915,146.011950794351,,
CE,2310209,Paracuru,,18.7729651021309,,10325.130806172,22.9447351248266,1831.40703996343,191.901421044005,,
CE,2310258,Paraipaba,6.25765503404363,,,10794.4549337253,219.017926191527,1914.84244041735,304.53921165679,,
CE,2310298,Cococi,,,,,,,,,
CE,2310308,Parambu,47.9753552610011,,,10.4294250567394,,400.489922178792,4824.65203124764,,
CE,2310407,Paramoti,,12.5153100680873,,10.4294250567394,,6.25765503404363,43.8035852383054,,
CE,2310506,Pedra Branca,684.170283722103,22.9447351248266,,400.489922178792,22.9447351248266,22.9447351248266,1779.25991467974,,
CE,2310605,Penaforte,4.17177002269575,0,,31.2882751702181,33.374160181566,25.0306201361745,129.324870703568,,
CE,2310704,Pentecoste,16.687080090783,,,20.8588501134787,,137.66841074896,104.294250567394,,
CE,2310803,Pereiro,8.3435400453915,0,,18.7729651021309,,16.687080090783,156.441375851091,,
CE,2310852,Pindoretama,,,,1752.14340953221,,300.367441634094,25.0306201361745,,
CE,2310902,Piquet Carneiro,41.7177002269575,0,,50.061240272349,6.25765503404363,12.5153100680873,45.8894702496533,,
CE,2310951,Pires Ferreira,87.6071704766107,131.410755714916,,133.496640726264,60.4906653290884,10.4294250567394,813.495154425671,,
CE,2311009,Poranga,,,,33.374160181566,,333.74160181566,475.581782587316,,
CE,2311108,Porteiras,16.687080090783,14.6011950794351,22.9447351248266,331.655716804312,25.0306201361745,33.374160181566,2530.17851876497,,
CE,2311207,Potengi,37.5459302042618,4.17177002269575,,10.4294250567394,20.8588501134787,12.5153100680873,206.50261612344,,
CE,2311231,Potiretama,0,,,,,47.9753552610011,0,,
CE,2311264,Quiterianópolis,,0,,29.2023901588703,,158.527260862439,3754.59302042617,,
CE,2311306,Quixadá,256.563856395789,4.17177002269575,,10.4294250567394,10.4294250567394,45.8894702496533,521.471252836969,,
CE,2311355,Quixelô,381.716957076661,6845.87460724373,,187.729651021309,18.7729651021309,16.687080090783,652.882008551885,,
CE,2311405,Quixeramobim,1065.88724079876,4.17177002269575,,50.061240272349,14.6011950794351,12.5153100680873,521.471252836969,,
CE,2311504,Quixeré,10.4294250567394,465.152357530576,,,6.25765503404363,,20.8588501134787,,
CE,2311603,Redenção,,654.967893563233,47.9753552610011,450.551162451141,12.5153100680873,467.238242541924,387.974612110705,,
CE,2311702,Reriutaba,8.3435400453915,50.061240272349,56.3188953063926,83.435400453915,35.4600451929139,2309.0747075621,1362.08291241016,,
CE,2311801,Russas,2.08588501134787,171.042570930526,,,125.153100680872,50.061240272349,0,,
CE,2311900,Saboeiro,16.687080090783,10.4294250567394,,50.061240272349,,8.3435400453915,306.625096668138,,
CE,2311959,Salitre,,,,,2.08588501134787,5631.88953063926,1276.5616269449,,
CE,2312007,Santana do Acaraú,275.33682149792,,,,2.08588501134787,873.98581975476,788.464534289497,,
CE,2312106,Santana do Cariri,29.2023901588703,164.784915896482,,446.379392428445,4.17177002269575,417.177002269575,146.011950794351,,
CE,2312205,Santa Quitéria,,,,22.9447351248266,8.3435400453915,131.410755714916,504.784172746186,,
CE,2312304,São Benedito,,,982.451840344849,8865.01129822847,930.304715061152,296.195671611398,365.029876985878,,
CE,2312403,São Gonçalo do Amarante,,25.0306201361745,,7734.46162207792,,2202.69457198336,206.50261612344,,
CE,2312502,São João do Jaguaribe,,677.912628688059,,,10.4294250567394,8.3435400453915,0,,
CE,2312601,São Luís do Curu,16.687080090783,2.08588501134787,,271.165051475224,,141.840180771655,60.4906653290884,,
CE,2312700,Senador Pompeu,744.660949051191,8.3435400453915,,150.183720817047,4.17177002269575,22.9447351248266,567.360723086622,,
CE,2312809,Senador Sá,8.3435400453915,29.2023901588703,,,,37.5459302042618,665.397318619972,,
CE,2312908,Sobral,125.153100680872,141.840180771655,,37.5459302042618,43.8035852383054,91.7789404993065,1101.34728599168,,
CE,2313005,Solonópole,258.649741407137,62.5765503404362,,25.0306201361745,12.5153100680873,6.25765503404363,654.967893563233,,
CE,2313104,Tabuleiro do Norte,0,1931.52952050813,,,4.17177002269575,10.4294250567394,0,,
CE,2313203,Tamboril,73.0059753971756,,,12.5153100680873,,390.060497122053,677.912628688059,,
CE,2313252,Tarrafas,85.5212854652629,640.366698483798,,10.4294250567394,8.3435400453915,104.294250567394,502.698287734838,,
CE,2313302,Tauá,45.8894702496533,,,18.7729651021309,,83.435400453915,3397.90668348569,,
CE,2313351,Tejuçuoca,,,,,,10.4294250567394,79.2636304312193,,
CE,2313401,Tianguá,,160.613145873786,279.508591520615,4609.8058750788,419.262887280923,473.495897575968,757.176259119279,,
CE,2313500,Trairi,,,,312.882751702181,,2213.1239970401,634.109043449754,,
CE,2313559,Tururu,6.25765503404363,4.17177002269575,,10.4294250567394,4.17177002269575,1001.22480544698,106.380135578742,,
CE,2313609,Ubajara,,98.0365955333501,156.441375851091,2753.36821497919,118.895445646829,609.078423313579,654.967893563233,,
CE,2313708,Umari,52.1471252836969,2.08588501134787,,47.9753552610011,,,62.5765503404362,,
CE,2313757,Umirim,18.7729651021309,25.0306201361745,,33.374160181566,,208.588501134787,202.330846100744,,
CE,2313807,Uruburetama,,35.4600451929139,4.17177002269575,2.08588501134787,2.08588501134787,8.3435400453915,125.153100680872,,
CE,2313906,Uruoca,14.6011950794351,133.496640726264,,,,29.2023901588703,271.165051475224,,
CE,2313955,Varjota,8.3435400453915,6.25765503404363,,12.5153100680873,12.5153100680873,45.8894702496533,665.397318619972,,
CE,2314003,Várzea Alegre,150.183720817047,419.262887280923,,33.374160181566,73.0059753971756,2.08588501134787,337.913371838356,,
CE,2314102,Viçosa do Ceará,,523.557137848317,271.165051475224,5162.56540308599,254.477971384441,1261.96043186546,944.905910140587,,
CE,2399919,Entre Rios,,,,,,,,,
CE,2399929,Mecejana,,,,,,,,,
CE,2399939,Vertentes,,,,,,,,,
DF,5300108,Brasília,4895.57212163346,91.7789404993065,1368.34056744421,2129.68859658618,6766.61097681251,4641.09415024902,40635.125906068,49139.2790973332,
ES,3200102,Afonso Cláudio,,229.447351248266,23278.4767266423,563.188953063926,87.6071704766107,85.5212854652629,4303.18077841067,,
ES,3200136,Águia Branca,,25.0306201361745,12867.824635005,25.0306201361745,12.5153100680873,35.4600451929139,325.398061770268,,
ES,3200169,Água Doce do Norte,,331.655716804312,9165.37873986256,123.067215669525,73.0059753971756,77.1777454198714,143.926065783003,,
ES,3200201,Alegre,,185.643766009961,11301.3249914828,104.294250567394,231.533236259614,54.2330102950447,2102.57209143866,,
ES,3200300,Alfredo Chaves,,6.25765503404363,3735.82005532404,37.5459302042618,550.673642995839,54.2330102950447,85.5212854652629,,
ES,3200359,Alto Rio Novo,,37.5459302042618,5396.18452435695,6.25765503404363,14.6011950794351,14.6011950794351,45.8894702496533,,
ES,3200409,Anchieta,,239.876776305006,4434.59153412558,104.294250567394,98.0365955333501,901.102324902282,116.809560635481,,
ES,3200508,Apiacá,,27.1165051475224,2386.25245298197,,116.809560635481,10.4294250567394,60.4906653290884,,
ES,3200607,Aracruz,,56.3188953063926,11142.7977306203,2186.00749189257,438.035852383054,548.587757984491,1568.5855285336,,
ES,3200706,Atilio Vivacqua,,22.9447351248266,1756.31517955491,,54.2330102950447,112.637790612785,431.77819734901,,
ES,3200805,Baixo Guandu,,120.981330658177,12732.2421092674,12.5153100680873,39.6318152156096,95.9507105220023,1147.23675624133,,
ES,3200904,Barra de São Francisco,,1846.00823504287,15829.781351119,20.8588501134787,39.6318152156096,33.374160181566,717.544443903669,,
ES,3201001,Boa Esperança,,,21123.7575099199,10554.5781574202,,20.8588501134787,237.790891293658,,
ES,3201100,Bom Jesus do Norte,,8.3435400453915,365.029876985878,,114.723675624133,6.25765503404363,93.8648255106544,,
ES,3201159,Brejetuba,,6.25765503404363,10950.8963095763,8.3435400453915,22.9447351248266,18.7729651021309,281.594476531963,,
ES,3201209,Cachoeiro de Itapemirim,,8.3435400453915,9413.59905621296,438.035852383054,1095.08963095763,125.153100680872,504.784172746186,,
ES,3201308,Cariacica,,,494.354747689446,91.7789404993065,31.2882751702181,60.4906653290884,37.5459302042618,,
ES,3201407,Castelo,,129.324870703568,30854.4110878578,333.74160181566,183.557880998613,187.729651021309,3454.22557879208,,
ES,3201506,Colatina,,258.649741407137,16595.3011502837,150.183720817047,171.042570930526,279.508591520615,1433.00300279599,,
ES,3201605,Conceição da Barra,,,1115.94848107111,26461.5372539591,634.109043449754,469.324127553272,62.5765503404362,,
ES,3201704,Conceição do Castelo,,173.128455941874,9351.02250587252,,75.0918604085235,,1501.83720817047,,
ES,3201803,Divino de São Lourenço,,22.9447351248266,5723.66847113857,,193.987306055352,10.4294250567394,287.852131566007,,
ES,3201902,Domingos Martins,,4.17177002269575,11680.9560635481,81.3495154425671,93.8648255106544,125.153100680872,2336.19121270962,,
ES,3202009,Dores do Rio Preto,,14.6011950794351,6977.28536295864,68.8342053744799,292.023901588703,8.3435400453915,1626.99030885134,,
ES,3202108,Ecoporanga,,646.624353517841,6213.85144880532,450.551162451141,8.3435400453915,821.838694471063,129.324870703568,,
ES,3202207,Fundão,,2.08588501134787,5273.11730868743,392.1463821334,329.569831792964,198.159076078048,102.208365556046,,
ES,3202256,Governador Lindenberg,,387.974612110705,12031.3847454545,100.122480544698,43.8035852383054,164.784915896482,2150.54744669966,,
ES,3202306,Guaçuí,,8.3435400453915,5640.23307068465,4.17177002269575,179.386110975917,43.8035852383054,394.232267144748,,
ES,3202405,Guarapari,,35.4600451929139,1687.48097418043,50.061240272349,506.870057757534,77.1777454198714,70.9200903858277,,
ES,3202454,Ibatiba,,4.17177002269575,17730.0225964569,4.17177002269575,116.809560635481,10.4294250567394,402.57580719014,,
ES,3202504,Ibiraçu,,22.9447351248266,5544.28236016265,438.035852383054,569.44660809797,116.809560635481,179.386110975917,,
ES,3202553,Ibitirama,,52.1471252836969,15558.6162996438,12.5153100680873,396.318152156096,62.5765503404362,500.61240272349,,
ES,3202603,Iconha,,66.748320363132,3368.70429332682,18.7729651021309,79.2636304312193,50.061240272349,129.324870703568,,
ES,3202652,Irupi,,8.3435400453915,25527.0607688753,10.4294250567394,219.017926191527,12.5153100680873,596.563113245492,,
ES,3202702,Itaguaçu,,25.0306201361745,58035.5786707319,156.441375851091,183.557880998613,396.318152156096,1831.40703996343,,
ES,3202801,Itapemirim,,8.3435400453915,329.569831792964,11263.7790612785,146.011950794351,435.949967371706,18.7729651021309,,
ES,3202900,Itarana,,89.6930554879586,19857.6253080318,137.66841074896,25.0306201361745,20.8588501134787,342.085141861052,,
ES,3203007,Iúna,,18.7729651021309,47097.1976712237,50.061240272349,258.649741407137,35.4600451929139,1176.4391464002,,
ES,3203056,Jaguaré,,,64760.4719473175,14.6011950794351,2300.73116751671,75.0918604085235,859.384624675325,,
ES,3203106,Jerônimo Monteiro,,154.355490839743,4520.11281959084,12.5153100680873,792.636304312192,10.4294250567394,438.035852383054,,
ES,3203130,João Neiva,,,7242.19275939982,803.065729368932,43.8035852383054,25.0306201361745,106.380135578742,,
ES,3203163,Laranja da Terra,,91.7789404993065,4380.35852383054,25.0306201361745,83.435400453915,325.398061770268,834.35400453915,,
ES,3203205,Linhares,,,39095.7427676932,27116.5051475224,1752.14340953221,135.582525737612,2377.90891293658,,
ES,3203304,Mantenópolis,,308.710981679485,5364.89624918673,6.25765503404363,58.4047803177405,14.6011950794351,200.244961089396,,
ES,3203320,Marataízes,,,,882.329359800151,68.8342053744799,150.183720817047,,,
ES,3203346,Marechal Floriano,,,7502.92838581831,,56.3188953063926,125.153100680872,141.840180771655,,
ES,3203353,Marilândia,,77.1777454198714,16680.822435749,27.1165051475224,,45.8894702496533,229.447351248266,,
ES,3203403,Mimoso do Sul,,95.9507105220023,13787.6999250095,,594.477228234144,60.4906653290884,805.15161438028,,
ES,3203502,Montanha,,,12031.3847454545,3393.73491346299,,,,,
ES,3203601,Mucurici,,,344.171026872399,500.61240272349,64.6624353517841,1501.83720817047,20.8588501134787,,
ES,3203700,Muniz Freire,,4.17177002269575,45864.4396295171,68.8342053744799,834.35400453915,18.7729651021309,550.673642995839,,
ES,3203809,Muqui,,83.435400453915,3783.79541058505,,70.9200903858277,41.7177002269575,1080.4884358782,,
ES,3203908,Nova Venécia,,285.766246554659,47518.5464435159,490.182977666751,102.208365556046,310.796866690833,431.77819734901,,
ES,3204005,Pancas,,1399.62884261442,15900.7014415049,6.25765503404363,22.9447351248266,114.723675624133,573.618378120666,,
ES,3204054,Pedro Canário,,,133.496640726264,15391.745498736,29.2023901588703,189.815536032657,6.25765503404363,,
ES,3204104,Pinheiros,,,16947.8157172015,6981.45713298134,,3616.92460967722,661.225548597276,,
ES,3204203,Piúma,,8.3435400453915,333.74160181566,16.687080090783,14.6011950794351,58.4047803177405,77.1777454198714,,
ES,3204252,Ponto Belo,,,1032.5130806172,70.9200903858277,8.3435400453915,225.275581225571,47.9753552610011,,
ES,3204302,Presidente Kennedy,,20.8588501134787,988.709495378893,1533.12548334069,216.932041180179,1802.20464980456,402.57580719014,,
ES,3204351,Rio Bananal,,18.7729651021309,47908.606940638,239.876776305006,22.9447351248266,66.748320363132,748.832719073887,,
ES,3204401,Rio Novo do Sul,,73.0059753971756,3631.52580475665,58.4047803177405,269.079166463876,150.183720817047,150.183720817047,,
ES,3204500,Santa Leopoldina,,6.25765503404363,6806.24279202812,41.7177002269575,400.489922178792,219.017926191527,152.269605828395,,
ES,3204559,Santa Maria de Jetibá,,,18022.0464980456,,317.054521724877,,5848.82157181944,,
ES,3204609,Santa Teresa,,91.7789404993065,20372.8389058347,938.648255106544,292.023901588703,64.6624353517841,965.764760254066,,
ES,3204658,São Domingos do Norte,,231.533236259614,7569.67670618144,93.8648255106544,73.0059753971756,31.2882751702181,191.901421044005,,
ES,3204708,São Gabriel da Palha,,110.551905601437,22777.8643239188,79.2636304312193,112.637790612785,108.466020590089,381.716957076661,,
ES,3204807,São José do Calçado,,135.582525737612,3070.42273670407,70.9200903858277,400.489922178792,14.6011950794351,200.244961089396,,
ES,3204906,São Mateus,,,25351.8464279221,6113.72896826062,35.4600451929139,156.441375851091,79.2636304312193,,
ES,3204955,São Roque do Canaã,,,10091.511684901,1201.46976653638,100.122480544698,114.723675624133,417.177002269575,,
ES,3205002,Serra,,,2419.62661316354,175.214340953221,75.0918604085235,66.748320363132,83.435400453915,,
ES,3205010,Sooretama,,,57570.4263132014,1777.17402966839,2803.42945525154,102.208365556046,298.281556622746,,
ES,3205036,Vargem Alta,,6.25765503404363,20087.07265928,50.061240272349,360.858106963182,16.687080090783,719.630328915017,,
ES,3205069,Venda Nova do Imigrante,,6.25765503404363,7605.13675137435,12.5153100680873,,10.4294250567394,1095.08963095763,,
ES,3205101,Viana,,,1808.46230483861,241.962661316353,254.477971384441,125.153100680872,127.23898569222,,
ES,3205150,Vila Pavão,,275.33682149792,26870.3707161833,,14.6011950794351,104.294250567394,277.422706509267,,
ES,3205176,Vila Valério,,12.5153100680873,26282.1511429832,27.1165051475224,20.8588501134787,16.687080090783,239.876776305006,,
