Produção - laranja
Sigla,Código,Brasil,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,5432122.23721747,7344772.46490201,7009606.2215768,6655932.93618377,5779487.15930004,7201988.60501795,6523811.56501902,5934068.02313936,5090528.86231013,6151544,6052188.14767884,3930664.29728107,3791358.64102643,4083613.06196,3907353.89543234,5265292.92858706,5249663.06366492,5528116.83644324,5357563.61376502,5661988.97058041,5852693.48484594,6169474.13130535,
