Valor da produção - total
Sigla;Código;Município;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
MG;3117108;Conceição da Aparecida;7623,8758800215;24392,7766317787;25205,9752256806;29513,3160857624;80864,7592855779;22386,4688912563;37948,3775412241;36160,5844347402;71159,4604612865;40289,6878104377;37078,6330176844;25796,1399353392;50913,1870908918;26894,9243686662;95774,3001089725;43689,3516546045;70788,2121132708;46747,5058185771;91222,9696717751;58196,2268518383;73289;77212,0448454912;76272,7607486632;56588,4635750137;68062,0741947911;92593,5899253317;74691,7503471644;80836,2346568357;76304,7766606378;63690,6736642446;76666,1302208143;88210,706219781;117613,461480895;
MG;3117207;Conceição das Pedras;3334,7381821446;5686,9606399369;2661,3473138741;4763,2287601814;10073,7589952342;6095,6841213216;11581,2696914044;20168,7658999803;13585,5731280531;17398,4699195606;13472,4676925139;10450,2839068529;15889,473762247;15578,8083452972;15617,0043225919;16875,6288022856;16188,9001059105;13336,3603305901;16352,2310115447;12808,0489576295;15339;22357,1960306482;20029,510921428;18202,5031153706;16562,3984156663;19639,7137270244;24016,5135141538;6760,4726651834;10501,0495320723;12395,9564410971;15730,0661455261;19169,9081402026;26302,7187606243;
MG;3117306;Conceição das Alagoas;60847,46316012;142800,052969002;137626,448784094;64107,1916548654;96512,8143781449;54347,4371065568;39718,0211633336;57080,4443628779;81768,3613876661;96256,5937890078;105079,830119158;141197,72818816;128077,061466185;135462,034556965;177336,291811565;149213,815050826;184256,00683912;150064,113371588;195700,857209177;173106,533520462;202399;246425,839306304;262012,07140742;229657,035809452;202136,946671371;178287,425684604;237937,178158556;249840,096349359;288190,330190223;269866,860238048;300011,644343515;438227,479769806;404079,413460112;
MG;3117405;Conceição de Ipanema;12352,7457442283;7008,4471217378;7758,6279909763;11406,6169265273;7905,4750263158;4513,1507436708;3641,15817641289;3512,31020361344;3097,69607146472;3516,40766392873;3140,11437002125;4165,51236766171;2993,99936027036;5106,90521537266;5349,8979779154;5389,78700325298;5165,03644886919;4336,18397006755;5026,44357263932;5418,99845003237;5628;5912,1890977524;5273,579757527;4012,0289864866;4656,9758238955;3429,6462165252;4001,0605614076;4145,1341268965;4941,3258951387;4760,1551522516;7044,43951209836;6820,52130318269;12399,1467694137;
MG;3117504;Conceição do Mato Dentro;12860,5965660872;6401,2343066514;5247,1544391301;8407,6549642341;15180,1469858389;10195,1006486131;8298,11507670117;5789,90828180278;4887,30435880303;6761,0387355267;6248,62442575041;6326,48923941811;5566,25515583258;5544,83024688326;5697,59498687871;5834,26103154366;4882,13147905632;6652,35929558525;5733,86896434412;6119,41321568282;5614;7273,912851529;3035,344560406;2539,4401199416;2710,237474575;2122,5265027286;3030,4528780472;1250,1489550117;1277,7877581409;1540,0832474412;1867,5759557507;2920,81320881624;3224,68967232828;
MG;3117603;Conceição do Pará;3684,714981567;3930,9198056531;2352,802417673;2873,2461356398;4134,5418049295;2503,09200909473;3027,02198518738;2142,5092242042;1872,00751783446;1635,42756437635;2331,94690455209;1952,38837062161;2995,89910605733;3458,44216900196;6286,36192205657;4850,37677474488;2934,1286869163;3402,11982239976;6201,60746346472;3117,17097715948;2898;3269,9834141535;3789,6905458323;4856,9178985725;4317,6428793379;3781,4575560728;2028,7603734551;504,2206260057;720,2928242499;667,5005100183;776,793389902524;1264,58094656915;1068,01721947513;
MG;3117702;Conceição do Rio Verde;27822,8514625078;14058,3986179373;13824,7244023481;8939,0561713067;15419,0598168656;8898,73343729132;20874,8093055422;21603,4095293024;19518,3177237761;16931,2049011674;15384,5287071854;12158,6237311468;26512,8522030032;27247,9285765759;35350,7412313093;38437,6536698495;54832,3718158252;34107,263755219;27404,5892283273;32332,9237251732;35586;39185,3320196912;39594,6115593111;33865,5661107997;33655,9266575966;41448,5878185497;51719,4330727565;42947,4813546249;45179,9281981325;49670,9154773959;70683,4490650229;106586,575160975;103474,702122916;
MG;3117801;Conceição dos Ouros;9307,1156526565;12159,4038867411;6037,3288750026;6674,3982502335;12816,7665994021;8633,25398178127;8298,11507670117;20122,8356896253;26921,3735886648;24896,1662606154;22174,941377943;18610,2660712457;18418,0354047088;7567,94398561094;11328,7412120444;16208,1985462115;15376,5586925907;10613,9050709243;14838,480296729;10193,962270349;6720;6441,1841559992;4790,3535877244;4290,4763680592;3873,5593301561;2413,988138806;3242,3371697089;9124,3128087029;5719,5935076818;5981,6586108204;5877,13857564158;6845,26208951276;12813,1969233407;
MG;3117836;Cônego Marinho;;;;;;;;7683,85401467433;180,248316710333;166,880363711872;158,021571460451;181,471995987265;237,468223371697;3540,03276422637;2498,78250441629;6445,59262385285;3016,30584481432;3864,08921792651;4353,92403907786;3522,67426253605;7329;6156,8377721598;3029,3576875058;3402,6270028164;4165,6807346013;2115,6685818797;3241,7027856021;1181,614112642;1234,4530679014;1565,9292267853;1930,37379093983;1764,99836064155;1731,4433747288;
MG;3117876;Confins;;;;;;;;453,898549390045;115,873917885214;169,264368907756;275,409024545358;369,201647008574;178,576103975516;481,218000405184;506,864973066508;286,247027928301;36,3734961187971;34,1730785732119;29,0882151194405;11,926567216958;12;17,5408483537;31,6448996154;30,2314299993;30,9825731987;0;38,0630464063;31,8197482431;4,0992274551;4,4949529294;9,49883221348195;31,7428956687717;24,0776828867178;
MG;3117900;Congonhal;15371,5101170536;11458,0554287604;14533,3090635639;12140,8025534301;30249,7810121352;15156,4634600281;6059,86516650012;10896,2669624408;16788,843213591;10358,5025761155;11136,0058859201;7217,16213926365;7390,01111132721;6838,62397115602;8544,0745002583;9018,93902065551;8973,47620915954;6945,99463739951;6310,97915231382;7458,44144413219;8592;6244,5420139284;6433,3225650532;9872,1530226676;6294,6261215429;5695,5032649954;9484,67678034;6903,0496140418;7160,7647601038;7818,9706207192;7681,91669620315;9459,8497165832;10983,7229825731;
MG;3118007;Congonhas;7911,9029964972;4147,718475618;3498,4336054391;5118,1423785107;4488,9127297514;2499,64422395824;1097,29546963042;1226,606794185;1117,53956360407;946,450062765903;941,357075700117;817,666924448367;911,877977747317;1295,45883846101;777,295980037968;983,884256798783;1066,95588615138;1644,10478024453;1651,04709017944;634,276529265494;538;997,9819510728;782,569814813;645,2023613009;465,4762782953;395,0162408955;668,6408485371;380,6131424461;364,8312435022;465,2276281946;489,18985899432;835,585047751489;843,578818281078;
MG;3118106;Congonhas do Norte;1879,1008475186;798,5023536547;683,9999838278;1799,5835742404;2782,1648600002;1789,40048584045;1458,20962940277;788,918907273173;816,267377102508;1048,96228618891;1200,96394309943;1355,82525737612;1105,65204801862;1498,60276942791;2725,94455027232;2747,39609720128;1868,51996728784;2384,52148266412;2585,36055981587;2194,48836792027;2154;2532,3445807519;2811,2644604267;3007,2317209834;2869,5764224542;2660,1874972808;2720,8734339428;722,0635178237;777,682008621;1290,6133598586;1292,36889393429;1386,88445635177;1413,27399372574;
MG;3118205;Conquista;65379,5305662335;96373,2026482248;65051,9754254962;54062,0625347933;63472,8891174744;66742,2246722531;35165,8457933018;35566,1934772057;40378,1979190676;52736,5789381474;53199,0907576713;82346,5684779914;68993,0677455194;57163,3700827334;67825,641868482;62073,8906694367;56828,8726027903;55953,9863201157;52441,3977459322;59143,8468288947;77988;97588,9714172576;97080,5651471184;95327,6544272802;86633,1761061754;84101,4265381628;110081,502127516;109921,932223951;97613,1465760692;95104,775949701;98873,3445101336;159434,295183877;160826,882841832;
MG;3118304;Conselheiro Lafaiete;21614,9406609154;16523,3732110221;17818,5463919983;15795,5842051431;26308,4339072402;16911,3860945037;12649,459180408;12465,999445748;7271,73209128544;6694,28659004195;7815,29543422974;12212,8567414418;10686,0700517264;9680,97389050429;12574,269164153;6490,18386940952;5236,43627458386;3186,9559943462;3583,66810271507;2207,49916852059;2203;2186,1436264019;2384,4859493975;2588,7650846773;1719,5328125298;2358,4389799301;2706,9169835938;1963,6456175392;2194,2578963125;2344,6798218066;3935,68281378602;5275,85598306555;5126,39666175601;
MG;3118403;Conselheiro Pena;20771,0872334267;33529,673273908;32173,4418253231;18328,3023312514;33464,5295849615;18211,2010909619;16540,9287902114;7305,60522351596;11865,4891914459;16518,7720022794;15118,1494867235;16564,0128751135;17150,9049647974;18912,3669501802;20977,7195407861;20442,9284468192;22154,1534693933;22795,9747474859;36696,5286660814;30932,0941938723;26469;39377,3581490373;50021,1783488038;34162,3114631613;32667,4350364941;22304,7017688994;27251,2380745814;30263,0282521098;16386,954553646;13600,0419570644;19358,0923381755;18562,5918568927;58176,411399163;
MG;3118502;Consolação;573,6438475324;927,7044960026;1099,0585978852;1135,8565420692;2723,2355608493;1203,27701263645;1362,15989333432;1450,85429180032;1707,20905684215;1263,52275381846;1383,81747578938;1362,08291241016;2289,19367330316;1691,75601526528;1758,57420533441;897,578620237487;1108,71804836185;637,897466699955;1326,42260944649;625,602662198615;525;584,3872109427;362,6334442412;383,4618226228;555,4732766345;483,4834198461;400,2963713728;412,4328906891;523,529906406;528,1569692064;593,677013342622;698,810512002223;760,16684542352;
MG;3118601;Contagem;6226,8312786256;4143,2141101453;3256,4132221202;2718,7142682848;5659,9419355521;4016,66968401565;2607,89586416143;27,0177707970265;28,3247354830523;47,6801039176777;;;;;;;;;;;;0;0;0;0;0;0;8,5668552962;9,9552666766;12,9229896721;14,7759612209719;17,7386769913724;15,0485518041986;
MG;3118700;Coqueiral;34528,4272882122;47736,826747267;52899,9060943466;54231,5688641318;116641,539239971;58212,4042445667;45152,1077463575;27966,0945520021;29280,0515616171;23849,5879796224;24100,5470987397;27527,4244947579;38247,581929139;38767,1885309117;53002,9320463664;40575,1566020177;50303,1979657735;30672,2365238228;31855,0861416017;32474,9582983933;44739;58512,5772978685;51487,962209355;40650,1354538015;49444,4984236088;47255,8751933818;73691,9609948926;34119,9488901123;50350,2252268335;40673,7053200535;73754,2104344813;66788,4529089633;68471,7706263497;
MG;3118809;Coração de Jesus;30090,5941846602;38246,9217128627;18920,0874595563;24738,2927897469;32401,1873470639;16539,0252997623;8985,01621949369;12209,3306231763;16047,2501391257;13953,5824115084;18515,6132731232;15614,9351949502;15819,183168129;13958,6522401268;25259,8013711742;20651,5004018423;16155,2209428376;30757,0363854675;35139,7273928889;40498,2853352559;29697;26893,8133364501;15126,2620161567;13776,7808762619;18511,3498059295;21130,625719571;28150,1603538766;4323,8142516461;5318,4548210061;4546,0830189882;9620,20618065422;13756,3440068093;13509,7298925636;
MG;3118908;Cordisburgo;3738,0712392291;9638,3244257587;9958,2516695823;11104,1800556977;13334,8183848393;7085,19845549541;3489,80707715353;4674,07434788558;5922,44469191095;5108,92313477917;4977,67950100421;4384,53029385323;4101,55115407595;4425,87351237709;4033,28530397435;3895,26106346653;1489,96617434776;2711,06423347481;3232,28246407223;3904,32441347871;4082;3786,9768393161;2842,9093600421;2759,8113333576;2511,8014700403;2909,1300240952;2541,3427317265;643,1260654515;1183,505526674;1368,7131670072;1965,20284238927;1986,73182303371;2933,1777259498;
MG;3119005;Cordislândia;4845,5659982146;6477,0745682234;5057,5745299542;7143,6533855356;14598,7564714837;6054,31069968367;5503,9409365282;17177,8986727494;7253,7072596144;6572,70232505187;6743,00619931954;4981,09340709873;20655,9359417637;15658,7338263334;26543,9623242787;17944,3802683696;21068,337251921;16068,9409468703;22141,9493489181;15540,3170836963;20467;29400,3082459438;16335,610341999;15657,4940477976;20927,9905154308;17865,569603419;32223,5407034561;19518,3559559517;23003,6932700683;19568,7775782128;24068,9854031618;41582,2597115124;41048,5796942471;
MG;3119104;Corinto;16939,0808301207;6457,5229306107;7879,0519747064;9579,058307406;23381,3940892444;7250,69214204713;8606,63847134527;6143,84107924382;3391,24333010727;2553,26956479164;3243,95711698098;2138,03213663157;4897,54463881788;5083,59361673712;4150,72962700195;6938,97317952826;1479,18884216442;3180,62764646228;2674,95226238375;2713,83615854963;3506;3129,6566273237;3596,4000779113;4253,0848625337;4474,0311059601;5453,4186590299;4252,9110517958;2239,008823489;2024,4327588877;3889,8198912934;4955,22413803308;4534,56600774188;5437,25674616846;
MG;3119203;Coroaci;6736,5220028393;10829,3434891011;9314,2231502431;9607,1377456528;17805,1798889598;9936,51676337605;8391,25421470693;8821,30216522915;10063,0060243426;8479,90648175898;6257,65422983387;6088,69834812445;7412,80806077089;6522,25227538791;7740,50807954311;6193,86785054907;4614,04534099556;5417,06578864248;5771,101879697;5293,22737756263;5164;5451,5110278308;3237,1877038987;2682,6416304646;4339,7732887656;3266,4277003218;4898,7140724892;856,0736113859;1179,9919031411;1308,0313024601;1751,47911758592;1455,97193516028;2658,43416586743;
MG;3119302;Coromandel;194536,602860107;202537,13499705;188716,545562828;230327,645206948;310584,310126514;125475,24447243;119762,378485101;108292,628908642;140320,739583041;127181,909190014;104165,562455709;85339,8134692756;132640,250846495;136332,889277422;158823,357734319;139874,106747618;149616,314035319;186159,744031937;209080,272635515;212080,386718714;227786;271857,299811579;278894,197718452;247764,071251141;293780,44747197;260538,585177739;296261,18416691;243454,729562503;325236,219909632;319618,684868174;394010,50478943;473076,511141225;557686,001146289;
MG;3119401;Coronel Fabriciano;2952,0421928384;2079,1246380546;1145,5476695604;1116,7486427737;1472,134384898;1037,78332608473;218,294854701013;205,335058057401;293,547258642542;162,112353320104;178,338630648224;156,441375851091;264,064664389327;367,990235603964;608,856095695745;333,715128037014;324,667132023337;363,247168537475;151,258718621091;132,276472769898;121;220,645408239;219,8037621934;275,2651257831;213,1896108199;146,759506166;104,0389935105;244,1553759421;262,3505571252;471,9700575887;365,705040219055;239,472139383527;247,656166834812;
MG;3119500;Coronel Murta;8304,3623459759;6161,7922996768;4688,7729522589;4288,785417776;5450,4420228374;2475,50972800278;4598,74493903467;5833,13671507802;708,118387076309;1413,71508115914;1347,69825945556;529,81479288236;583,221956600888;621,087592218455;805,111740755033;743,666901703174;819,077245934394;988,487939469573;532,896100988151;625,602662198615;508;454,2156521072;503,7525911747;281,6296373619;469,9023601808;812,6636205924;707,3382790502;515,8470724791;530,5571534719;436,0104341534;564,652803801427;694,142439109757;810,901962934818;
MG;3119609;Coronel Pacheco;4543,8655007462;3570,0790362775;4268,2506161886;3951,3482094996;5754,2814349537;2216,92584276572;4167,97642575801;2585,60066527543;1745,83369613723;1613,97151761339;1313,83649414261;1633,24796388539;1466,6037475436;1580,19336465232;1464,9633977654;1360,75220311645;945,710899088725;959,377539203504;1333,40378107515;1026,76901404175;989;1151,2335735317;1135,7953159254;1114,5850902375;1544,7025780512;1855,7533817071;3383,8048255189;660,8716942793;558,6661417353;1810,9041614385;1762,56108850165;1925,5800681424;1900,4171135588;
MG;3119708;Coronel Xavier Chaves;2911,9048998882;4158,0674692175;2992,9971347417;3675,9483588342;4444,6351154777;4040,80417997111;3434,5057139626;2942,23523979618;3689,94054065582;2367,3171595127;2708,94122503631;3070,42273670407;3404,34445025665;2860,66617541905;4081,19022520929;3504,00884438865;2356,1942485843;2733,84628585695;3570,86928806252;4580,88604469523;6127;7573,0304760873;7529,7755733486;7086,0880790475;5011,0623747382;4295,8016197388;8891,5276405087;2280,6192634991;3533,5340662795;3161,0756476118;6704,59240401601;8195,26877001405;8536,8284592104;
MG;3119807;Córrego Danta;12237,8881604715;9436,5076662138;22679,9682500071;18944,9095553463;28410,5029291255;18611,1441667952;2453,63416683938;5298,18485329689;3942,28818405029;2641,47775703935;3602,89182929829;2918,15313087568;3820,38877760386;3353,53997514201;4588,0551982758;6149,2766049924;3914,8659156009;4855,10849654966;4799,55549470769;5170,70900524297;6739;5209,6319610583;3397,12273709;3632,5449836006;5256,7099193853;3662,8155253871;4421,0228400903;8873,4263321709;12355,0715496131;9543,9088073826;14260,3857169401;12147,2592807761;19713,1729048772;
MG;3119906;Córrego do Bom Jesus;5211,1560865927;4826,0428107516;5339,4449997427;2489,869426557;10174,5363115867;6240,49109705435;3972,96635555843;4028,34962583665;4531,95767728837;2596,18165831755;2959,51828835216;3272,75358280482;3613,31648682374;4639,0081284735;5261,8147356447;4631,73582878959;5108,45545490662;3005,96524486586;2081,55267394716;2603,24435344692;3708;3138,888652773;3249,1614496992;4751,9034575222;3329,1512582354;3836,3209228638;5108,6952118305;318,1974824308;473,7535730229;1300,1651348336;1677,07159858031;1732,78865768354;1826,03427178376;
MG;3119955;Córrego Fundo;;;;;;;;2826,05882536897;1923,50703689455;1976,34030738774;1925,60572079664;1556,07021846551;3440,43962020915;2953,91256996123;3682,49765493137;3928,34489081503;5120,57995361288;5004,45750661036;7882,90629736838;5126,25543652522;5945;6742,1481856474;5206,8688880675;4395,4908091094;4635,5830947821;4905,4707832043;6066,6152130554;3450,6069296677;3768,3612390634;4255,5966859246;6189,54461288499;10613,7973356009;10389,9501242417;
MG;3120003;Córrego Novo;3223,1054030137;4731,1273149999;4256,0753931969;4950,0365711942;7049,1277977869;3313,32151617085;1472,76261971617;2315,42295730517;2721,74958232603;2472,21338813159;1343,18335741384;1576,92906857899;1873,14934595595;3363,53066027153;3866,39073967196;3036,51997968163;2489,56373435322;2999,63689698193;3609,26573202018;3030,43230649069;2808;1458,6600209945;1423,1652151354;1091,5137357644;1344,7912128879;1266,6579807883;1181,8575909152;772,2408131301;954,5343931116;919,7797431818;1032,20643386504;1312,66209736156;1158,30853030032;
MG;3120102;Couto de Magalhães de Minas;837,9896323929;1239,8130710855;708,7678251327;1462,6131618667;1639,0723421611;1203,27701263645;1274,84195145392;1331,97610029341;1102,08970788604;889,233938064689;1277,71727780879;709,200903858277;1605,28518999267;1760,02569698367;1619,49540174909;1366,50591222053;947,058065611643;1582,08697098203;1123,96863221518;866,302473304495;865;711,7891621435;813,3594468713;788,403871824;511,2124577791;316,1501511334;476,4224641854;172,5609423952;228,9711335624;300,0381080385;382,064140142274;429,929513396157;285,922484279774;
MG;3120151;Crisólita;;;;;;;;2758,5143983764;2188,72956005404;1962,03627621244;1693,08826564769;913,617634970369;3109,88385327574;1238,8449560604;299,792087728362;312,13871889669;584,67027094659;960,64320878029;1021,57811499475;1101,58111749358;952;1293,4067654515;1037,4395468505;2300,7709357365;1141,9291264676;964,2236713526;1054,9807695609;737,3614737098;632,4522359267;518,6051942314;555,681684488694;841,653542511696;736,519121159779;
MG;3120201;Cristais;18095,1994832283;25566,807133473;29526,9238816691;29350,500952998;57313,7588823212;26985,8142633395;21855,6808526654;31151,4897289715;43846,690527765;40354,0559507265;34816,6670947791;26338,4700382896;36212,9541912903;44851,515774789;61777,2592325604;45422,6565222105;48902,1447819383;45676,7493566164;45421,8296733088;35528,1595059345;37458;68296,6778690709;55240,0209826717;44405,9928492414;37162,8588715676;46190,8400855507;80119,540764701;49933,1399304516;43966,5568714287;43218,4105472192;64737,1800993832;74604,2073528199;80239,3081786101;
MG;3120300;Cristália;3628,1874110646;2982,3548456777;1491,3458892336;1703,3458758444;2733,2876776509;1575,63780737781;1222,45118632567;1553,52182082902;1766,43350376126;1726,01976181993;1993,32925142255;894,844669868238;982,168571865339;1029,0405683405;1954,8298503937;2336,0058962591;1713,59581715222;2242,76649006413;3119,4201894088;2963,20983672238;2181;2329,2400208666;1312,8357002601;662,7047681426;775,3020102826;735,169115;356,5238680056;1013,336597895;787,0516713755;397,8033342533;575,734774717156;1015,77266140069;984,175287994591;
MG;3120409;Cristiano Otoni;2780,0230738431;2343,8308304083;2050,7234456217;1935,9989002411;2903,3912404584;2485,85308341226;2299,37246951734;6370,79035393884;2677,97499112495;2116,99661394489;2013,64631061032;2655,33161944584;2648,24562704116;2419,41091553195;2406,06330202608;1629,73810373249;1896,81046426912;1714,98227654452;2571,39821655854;1954,87279019775;2794;3877,4506887196;2550,4078554891;2669,912607307;2799,4967925999;1403,8163977659;3338,7635539382;2105,6106481622;2488,231065234;3566,7451494916;3887,13322691711;4702,61663187067;4547,67235522883;
MG;3120508;Cristina;25776,9575329508;20339,7068510638;26928,8206769218;12290,9319014162;23796,2808277997;19397,2391779159;15277,7292310082;23994,4822448392;24436,5217940152;19191,2418268653;16962,486970769;24953,4423907546;20144,9043250678;28048,8485011257;26125,1805934829;29013,0781573559;21638,1886911155;25657,6536605982;18952,7174432227;32527,0015007946;23816;31033,4535479307;19283,7176115733;26339,5311688676;16070,3656460578;24723,4904522996;28103,8503140823;29714,1375949167;19876,5683257639;18221,9773067365;19325,374138329;19351,0293684303;25709,8058195389;
MG;3120607;Crucilândia;6602,5630368775;3751,9479076916;3891,73586415;3171,1540344695;4944,9637098952;2341,04610767951;3693,54894154114;2242,4749761532;2611,02561634683;2586,64563753402;2368,0661208859;1614,47499878326;2057,42468729238;2630,88041744011;2673,40366891786;3386,05780775488;2449,14873866567;3314,78862160155;4100,27480323634;3825,17537649344;2687;3569,1010387119;4433,7070163834;3117,8151096651;3997,489622951;3345,9795821689;4426,7322970512;3484,8743508526;3742,5946664886;3572,9257097696;4053,8905035538;6044,22078116552;8109,87954659413;
MG;3120706;Cruzeiro da Fortaleza;2314,5883328251;3534,8911897783;4741,1271779638;3524,3684832724;8258,1481491317;4023,56525428864;2578,78988353463;2977,35834183232;3607,54131015967;5137,53119712977;3392,94888435797;3316,55716804312;5347,78439033062;6655,46141044817;9313,64388009709;7960,25654550361;6816,66260596716;9406,45629467077;12467,2090001922;16666,8355690071;13685;14819,2472512683;21350,8992972598;14807,0361880803;17604,0030193952;17004,2147447995;19733,7864093397;11485,7052792806;13860,0736295499;14296,1977920078;19373,3960122972;34419,1018580227;34393,6801278075;
MG;3120805;Cruzília;7744,3564381051;16220,617458235;17042,1543814092;21927,17092841;42507,2386889398;19876,4813118886;16075,2331001826;15702,7283872318;16966,5165543484;17040,869140178;17181,4597197928;8739,8581975476;17382,6739508082;15632,0919993213;16834,7165139834;16236,967091732;6668,47428844614;12617,4600109759;10470,5939143938;11068,9386107204;11037;13502,7604221935;18055,5533994733;12460,1225433975;12184,2657505594;12048,6811393984;19193,2911503704;10742,2246232164;13705,4741941011;14770,9771951773;19342,7886640537;35499,7607326286;24802,5931250572;
MG;3120839;Cuparaque;;;;;;;;2280,29985526904;3231,59482102097;3654,67996529;3941,50948242783;3748,33536539213;2853,41817203431;2186,29492917649;2449,33226314151;1949,06895900929;1911,62929602123;1868,12829533558;2147,87380441949;2141,36093213564;1968;3163,8151214862;2929,2913833166;2523,5288409946;2556,7999692098;2592,9798729618;2403,681380557;1260,5515650143;2185,4738374801;2378,9538378934;2150,95778345291;2956,75737008823;3559,62743962744;
MG;3120870;Curral de Dentro;;;;;;;;5379,23816568797;5162,82678577454;4758,47437098424;5273,40558473734;5394,09863934561;4462,50285360093;4642,33835685001;5139,73445249758;5911,93610444883;5881,72903906178;5732,2175132621;6071,29225972963;4980,96816315501;4876;1626,6828841724;1119,5452323391;318,22557894;1102,8320698121;1198,0787722994;1119,6879484516;405,0898718638;607,8568711962;419,154360668;470,719907468105;671,735689225918;1803,67642338895;
MG;3120904;Curvelo;21868,8436277113;19216,540576733;19119,2540199357;20484,2368590915;30777,9414943983;18938,6837547622;22819,0888114125;14830,0543904878;8062,2497088579;6472,57410682475;8643,77995888668;5673,60723086622;7857,34857492271;8277,28262980681;8642,97498280787;8895,23427491766;5252,60227285889;7569,96973875483;10418,2351271788;8271,61648165206;10060;8591,3228831487;7321,0902893985;7456,8208785126;8974,6187032334;7992,9067493704;10405,8025033722;5088,1001277154;10819,0324618022;9220,2721964647;11360,6033273244;16229,489025238;15171,9499289931;
MG;3121001;Datas;810,0114932508;809,415606929;484,6706175729;739,6225710007;815,1334292597;579,227902931012;555,924229971913;529,548307621719;543,319926084004;386,20884173319;388,281575588537;358,772221951835;452,139497299711;406,287861933788;432,689611154336;651,607556037791;1553,28300092493;1992,16391386057;6665,85537677099;9026,24291647049;5978;5338,8803173489;11318,6108516238;8584,1349919077;7947,0300254754;7429,1856555924;6611,5511607721;2155,1760252332;2902,8386421193;7777,9541752383;9002,78208677789;11062,3991405669;10681,0321119972;
MG;3121100;Delfim Moreira;7491,9977953241;5274,4454445563;12247,3525304807;9402,6800008081;16943,7642673312;12567,1768225211;11188,3389529426;9539,97486843005;9875,03277977325;4863,37059960313;4219,17595799405;7655,1979916467;4612,58277077184;3022,18225167962;4019,37742361582;3732,71878127609;5546,2845748551;7590,2204519834;7098,68801774827;8809,39623979853;4583;3893,1451319835;4189,100495032;4544,2612672639;3844,7897979001;4496,0529085261;6183,9762728082;1146,7347732217;3799,9838508598;2278,3792660978;2580,5160846626;3524,86184110139;3187,28327212927;
MG;3121209;Delfinópolis;16480,6902603327;18299,2963999335;29221,4346794053;27484,9850481318;25622,424520272;13773,901620294;12416,6113353936;18037,0637840949;16484,9960511365;16740,4844854966;17292,0748198151;14413,4654284138;17939,2994663915;26899,919711231;33324,8266590831;31218,1871714971;32542,1545276171;36029,8158423564;53795,7450418933;49835,7032327507;54124;80229,070762333;66245,6039083703;63937,0877566867;65501,58582401;58684,6002880414;87724,5374366772;68708,0152303391;72151,0880407968;85090,0208229621;94477,4960468944;115567,94740608;146731,549304773;
MG;3121258;Delta;;;;;;;;15945,888324405;17005,1411936434;19539,3065854643;19712,0623141809;33294,8965511348;16202,9318170976;9547,76475544403;16975,3406376085;12600,6229379493;24394,4913970066;22311,223299577;18039,3474884722;9880,61882255803;12230;15319,6230306221;18562,7270608767;17498,4290219658;15452,1895427116;14810,3658652426;17149,9399424595;20405,0254791098;14196,2102808665;14388,906196177;16149,0701887208;22586,4706901988;19970,2881614175;
MG;3121308;Descoberto;4022,5396591759;4017,496989367;3677,9126950276;6310,1313640869;9445,5751956661;4309,73142061765;4112,67506256708;3398,83556626593;3059,07143216965;2896,56631299892;2754,09024545358;2213,1239970401;2929,40800351325;2810,71274977145;3138,54500090877;2643,82933332773;1503,43783957695;1755,48370300166;1199,59799152573;845,702039020659;992;1231,5521949409;1430,86262315;1513,9581918073;1432,5751702843;906,617136222;662,2970074694;632,1115372135;921,1549695488;1078,7887030599;903,972198983032;1035,37856754905;962,677356845736;
MG;3121407;Desterro de Entre Rios;5917,5300228271;4206,4111955153;4793,8937776227;6497,5059343037;6924,6407760695;4309,73142061765;4153,42343544461;4736,21522071874;3885,63871308418;4048,04082261084;3467,44476804647;3529,3174392006;2988,30012290944;11445,9949300527;6848,85841655721;5332,24991221212;4906,38047646885;7686,4113398191;8281,99660880711;3898,90324656191;3564;7508,406297942;6673,6527486187;5504,5069517154;5598,2559048856;5355,3503908909;8521,681706261;2900,4924360037;2967,2550735562;4479,7824632793;5570,53738030641;8796,04975127448;11026,7188448708;
MG;3121506;Desterro do Melo;1560,1407309903;2296,6861838167;2387,3373028279;2272,4947197064;2629,7004207295;1630,80236956172;1542,61697322049;1372,50275648895;1045,44023691993;1659,26761633518;1620,84983298006;3287,35477788425;5193,90498158576;3551,68856354414;4214,08774863527;4211,71506419128;3326,15414508556;2980,65185333015;3636,02688993007;3246,1947497793;2997;3047,4916008246;3281,6616168717;3193,3936846634;2924,9024460234;2400,2722971082;3537,9601634644;1963,0336993038;1845,2379587084;2470,5385038303;3220,63183327113;4229,27404057458;4506,826286046;
MG;3121605;Diamantina;4693,5676472483;10248,649356279;7386,822147347;9520,9746319836;3422,5973653988;4575,21087612769;5439,90777914924;5522,43235091221;4081,33688551254;4217,30519151859;3968,59889467819;4148,82528757092;5786,62566712151;6310,78277347975;6311,08704269396;6786,49988826997;5709,29172412823;6825,75602760488;6692,61653468088;5708,48876338945;5902;6983,104049875;5324,8958109574;5152,0721230393;4798,6104442326;6305,8582205457;9230,2887535247;4134,7315168939;4817,1778636419;5122,5607321858;6739,42145546544;13028,1246355845;16595,9728882932;
