Valor da produção - total
Sigla;Código;Município;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
PR;4121208;Quitandinha;80400,4137933789;28693,7322535983;30258,3538919656;21437,2541042899;118369,523947003;33384,9034766725;26975,4228449198;22646,2954820676;27905,0144027126;22814,9297246088;27488,9810810559;30043,0018184434;36666,993434377;52382,8272482584;55963,7652426939;65511,7318591284;71138,4754092296;61507,744423051;102197,371472038;71910,6949179566;77274;59192,0543709394;74470,7120057003;90907,501135803;73025,1873491027;93851,3326090164;80708,2492157849;86534,4172652886;88630,5680141432;90945,8207517588;88569,7501230094;123836,971727795;122463,8247067;
PR;4121257;Ramilândia;;;;6724,1839398416;11422,6107237552;5247,52897774405;4700,61587122848;3836,52345317776;4918,20407023909;6572,70232505187;11120,203728774;12500,7088730078;15923,6691864125;21381,7312913597;23703,6640910584;18899,495979648;12761,7084716061;27256,1943360784;34620,7936351581;18693,2677625066;22567;24130,6681194649;14603,6935387242;19540,6416748135;18644,1322624955;15053,8220553779;23403,6984670125;17725,4355261013;18326,4747438213;10754,7367527441;12675,1361630902;24701,1077104861;16968,7470144144;
PR;4121307;Rancho Alegre;22437,323575103;24152,2918717331;31259,7063595463;26223,5923918482;37407,8763857511;17283,746889245;18415,3539425774;23786,4454097021;23092,3843465467;28355,3577998429;15662,1951827516;27900,7979117892;33847,7706865082;59471,2183476524;57978,8625746412;24717,9343111554;18378,045705653;33995,8848324619;46271,2055547964;24347,5448567281;30839;42486,7043203724;47234,716647535;48063,2003152099;36982,127194575;45188,8978495292;45966,8379925529;41008,9243847389;52669,2167585649;53756,2658211189;64465,4079554975;93180,80342839;69495,9320662812;
PR;4121356;Rancho Alegre D'Oeste;;;;36899,1227769035;70392,8869206978;30936,9760297617;33556,2850646397;34788,0816782513;29558,1489645416;40830,8569899033;31358,2521308161;40927,1498076567;48527,106382453;74667,0504296514;59181,1215656343;47876,6134551034;44006,5416376528;47232,257266486;74739,2599278905;59824,7453936447;45311;53795,0122932597;46555,6342071399;60051,5534378288;74923,9764779965;66510,859560784;78912,3078095149;64321,1734004423;64582,7429508736;63168,1353862;104254,432959071;134666,900838318;87392,0998304572;
PR;4121406;Realeza;31295,1721435546;23345,0486123033;53496,756209018;52338,7274134756;74668,0762328701;41580,2887461191;44913,4387052177;37868,1075491123;36392,1351438163;39569,7182412807;47413,243791198;52710,3142367608;63584,4914900056;90966,8532184623;67219,876412866;39260,4340717339;36064,9949850488;57917,0398337102;68662,150025137;46939,7158657966;72696;63340,0034053244;45883,3939072021;74320,7883975004;67411,4401576177;69396,672653993;71326,3426607418;68283,9558931765;63723,6619970731;61089,7815254612;81487,3152820571;114220,274762025;54445,6604275907;
PR;4121505;Rebouças;36866,705243843;18002,1936060972;25493,8390047474;24502,1350967697;87718,4661666999;33515,9193118593;42288,0792526802;40467,2170997863;40939,5426768227;43257,7742793131;45264,1504193358;51058,2933077733;68533,3292650718;90014,4079027814;94576,6770780989;82795,8740078041;65126,0712174448;60885,0349912725;105761,259588471;56153,5311575884;82310;91457,9833163559;85361,6890787377;106267,454267291;104471,023785189;106991,794747556;107021,867580558;105830,646901774;105580,873540901;108453,662411834;132543,538429523;182577,200162857;160128,200079494;
PR;4121604;Renascença;44844,9298575793;18474,0866823779;49306,0847023425;55404,4046111102;89522,3055588083;42452,5783856521;41729,2444246456;49637,0485082971;48695,370247273;48607,4819388766;60183,6442162233;59992,1388113762;78387,3106621037;120001,449319034;108711,719482487;57400,4404496425;52080,1106095029;79062,5814530677;105917,172421512;66831,0615169159;73179;88181,5374843879;57365,3608622459;104947,613678637;94474,7178467122;91849,5055132282;97565,103700916;107321,89164155;86504,2401728006;90851,9886093573;131636,927666036;175168,501675224;120138,608473639;
PR;4121703;Reserva;42031,6013421738;34056,5201996237;46103,7164748476;44960,0152574315;95186,6615388102;42900,7904533963;47271,0231359887;46883,9376640801;75235,647394893;52038,0654157535;60942,1477592334;79699,580398591;110491,11471617;139769,684961976;151164,751616887;154121,728916612;95062,8056897377;145998,782690952;233620,254438879;156530,773555657;177688;196635,679652964;192332,568257001;201074,809873004;156586,662626717;156680,174466036;163494,106381246;122590,475452345;169706,259828572;124666,395759121;126859,015062654;173656,512865354;210552,027547757;
PR;4121752;Reserva do Iguaçu;;;;;;;;35133,9091444532;31538,3054724023;35509,7573926905;39453,4714916329;55426,1365215357;60607,589841818;73902,7630172432;72766,0300358407;55654,1897365522;42084,1350094482;54579,4691597265;71290,5611433296;62741,3331948826;46946;59079,4236604575;59388,0686349594;81353,5736920754;63607,2227770017;59815,4714360218;86075,1387590714;67231,4565282131;73112,0640770521;68865,4882242348;105175,291970878;139192,597507564;136234,53948341;
PR;4121802;Ribeirão Claro;34517,5710525293;16516,0006967022;14850,2326493733;3876,5834641101;36678,3685971135;3971,84847724122;13563,3869720896;40129,4949648234;37857,296461076;47427,399366914;18863,2607303361;9336,42131079309;15321,4497719419;22725,4784412801;28732,1355006878;15506,246035513;30138,8094507307;21358,1741082574;35210,7026377804;22092,3394193397;43836;42036,181478445;38814,6075471696;30286,3239116715;31962,2126560658;35722,2239097344;26373,8848549165;27920,6052468309;28441,6112911939;12410,5650381177;19992,4032448758;27179,8544163857;34450,8646246634;
PR;4121901;Ribeirão do Pinhal;25168,8645662716;25301,0818826284;24895,6938561893;18861,7628583619;38153,0941598625;12856,7907739866;19207,0366156265;31473,0012014562;44194,3122814207;42335,1642685061;25134,4596662952;12479,8500228943;26051,2139767686;44749,9438093056;60176,3076712893;30947,762843605;22589,2882562959;38556,0923176205;52279,6672698681;33900,7251975114;37493;39043,1588277715;42244,2304514322;42942,1551861172;30151,2074845683;38263,7693763295;40342,3885019172;34614,3788243509;25774,1854257807;32324,3302536632;56657,3678760153;51340,8660932134;90655,0558202304;
PR;4122008;Rio Azul;35751,1193964704;23668,666537584;44667,9228073096;38386,9222583065;107270,208539469;39190,9736465286;52513,0102468757;40053,8452065918;36162,9622839988;44533,217059111;47280,054180967;55282,2104557527;60438,5124667773;77744,1814495434;99792,1322125485;106865,077617474;81110,2020118717;95982,0523555379;109187,851329542;68964,832815368;84856;103109,722635958;93798,9035302466;99844,0709563868;115508,196647081;131615,845347547;117420,691858755;127028,106495783;143710,130516295;154374,101538748;141352,122168825;186395,683788895;239382,04309424;
PR;4122107;Rio Bom;7858,0488048413;7069,7158088513;7960,6416839885;7781,3271508422;14284,7172727153;7957,48809502842;7873,16775954986;7835,15353113768;9468,1865791985;10933,0478283235;10698,0603878725;9784,88658823288;14295,5870469762;21834,6423505646;22955,7291917774;16293,0657554968;14248,980312908;20246,9162198397;24031,519803077;17670,8356819983;17991;21493,0784485907;17012,9822472798;21410,2169510863;25050,148111491;24867,5067901261;19544,7399455218;24308,451903006;24323,6445106043;22319,6887710154;34802,1380914956;45246,2301248093;45109,1089296429;
PR;4122156;Rio Bonito do Iguaçu;;;;18594,7036408542;28301,2144656408;11798,3207370829;17836,1449281041;15332,5849273125;18102,0809496235;29130,1594885052;42406,2174269225;28695,5201011127;42370,0302868717;65467,2945395523;67357,4098964115;40373,7767833746;51364,7651858332;52768,2959953463;64687,5363112166;43173,0890920046;45723;47785,8869282892;33231,4209339461;58493,0436649699;60377,6583611907;58469,2615733866;65014,8551824726;60772,0476348681;70192,8285251125;90036,1546526682;110542,132171495;150573,359219397;173042,007320611;
PR;4122172;Rio Branco do Ivaí;;;;;;;;1604,85558534337;4619,50685969054;4310,28139415807;3451,64261090043;5164,65128809734;4432,10692100935;8438,79870606738;7701,87507854719;4847,49992019284;4787,82982245203;8601,49044383511;16028,7700594165;16482,515893836;13413;18789,9413970262;23779,0038920732;19230,371735347;20775,2906903799;19899,628927197;21313,4028352006;18883,7967457965;22904,1406033021;19657,5528985688;33184,6980506999;40165,4995886488;64366,5256941644;
PR;4122206;Rio Branco do Sul;16712,7167663857;11812,8395392518;12026,2877837581;11162,8531853011;29674,8918502189;13932,4997365727;13446,9630495824;17577,7616805454;18385,328304454;16742,8684906925;29954,117595839;22421,1779869783;20013,8218657666;19155,4736216652;19681,196027363;16308,8884555331;31771,5752765078;13748,9686126222;24043,1550891248;19073,8336800659;18278;21664,7941219482;23454,0022203475;22342,6178973806;20953,0716461155;20088,9075426261;25340,4731449858;15561,0807273365;10808,4915912034;10727,2051660514;12016,0227500547;13378,6969098088;13151,1444010007;
PR;4122305;Rio Negro;21686,1160938311;16007,9919160225;19171,1026647472;9747,9300942452;40815,7594670968;17328,5680960194;19343,8347245724;16910,4227418589;18884,8736393369;17610,6463819943;22179,4562799848;20717,0099327071;33758,4826345204;52947,3009580763;54267,003838953;60113,3142922192;47505,1330976719;48563,7416612645;68879,7298742304;53481,9801009898;54744;54215,0694512043;60468,2715596685;77409,1676411136;65501,58582401;68501,713983214;66046,363740083;67664,0827206719;75439,2540636936;82490,252422411;74621,7704433127;74899,696366913;105681,679734657;
PR;4122404;Rolândia;118189,959578888;111359,656882208;109961,216726914;99974,5557094503;136675,168195687;65559,6343704357;74482,2044239856;77192,4729441844;96981,3193180182;124101,774476932;117493,553282887;98443,343110563;125288,234650907;141546,361800842;163847,193183828;97886,4145605468;92208,1598276736;120628,436024284;128728,150718177;100488,918436555;98208;116319,827851408;132760,61709725;106806,051059647;100375,422680442;141586,576469735;130947,029783336;118551,815098415;101522,052756449;99294,633949033;133892,372603837;168895,078515038;213830,462047957;
PR;4122503;Roncador;37922,4714331058;52585,7623820099;59907,3322545531;57858,9961165818;63881,4891866618;37218,840548454;37380,8109190014;34496,2897536434;36657,3576669757;41405,4022421113;42282,057620775;61110,1731774587;81538,9889226929;80663,1266215513;77613,6990008091;60349,2163654868;57610,2291860829;74175,8312170984;97085,9903112495;79919,9269208356;60772;90742,5013440327;79550,1460277491;91630,6687639442;104428,976007277;112584,429199818;125292,129855576;114683,26801394;136680,541034754;104592,497845466;174805,953798907;221459,446513367;190561,101372436;
PR;4122602;Rondon;37443,9120596828;17290,1225433948;24369,6647376294;28507,6526032395;45793,8051025546;36387,9243305589;38809,9145677774;39505,3844594121;39881,2275601377;33950,6179945824;32428,2839147055;26820,309475911;36072,3730030543;61709,1318166648;52849,9453624225;47099,8627260517;63249,4682510194;83951,8630281905;54170,4012526317;65631,8993949199;54968;57834,0234273426;54481,3986594595;68627,732790263;59258,597324465;75415,8697830555;48899,5957181574;38695,8734547612;51199,9365178795;65536,9755800022;67755,6978916675;62012,5475326809;67218,4412403715;
PR;4122651;Rosário do Ivaí;9762,7895479408;9030,2651656843;8094,8414037782;5428,2973325896;9556,3727941966;3361,59050808177;5081,90421743958;1669,69823525624;12715,2312559375;14299,2631649115;8865,01015893131;8733,60054251355;7399,50984026208;9977,36421601336;8337,00161492016;4948,18982951435;4080,56739791987;4399,46744890683;6098,05341763951;7965,86266754459;5194;7168,6677614066;9862,9454693158;14252,5281167773;16339,6189607611;13820,0820946643;12138,305498965;13475,6633809439;12511,4277968283;15717,7266559356;20841,4933021809;28618,5544818439;30296,6044094586;
PR;4122701;Sabáudia;26883,3641632859;24722,6441051996;19910,2184828587;17812,8592324665;29153,4393779304;12598,2068887495;18194,1484898138;22014,0796454172;17435,1621777952;20798,061328891;16005,3277379228;21540,9345121895;25654,1671072912;40530,5444562719;41331,1297854781;21820,9417772479;18953,2858109391;17327,0165061952;34198,4327516238;8261,85838120182;26238;33030,3406526213;28261,4611592154;30097,7752561496;29114,7666430393;34044,0906780133;24995,3681909021;37412,6809150355;32321,2372754667;31819,2099182201;47539,5443768742;51699,3740913549;57432,1530227896;
PR;4122800;Salgado Filho;34731,9902142523;22578,5240517088;45032,116417193;36795,165701638;49695,485998916;23082,9214888281;23136,3440002447;8118,84012450646;10559,9763832725;12513,6432731945;14549,2718294658;10967,5833896671;14584,3484065961;17173,9877376438;15658,7279636675;13974,32098655;13754,570198997;21578,4006146181;25780,3032960578;14890,8612870637;19178;24407,6288829449;15453,8294905539;22465,9303092199;19448,9414853484;19219,323178988;19587,8780647822;19696,4241624659;13992,4201159567;11627,8813592831;18599,7688997992;24499,4469615315;17698,8167562295;
PR;4122909;Salto do Itararé;12800,6806397635;12845,9260462589;13323,8601969696;14461,2897197862;26707,7912348675;8705,65746964765;9721,39752935177;18704,4027227814;13791,5712042935;12094,058358719;6828,78933811236;7375,68940012609;12652,306941244;13166,0578865183;24052,9064200616;12984,6830206471;19564,8994123441;18871,1333898737;28379,626199131;19937,9676866037;24850;36353,869814381;36090,5803775745;32093,845200051;31502,6378202846;29924,5376240907;34098,7801230725;31658,2018289218;25378,9027783265;15454,2100404486;22749,7031512893;25042,3438389254;28314,4951575342;
PR;4123006;Salto do Lontra;37139,6805845492;23506,3795284131;48678,6120492359;50066,645309021;83182,4335793258;48862,0109543946;29990,8024378565;25845,1995444355;30250,8174958999;25935,5925260208;28127,8397199603;31127,6620243443;34075,740180945;56464,0221236671;49784,0304033861;34530,8851881748;29620,1503394071;51395,0445045339;54233,2317972897;39301,2916800267;44779;44081,0751154721;33828,3976888526;50667,0811148868;43940,6655989479;42124,0930221644;45159,9014087396;41487,4444448559;39872,0142477252;31682,6757229891;51434,0655844018;77709,8762481778;36339,6728554018;
PR;4123105;Santa Amélia;15175,5736617203;13570,8272478413;13142,42620166;8539,1335337114;24457,4177430876;14073,858927169;12381,6841586415;14586,8944533146;15439,5558142165;16626,0522360942;10354,9278327013;12504,8806430305;13083,549234887;18919,0274069332;21173,9751858454;9459,09776711813;12326,5736847035;11661,8794805028;18982,9691869469;8486,2946915573;17856;19005,0475899956;21253,3987957421;17371,1387903898;11151,5133106016;14236,3578901913;15099,6105093742;17301,9881071742;18098,6748181032;15330,5988348896;18483,6720616344;25635,6559035579;25238,141210133;
PR;4123204;Santa Cecília do Pavão;29310,971708843;24619,4240713302;25899,5384438942;11583,7898339181;17290,6815430637;12543,0423265656;11755,9055751652;11782,4498445832;11257,7948665368;13550,685533404;10587,4452878502;7459,12480058;22052,2490951893;25787,6234334778;26482,1495226852;14128,2327050843;13598,2988823384;18783,8021890755;27347,5763266932;16543,2329633041;17545;21356,4444719405;20062,8663561577;20011,6155316448;16667,1490202906;21299,3305724535;21479,6114711747;22298,300499573;23575,8283020132;20346,4044350018;25819,9368078469;38456,5181027169;37645,4571933833;
PR;4123303;Santa Cruz de Monte Castelo;8891,0713155522;16090,6814040855;8865,9502925418;7301,6231631691;28964,5115875305;7347,23012586897;7139,69704775446;10750,3710001368;13534,073608993;12613,7714914216;12734,2812086915;11217,8895910289;11371,8782808238;22502,3531400542;34304,5595643397;26231,1598055301;22678,2012468085;24081,8950375001;36460,3323593115;44296,3548771654;40390;33859,3765379714;30458,6435135921;41507,7533890449;34416,4750615941;30409,3926281065;28624,6796657416;46300,7932848571;45829,3629478017;34485,27887448;35792,6552062015;29715,0848042843;19253,5471369147;
PR;4123402;Santa Fé;15095,6499586345;14212,7382581689;8641,4392113092;8580,9431542338;24167,6758526317;8871,15115619936;12771,7042990406;16310,6282301649;16778,543309779;13302,7489930321;13235,4353353232;15450,1502790537;20209,4956818249;36877,2839272443;30869,3131157822;22731,4662429696;17234,3013276952;24105,942759459;40225,5109243719;26511,6746899143;28933;43201,2630901508;37218,6782854853;42180,0049245558;35397,589879554;41527,4539083118;41777,999735541;42305,5791256443;44043,2709852309;38811,6710690429;51065,1942667782;54329,8331662597;48884,1456393818;
PR;4123501;Santa Helena;63509,5439003471;54402,3255776991;77700,0027563615;70101,4717348927;111251,47599485;56002,373972074;87384,8856358468;68830,4728825047;66756,2515816484;87535,9027824645;64615,0205701785;70156,6564716744;90203,7294570793;141190,027364556;84615,5441013101;66164,7778424422;56952,8119228988;81514,1834233014;122557,958527041;61587,7088749878;107806;111653,962189315;84000,958395276;110101,276929571;104477,662908017;94220,9745427711;106006,853009723;92618,1083620711;94036,8634234724;78466,1458123513;132517,152784485;171946,597764844;112337,439218343;
PR;4123600;Santa Inês;8916,9258872738;4930,4088301086;5457,0741014681;4064,7357913117;5352,7645695192;3602,93546763635;2508,93553003031;4309,33444212572;4524,23274942936;4462,85772669463;4894,15381323226;4953,9769019512;6525,62677825423;14453,191154038;12314,6553974604;8516,92790132397;4467,20418999745;10267,111606885;13161,8355772445;12496,8739766053;15141;19589,4348009383;14339,4158635578;21735,6026055525;17067,7094309314;12013,7057430691;18572,2291098411;25573,8988139038;15423,636101702;16452,0895907789;20117,4712023533;17001,588281652;21887,0437026495;
PR;4123709;Santa Isabel do Ivaí;14733,3856187926;23448,2186671315;11890,8438792559;5398,1457433935;26569,2704944959;5609,54641707593;7814,95579829626;9129,30475231525;12097,2370272164;16099,1870878039;13185,7714128642;10763,166658555;19062,0492264929;26100,6649008694;35428,0072333011;24151,1939644029;24797,2941873592;24246,4320824822;31631,6886494844;30893,0617920713;28694;24953,2415870004;25363,8146755142;34753,4154760424;28931,8219251039;30493,7450545478;24712,4328792821;35576,926208704;31627,2966277137;28174,926830696;30721,3342300036;33907,4810690083;26615,2986795287;
PR;4123808;Santa Izabel do Oeste;30784,7008785064;20565,9973083966;39981,9693215052;41644,1031864995;64819,2061144097;39108,2268032528;36225,3034881174;36555,0438883768;33770,8096236574;32927,8797655482;34839,2416049878;36676,1161545297;42561,904611356;57123,4073422154;49726,8535619121;24818,6242204769;20251,9543390325;46071,6382645736;52069,0685924033;36795,6283310822;52622;43945,364341367;33222,8682583743;53659,1971208706;45070,0541600732;47769,533464963;47538,2074250258;43808,4503118944;44621,2620563972;42534,6158328318;61319,183641232;106064,684611597;47088,6384298294;
PR;4123824;Santa Lúcia;;;;11656,3463763043;20422,2588177411;12139,6514655958;10222,0203961328;10355,9115465003;10140,2553029327;12372,9869666374;15973,7234236308;17137,6312532341;24436,4300578411;32794,4239376474;28552,8783760667;20435,7363104391;15588,0638366889;20120,3492621611;21891,7906988909;17348,8183671405;21756;24510,1043654325;30988,054131482;34081,9595044789;27965,4607134291;24718,0041156205;26658,0889347501;16637,4449034822;25133,5347349438;28306,4042038814;42298,2998466351;29180,5904580968;32674,275594522;
PR;4123857;Santa Maria do Oeste;;;;16703,4558525817;28300,6794299498;13349,8240485052;14573,3644998396;13579,1316025855;18642,8258997545;17698,854574242;19517,9215263866;32808,8853434907;45913,0561795774;60017,3758013995;50783,8524691605;32668,1218657269;34490,1573197572;39297,7746896169;45537,0190051818;34298,6388492045;26312;36166,4596977595;26699,742599818;26558,3112543889;37789,8871386849;22146,9695893751;29949,2736806804;27355,1927972808;33478,3906256437;27302,9059623893;38590,5890059727;96915,2617423631;114258,494345805;
PR;4123907;Santa Mariana;74247,2125934045;56808,6757121305;65069,4992791856;56520,9500764427;93961,1622888242;56574,706304732;65517,5623909307;74396,1336666921;78389,9929373239;78955,8680824784;54404,5696028125;82283,991927651;91484,1581174995;141746,175503433;135184,597084933;78476,2768979112;65283,6897006262;97069,2625219968;125414,42125177;74934,6218241471;95703;113459,746367204;100912,163803252;119427,673084357;87790,5965192424;106635,182863414;117677,617421998;120784,70473955;132146,795469435;129759,739297266;155386,646764244;212666,664413118;154166,393813293;
PR;4123956;Santa Mônica;;;;3019,2084679695;7732,8039609865;2299,67268604158;3294,79700695395;4031,05140291635;4660,70647493861;9431,12455491665;8433,83701394637;5744,52732125205;9502,52842644183;17608,5825407779;30368,6294228751;17240,9893303951;15930,2441335102;17729,499431613;28749,6282954502;21358,3134188051;29688;23638,6011630155;23584,858156595;30589,4337756119;30683,8126714609;23344,3625695897;26838,88840518;30635,0745392597;36707,9962563251;30484,2088981835;34567,3058506623;31672,4077680954;26384,41089899;
PR;4124004;Santana do Itararé;20554,3302893863;16417,5879094563;13496,7306051291;16008,1921529543;22716,210966544;8085,05614507871;12317,6510012625;10431,5613047319;19752,6405354995;22125,9522229983;15831,5040093163;14569,9068042649;22796,9494436829;39373,2900954359;34318,4674446982;23670,7592542117;22111,0441406599;25641,1999561;47174,1037521039;34257,4379806368;30657;43980,4460380744;41140,0800351222;51490,4898003942;41547,6306595028;37211,0785260263;39906,5666205652;36713,2583719232;28818,1546131392;27813,6449889942;44313,1077016948;67703,862003176;79133,454600313;
PR;4124020;Santa Tereza do Oeste;15468,6085703018;18759,3121532547;26737,3496888208;31618,5671443467;51262,3447076363;24075,8836081384;34359,6101299394;34798,8887865701;30261,1173997119;41555,594569452;40318,0752326237;51022,8332625804;76759,2285226673;120211,253706754;100915,57988151;74103,4579788055;52829,1351962455;81115,4975066139;92794,8968168296;63336,5773223472;75337;88388,3348544529;86753,2093942578;112586,618701093;93257,5453281905;84929,1775846227;89776,7700220829;65251,9010365524;69195,5450456836;70106,6571018698;121841,520802333;127247,465783031;126065,588091379;
PR;4124053;Santa Terezinha de Itaipu;25948,2174337634;30341,8944947177;33764,2590255188;32808,3438491428;53301,2587184839;21452,1191192664;35686,8428465216;33345,3327176901;36438,4847109703;40272,9997740665;33204,8470658825;42330,9504202938;66272,6317785732;84251,447697237;52887,0330433786;41920,0861050979;32869,5159926863;62234,238760126;70630,8404244207;58286,2182226571;57910;59983,2389519471;52081,5178940328;67396,199799765;78681,7199988145;75469,3615656768;78233,5168152695;46759,7319614399;58046,8175757086;67909,1869885015;69861,8000785567;112583,181598637;65895,8885160939;
PR;4124103;Santo Antônio da Platina;42983,1597265904;56296,6312558813;51764,5640153249;49622,7814235998;71801,8030934672;30523,2418133824;33387,4703770042;33866,7756940727;47098,88515641;45057,6982022054;33764,6949190567;36878,4470006304;51946,6487990055;71268,5523714266;78917,9491144314;51315,893072071;50633,2537638885;57619,6074831656;79587,6836239988;61315,5662957645;65646;73734,3408587277;81909,8292179886;85336,9623764575;80008,069203846;87532,4443388578;94495,319008249;93554,3432623002;60451,8928839966;71026,9987141677;117339,074333143;140892,242847711;162584,123733939;
PR;4124202;Santo Antônio do Caiuá;3971,8479435839;4260,9989152531;2573,0536279529;3288,6358409169;9066,1463424176;3358,14272294527;3085,23394644098;4368,77353787918;5085,5775071844;4932,50675028376;6058,99853999787;5175,08071315408;4399,8112426308;10783,2794831279;7297,00122810991;3850,66981790986;4453,73252476827;3666,64476394796;7402,36898359523;10964,8522059178;14453;9378,8146539767;7633,2629477665;11779,9153684132;11924,6022799415;5516,5115308396;11988,590849767;19291,9462088375;11432,7453722199;14400,1435785005;8003,82156566004;8173,32882741946;11178,9241974047;
PR;4124301;Santo Antônio do Paraíso;13159,5927240345;15651,0513482805;14546,9747791128;15326,5623425852;16200,6466420652;10557,118087945;9479,81789014932;14562,5784595973;13637,0726471132;17486,6781118083;11858,3902125964;20297,7470454262;26155,6999950522;46095,3560734142;43948,9019329619;24142,5634007468;20067,3925253927;31911,327039496;44942,4558881404;28110,91893037;23558;30860,8146720282;29253,5715255357;34153,5602597405;23799,0422985135;28273,8360757651;27300,0856508028;31622,0986530306;39513,6246473667;26766,8828255564;34484,9826381455;51367,0073014113;51566,657488136;
PR;4124400;Santo Antônio do Sudoeste;31012,4130925898;16823,0911053192;45366,9856194789;33562,2927631629;60431,8198178574;31723,0710408824;30357,5377937542;25953,2706276236;29998,4698525054;25289,5271179363;32529,8692106443;31490,6060163189;34919,2273103613;53634,9931178248;48400,968967732;27763,0848544932;22981,3137144652;43535,2364326952;52275,013155449;30367,2086011418;38622;48393,3542028553;30834,1059711909;53578,0495982409;51178,7848424237;47151,6347964788;55431,2144814763;50045,7328857733;43142,0265490353;34865,1023970156;61290,1594316908;82673,4381547373;40932,0609074203;
PR;4124509;Santo Inácio;16978,5432861852;9637,5673416128;10038,6176170791;5539,3554878835;15450,9145043121;10712,2684190872;6254,87523669969;6403,21167889528;8046,79985313987;7001,82326031097;8239,6962261521;9801,57366832366;12711,1990606402;15582,1385736737;14592,45713618;12310,060628193;13967,4225096181;20822,7958772771;35410,8295578021;34963,2739132041;31011;42192,2027085387;36660,1885706515;35203,7046702426;33932,5567754424;36439,5624305273;51307,083403355;42967,6746563945;37243,2382411742;36333,8282667023;46570,663491099;63327,5436664887;62184,4856825556;
PR;4124608;São Carlos do Ivaí;24330,7849254045;14264,1538108505;16447,019807929;18230,1015802242;40807,3059031809;25672,2081263352;26390,3926343211;36247,0413012907;32792,3187615156;26021,4167130726;32929,4380413372;26426,0772087662;33843,9711949343;46694,7971811854;43173,1512729637;36272,820619437;44739,4002261204;44302,2321962272;41532,1535475372;41328,8081069096;41413;43842,8888588794;43848,7123886882;42143,4089829777;46142,6413370008;36886,0130777894;42499,9288490469;37003,919533759;41223,0024961354;41322,1022801218;51180,7633920422;43262,2991455111;48611,9818310373;
PR;4124707;São Jerônimo da Serra;28844,3428729756;16653,0980906514;19235,15840395;20218,1952048617;39179,8276506825;18528,3973235194;15376,6895651393;19414,9700947432;17041,1908569855;21305,8544356143;16872,1889299345;23495,4087678225;26507,1529656423;52780,7895392509;71951,6463748466;39126,6603350639;45620,4471321091;47691,6953228592;84510,573150813;55393,4835558531;20379;69807,0372325817;54782,4528395843;71591,2084941422;55851,9896332328;73734,9933829949;72328,6695494408;78949,0788187269;82334,7402470614;65872,9733114761;100219,540119944;133416,324110426;141737,149940271;
PR;4124806;São João;56267,2844456237;17595,703442139;49048,8086866212;47770,6373250279;73433,8492131766;32105,7751910332;40710,5351027076;38389,5505254949;33044,6664049101;29902,5771719716;35798,6582888548;36329,8592426459;53035,2031349413;79798,9323578479;82932,6905779277;36412,3480652111;23293,8563477822;58122,0783051495;72778,7142288402;56009,3281176015;52580;68430,5422380863;58119,7068476723;77328,0201184838;65036,847226029;72763,2259987085;78411,1443651655;76988,4927923649;80684,5083944304;74587,5633033814;99103,4273348602;129706,606582783;122315,918940395;
PR;4124905;São João do Caiuá;5043,6281295126;3320,1342219207;4134,963363737;3467,3871137638;10580,7989435994;6943,83926489915;7686,88948353833;6635,5645077497;7189,33286078929;6613,2304133819;9126,87447735149;9202,92467006682;9485,43071435906;8923,34693484907;9690,7019698173;7888,33518170253;14754,1677590024;14089,4337287776;17227,2045223375;11424,5671604624;20297;25452,6941638093;21238,8592472702;31470,1230653285;22280,8962117755;13975,7568979339;17666,9629894783;31032,2094740627;17429,3295350808;25003,1756698768;18837,2397051362;21678,5305126141;17401,2853891293;
PR;4125001;São João do Ivaí;47278,5817423159;51865,4405690445;51124,0464661259;43233,805089951;74221,9233461285;48520,6802258817;46860,6288091508;51595,8368910815;40429,6974381277;45493,9711530522;44088,0184374659;59931,6481460471;68132,4829040203;88835,5070574982;93487,2264500139;53539,7016408005;60145,5965822154;64174,5102213384;86698,0069277949;67623,6361201519;62759;62823,9331827067;77403,4244592456;74113,146207242;78646,3113437302;71414,9587598185;61739,5300392116;68261,3149184651;76929,6160455765;59490,7020208215;101990,016901957;134700,977770433;107582,526806839;
PR;4125100;São João do Triunfo;39481,793390087;21153,600421932;29132,2140866696;24492,8577416217;71128,3804211274;33219,4097901208;44692,233252454;40126,7931877437;30621,6140331326;30095,6815928382;25780,0906582622;30668,7673218478;35447,35663914;58671,9635372909;78137,5624943138;75236,9386723105;77973,9983465176;83241,8223956138;87399,6146764758;64644,1627826791;92048;87742,0930729997;86150,245766451;91278,2339352681;125967,028142597;140177,27373529;120447,338432162;135951,098205025;145574,107800512;127330,217238917;143502,024526476;142783,279176449;198367,000172586;
PR;4125209;São Jorge d'Oeste;38008,9372235498;9628,8942818437;26886,2908614387;27003,6552414032;40482,0510187422;19928,198088936;17300,5948845709;15862,1332349342;21457,2746163887;23170,1464987955;27394,1681381797;20295,6611604148;28382,2020573852;44670,0183282694;41414,5770676293;26357,74140582;18811,8333260327;33946,5237189673;42543,2599050889;22237,6266927099;27202;35962,4319353293;22478,1419376135;36047,7980183811;36127,1557103528;34834,8089518892;43448,967472777;33913,1205265323;37827,6709554843;31367,4671488138;55602,4697874181;66028,0238347806;40825,001210299;
