Produção - arroz
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,7265444.78007535,9815413.54494967,11976778.8973502,7212635.40721865,5800304.94725007,5786838.74951786,8142961.92170781,7666590.40060284,6242879,5437482.04195795,5380306.03018387,6002556.23636686,6171201.13976317,5940533.34796542,5535590.67441613,5970404.22618184,5090004.87493443,4924790.10758996,6138198.67535501,8933980.56867921,6676021.28379336,
