Produção - café
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,8653537.7334807,7425456.83429373,11401295.5332348,9765215.22943739,12542784.4814662,10215202.7005323,12180370.1108994,9339490.95172374,11580975,14982618.0968222,14292554.0435651,10199393.136695,11569674.7735405,10887431.4594336,13570809.5192338,11344970.2043109,13246836.2295169,9919108.14709212,14398234.3531609,16258851.6705389,22328520.9171361,
