Produção - algodão - herbáceo (caroço)
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,3085291.64406337,4479998.04906626,8012501.40507484,8734869.77162311,3814197.5500093,5048706.58068437,4569751.61409248,3749760.43928046,4130087,6718675.76094249,6957513.48504164,5508394.87272613,5997617.58501569,4693941.643581,4734751.79063713,5138626.21641599,7505753.40030765,8991215.57574189,10094035.3725335,12357804.3060596,14021811.0424879,
