Produção - milho
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,16941047.6466936,22517299.2050079,17918778.6110895,13606315.1906799,13411401.0819479,19765315.0235074,24138919.310941,16298720.9876223,15181295,20522179.567376,22942438.4705729,21259932.5347399,19178850.165808,20416546.7685575,23911850.2866821,20194165.1862764,22064495.8436779,26740128.3038513,38218839.0144755,54215711.854643,59330386.8064609,
