Produção - cana-de-açúcar
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,21923588.8117665,20461479.2933946,18775487.0426546,18913388.3102798,23781965.7638656,24149386.8676822,24027506.7929191,26710033.0189332,28309289,36211931.1159076,34683093.9272969,34166774.5769058,31077355.529272,29922002.2507527,32733196.0134587,32959337.6470653,30465978.4624423,30687814.5335507,31948271.4736611,35136636.0103966,40402909.1102879,
