Produção - soja
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,32738759.8879382,47597065.9459174,50420203.121426,31286270.8113257,24883123.5137009,32647927.7481416,45467394.6170005,41187906.557575,37332815,46501193.3484568,43161615.2360145,54841693.9363455,62252849.8345116,61964723.9420902,66621283.218222,68721656.1116434,74896289.1343191,70385435.7681593,89253550.4732549,159104632.60856,149313400.530592,
