Valor da produção - total
Sigla,Código,Brasil,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,113512773.23166,111462490.557397,123803466.443007,120187951.899047,183922424.332451,99212482.4689908,87136320.5612939,92961802.8382079,96833574.9227627,96682510.6212836,101946903.473188,112358936.989158,141505311.975135,166213143.590553,171879366.51301,137448206.338744,133369088.354798,147556415.660041,173123833.09966,153364683.052474,154180580,180481427.975975,174523069.346852,184944171.669927,185391854.349076,184297683.51384,203095656.682587,194062972.664414,201128549.406426,202718933.42085,247235340.468345,346437925.445922,358299413.433603,
