Produção - mandioca
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,6245290.79119948,7280954.89480874,7656535.38857837,5871621.30318377,5891369.36269979,6298524.91169033,6528081.95467927,6044933.97187968,7003761,6585261.91476909,6743860.80711944,8059470.11539768,7049077.59774301,5646874.43404801,6596299.9324612,6732384.39434003,5829134.23494433,4974988.61816744,5750353.44038503,5956467.07928191,6715004.77222145,
