Arroz | INDICADOR DO ARROZ EM CASCA CEPEA/IRGA-RS;
Nota;"por saca de 50 kg, tipo 1, 58/10, posto indústria Rio Grande do Sul, à vista (Prazo de Pagamento descontado pela taxa CDI/CETIP)

"
Fonte;Cepea
Data;À vista R$
2001;18,81
2006;20,16
2002;19,63
2008;31,04
2009;28,05
2010;27,42
2011;22,35
2012;31,34
2013;33,8
2014;36,28
2015;36,98
2016;45,94
2017;40,58
2018;39,81
2019;43,51
2020;73,39
2021;77,56
2022;75,6
