Soja | INDICADOR DA SOJA CEPEA/ESALQ - PARANÁ;
Nota;por saca de 60 kg, descontado o Prazo de Pagamento pela taxa NPR
Fonte;Cepea
Data;À vista R$
2001;33,31
2002;40,75
2004;42,27
2005;31,39
2006;28,31
2007;34,66
2008;46,24
2009;47,01
2010;40,03
2011;46,49
2012;66,11
2013;65,42
2014;64,68
2015;68,34
2016;77,43
2017;66,2
2018;78,55
2019;76,79
2020;115,86
2021;165,6
2022;184,4
