Café | INDICADOR DO CAFÉ ROBUSTA CEPEA/ESALQ;
Nota;"preço à vista por saca de 60kg líqüido, tipo 6, peneira 13 acima, com 86 defeitos, valor descontado o Prazo de Pagamento pela taxa da NPR, a retirar na origem (ES). 
"
Fonte;Cepea
Data;À vista R$
2002;80,64
2001;79,55
2004;133,59
2005;154,16
2006;177,89
2007;202,42
2008;218,37
2009;192,91
2010;172,74
2011;233,65
2012;268,87
2013;241,36
2014;252,19
2015;322
2016;423,14
2017;413,99
2018;324,18
2019;293,63
2020;358,98
2021;590,13
2022;730,47
