"","codigo_do_municipio","Year","UF","index_centrao","producao_valor_total_bruto","populacao","taxa_analfabetismo","vab_pub","vab_total","vab_agro","vab_ind","vab_serv","shift_share_iv","pib_per_capita","share_GDP_agro","share_GDP_ind","share_GDP_serv","share_GDP_pub","share_GDP_other","hhi_sectors","diversification_index","producao_milhoes","shift_share_iv_milhoes","index_centrao_pct","ln_pop","year_factor","shift_share_iv_new_2_milhoes"
"6819",2406908,2014,"RN",0.174,506.7863758936,3897,22.57,18173.14,32980.116,1433.323,5568.185,7805.468,0.00071838082647977,8866,0.0434602170592729,0.168834609314291,0.236671938934357,0.551033234692079,1.11022302462516e-16,0.390045148183312,0.609954851816688,0.0005067863758936,7.1838082647977e-10,17.4,8.26796230533871,"2014",0.000123574400689703
"6820",2406908,2018,"RN",0.549,174.509968802,3966,20.04,20925.36,50143.425,1625.091,16852.982,10739.991,0.0007793594495215,13108.59,0.0324088551988621,0.336095549915069,0.214185429096636,0.417310145846639,1.99427940827945e-08,0.334033708431867,0.665966291568133,0.000174509968802,7.793594495215e-10,54.9,8.28551330907974,"2018",0.000123056382904753
"6821",2406908,2022,"RN",0.355,367.184664022447,NA,17.51,25618.593,48489.502,2535.495,6960.188,13375.226,0.00138838585790829,12709.13,0.0522895656878472,0.14354010070056,0.275837561705624,0.528332771905968,0,0.378559837506499,0.621440162493501,0.000367184664022447,1.38838585790829e-09,35.5,NA,"2022",0.00019655614225461
"6822",2407005,2002,"RN",0.304,1303.22560986387,9273,36.2,10301.365,16707.795,1117.106,888.73,4400.594,0.00128777681095401,1895.64,0.066861366206612,0.0531925367769954,0.263385683149692,0.616560413866701,0,0.456818650295494,0.543181349704506,0.00130322560986387,1.28777681095401e-09,30.4,9.13486223080023,"2002",0.00011542470054061
"6823",2407005,2006,"RN",0.938,1331.00052464339,9573,32.15,16600.248,26535.464,2014.041,927.933,6993.241,0.00121373266405409,2928.33,0.0758999729569455,0.0349695411393598,0.263543196380512,0.625587251837767,3.76854160100137e-08,0.467798100722751,0.532201899277249,0.00133100052464339,1.21373266405409e-09,93.8,9.16670191494635,"2006",0.000112756245201732
"6824",2407005,2010,"RN",0.91,1265,NA,28.1,29222.356,43147.16,2697.003,1268.155,9959.646,0.00140312877906894,4717.31,0.0625070804196615,0.0293913898388677,0.230829700031242,0.677271829710229,1.11022302462516e-16,0.516750470634805,0.483249529365195,0.001265,1.40312877906894e-09,91,NA,"2010",0.000130136912874554
"6825",2407005,2014,"RN",0.468,1632.4865354476,10086,25.9966666666667,40790.634,58689.011,2462.434,1417.666,14018.276,0.00168716868390393,6076.91,0.0419573265598223,0.0241555612514922,0.238856913094003,0.695030182055717,1.70389650167024e-08,0.542463487292622,0.457536512707378,0.0016324865354476,1.68716868390393e-09,46.8,9.21890360263667,"2014",0.000152753427232203
"6826",2407005,2018,"RN",0.589,436.274922005,10086,23.8933333333333,49160.105,70754.709,1388.691,1667.449,18538.464,0.00183038133573337,7304.11,0.019626835013907,0.0235666151916475,0.262010320754764,0.694796229039681,0,0.55233180607403,0.44766819392597,0.000436274922005,1.83038133573337e-09,58.9,9.21890360263667,"2018",0.000159935711561068
"6827",2407005,2022,"RN",0.128,376.643753727943,NA,21.79,59671.436,84456.261,1865.883,2329.565,20589.376,0.00326072335771605,8631.64,0.022092891372494,0.0275830941651561,0.243787444011996,0.706536558609906,1.18404483995249e-08,0.559875149443152,0.440124850556848,0.000376643753727943,3.26072335771605e-09,12.8,NA,"2022",0.000291203145992871
"6828",2407104,2002,"RN",0.344,7606.5821310422,57289,27,65776.665,250490.527,5606.841,101795.268,77311.752,0.016211574744224,5226.65,0.0223834452629819,0.406383703284715,0.308641420200294,0.262591427259842,3.99216704138894e-09,0.329862516850856,0.670137483149144,0.0076065821310422,1.6211574744224e-08,34.4,10.955863912197,"2002",0.00344548754296505
"6829",2407104,2006,"RN",0.694,14022.6563370577,63333,24.25,114920.043,502159.699,10750.702,203074.293,173414.661,0.0152794472112308,9966.54,0.0214089303092401,0.404401813615075,0.345337671153893,0.228851584921792,0,0.335630324191358,0.664369675808642,0.0140226563370577,1.52794472112308e-08,69.4,11.0561617993028,"2006",0.00326076348546311
"6830",2407104,2010,"RN",0.64,5111,NA,21.5,196854.67,885246.236,11989.018,311456.988,364945.561,0.0176637184985467,15206.23,0.013543144847667,0.351830909112163,0.412253163197861,0.222372783971939,-1.12962927900639e-09,0.343370730997128,0.656629269002872,0.005111,1.76637184985467e-08,64,NA,"2010",0.00385447463839208
"6831",2407104,2014,"RN",0.446,3743.7275948471,76801,19.47,298670.188,1117093.354,15393.669,413438.201,389591.296,0.0212394422640364,17654,0.0137801097328881,0.370101746214489,0.348754465868929,0.267363678183695,0,0.3302782078507,0.6697217921493,0.0037437275948471,2.12394422640364e-08,44.6,11.2489729398843,"2014",0.00389592145310542
"6832",2407104,2018,"RN",0.385,2851.3054969697,79743,17.44,377585.637,1393843.834,29418.524,453014.13,533825.543,0.0230423188104244,20712.58,0.0211060402050751,0.325010678348346,0.382988057900323,0.270895223546256,0,0.326141480608027,0.673858519391973,0.0028513054969697,2.30423188104244e-08,38.5,11.2865642425,"2018",0.00329321609554125
"6833",2407104,2022,"RN",0.263,4748.46303215913,NA,15.41,433175.23,1561057.43,36133.348,485851.277,605897.574,0.0410486195932429,22071.67,0.0231467128022318,0.311232160754009,0.388132788939098,0.27748833686407,6.40591357736753e-10,0.325048067146388,0.674951932853612,0.00474846303215913,4.10486195932429e-08,26.3,NA,"2022",0.0039643899886132
"6834",2407203,2002,"RN",0.654,205.172544993146,25640,22.7,32986.733,255278.209,6163.12,161625.949,54502.407,0.0002945280297559,10263.2,0.0241427579116242,0.633136489139189,0.213501995385748,0.129218757563439,0,0.463725275979012,0.536274724020988,0.000205172544993146,2.945280297559e-10,65.4,10.1519089110346,"2002",0
"6835",2407203,2006,"RN",0.778,678.971927550879,25489,21.05,51233.959,500641.539,11975.002,334365.697,103066.881,0.00027759335868877,20232.04,0.0239193136548743,0.667874458974927,0.205869615225835,0.102336612144363,0,0.499483507175191,0.500516492824809,0.000678971927550879,2.7759335868877e-10,77.8,10.1460022655296,"2006",0
"6836",2407203,2010,"RN",0.583,2701,NA,19.4,81831.697,600188.87,18548.928,366060.816,133747.429,0.00032091023170919,21539.82,0.0309051515733706,0.609909370695261,0.222842234645238,0.136343243086131,0,0.441192710332589,0.558807289667411,0.002701,3.2091023170919e-10,58.3,NA,"2010",0
"6837",2407203,2014,"RN",0.551,5350.3953192957,31037,17.9066666666667,130142.673,883852.141,30389.164,488199.952,235120.352,0.00038587312965199,29706.83,0.0343826332372939,0.552354776725036,0.266017743345603,0.147244846692067,0,0.398724449491352,0.601275550508648,0.0053503953192957,3.8587312965199e-10,55.1,10.3429353201418,"2014",0
"6838",2407203,2018,"RN",0.343,4886.8647303783,31584,16.4133333333333,166229.962,694300.739,38771.267,275833.79,213465.72,0.00041862736145726,22997.55,0.055842180228473,0.397282869664352,0.307454260105577,0.239420690001599,0,0.312802416479321,0.687197583520679,0.0048868647303783,4.1862736145726e-10,34.3,10.3604059422332,"2018",0
"6839",2407203,2022,"RN",0.251,2047.03300399399,NA,14.92,186988.829,1065645.149,40767.9,546975.55,290912.87,0.00074576154653359,34442.75,0.0382565435016117,0.513281133511733,0.27299225288361,0.175470070103045,0,0.370235600776217,0.629764399223783,0.00204703300399399,7.4576154653359e-10,25.1,NA,"2022",0
"6840",2407252,2002,"RN",0.867,628.815855488254,2990,37,3468.749,5528.854,688.406,291.361,1080.337,0.00066425470540693,1890,0.12451151721496,0.052698262605596,0.195399806180449,0.627390233129686,1.80869308641363e-07,0.450079813682732,0.549920186317268,0.000628815855488254,6.6425470540693e-10,86.7,8.00302866638473,"2002",8.09179025474942e-05
"6841",2407252,2006,"RN",0.961,440.523452994321,3095,32.65,6107.065,9295.476,901.062,332.571,1954.778,0.00062606161746829,3133.73,0.0969355415473075,0.035777726713511,0.210293480398422,0.65699325134076,0,0.48654002514924,0.51345997485076,0.000440523452994321,6.2606161746829e-10,96.1,8.0375431851187,"2006",7.31306548819953e-05
"6842",2407252,2010,"RN",0.946,320,NA,28.3,10362.767,15104.043,1396.626,412.956,2931.694,0.00072375499066329,4511.96,0.0924670301852292,0.0273407590272353,0.194099950589389,0.686092260198147,0,0.517695049098066,0.482304950901934,0.00032,7.2375499066329e-10,94.6,NA,"2010",8.26258777469388e-05
"6843",2407252,2014,"RN",0.957,516.3762199789,3856,26.0666666666667,16895.77,27761.124,5790.758,510.857,4563.74,0.00087026705836407,8058.29,0.208592346621124,0.0184018845922809,0.16439319964134,0.608612605166851,-3.60215963723931e-08,0.441283823681755,0.558716176318245,0.0005163762199789,8.7026705836407e-10,95.7,8.25738565573044,"2014",9.39214308182906e-05
"6844",2407252,2018,"RN",0.706,641.236294759,3978,23.8333333333333,23672.868,36099.16,2484.191,981.372,8960.728,0.00094413830456319,9345.35,0.0688157563777107,0.0271854525146845,0.248225388069972,0.655773375336157,2.77014757799066e-08,0.49712922023653,0.50287077976347,0.000641236294759,9.4413830456319e-10,70.6,8.28853445941392,"2018",9.55096331080872e-05
"6845",2407252,2022,"RN",0.026,203.37042866817,NA,21.6,29333.243,45695.468,2225.053,968.43,13168.742,0.00168193029643748,11702.61,0.0486930782720072,0.0211931301371068,0.288184858944874,0.641928932646012,0,0.497943432129737,0.502056567870263,0.00020337042866817,1.68193029643748e-09,2.6,NA,"2022",0.000175776153088293
"6846",2407302,2002,"RN",0.735,1185.44137107151,8280,37.3,9016.341,15453.094,2244.674,839.822,3352.257,0.00127211042639253,1936.2,0.145257253984218,0.0543465276274123,0.216931120719255,0.583465097669114,0,0.411543846234734,0.588456153765266,0.00118544137107151,1.27211042639253e-09,73.5,9.02159824737931,"2002",4.48724509169732e-05
"6847",2407302,2006,"RN",0.914,1143.74437795773,8048,33.45,14089.443,23936.799,3859.825,869.107,5118.423,0.00119896705986852,3137.72,0.161250675163375,0.0363084053135091,0.213830721476167,0.588610156270268,4.17766803373354e-08,0.419505574048584,0.580494425951416,0.00114374437795773,1.19896705986852e-09,91.4,8.99317889233952,"2006",4.21978045131944e-05
"6848",2407302,2010,"RN",0.813,632,NA,29.6,23319.617,35632.476,3868.438,1086.222,7358.198,0.00138605908589292,4565.55,0.108564950692733,0.0304840449482096,0.206502573663419,0.654448402631352,2.80642861172353e-08,0.483661650151665,0.516338349848335,0.000632,1.38605908589292e-09,81.3,NA,"2010",4.8576453284719e-05
"6849",2407302,2014,"RN",0.813,1020.2118746155,8502,28.2466666666667,33408.508,50103.483,4846.304,1499.087,10349.584,0.00166664351743308,6277.5,0.0967258902938943,0.0299198161533002,0.206564162415615,0.666790131137191,0,0.49752892542821,0.50247107457179,0.0010202118746155,1.66664351743308e-09,81.3,9.04805670891874,"2014",5.78584229358841e-05
"6850",2407302,2018,"RN",0.432,481.9520279331,8358,26.8933333333333,40966.785,66005.373,5645.027,1752.46,17641.101,0.00180811392288989,8225.94,0.085523749710497,0.0265502628096655,0.267267651074406,0.620658336405432,1.11022302462516e-16,0.464667996080194,0.535332003919806,0.0004819520279331,1.80811392288989e-09,43.2,9.03097444300786,"2018",6.22842907123376e-05
"6851",2407302,2022,"RN",0.339,410.610484943134,NA,25.54,47216.335,78944.731,9625.265,2720.194,19382.938,0.00322105519034724,9956.78,0.121924096492266,0.0344569417812064,0.245525417016115,0.598093557377502,-1.26670898215053e-08,0.434051399919782,0.565948600080218,0.000410610484943134,3.22105519034724e-09,33.9,NA,"2022",0.000125034539995491
"6852",2407401,2002,"RN",0.467,2127.71528141041,7675,17.2,8501.212,16782.451,1448.385,1161.505,5671.349,0.00232802474583658,2305.62,0.0863035441009183,0.0692094974685164,0.337933297108986,0.506553661321579,0,0.383033781357471,0.616966218642529,0.00212771528141041,2.32802474583658e-09,46.7,8.9457235724554,"2002",0.000173640358632801
"6853",2407401,2006,"RN",0.541,1654.32049014381,7551,18.5,13119.249,25119.982,1934.474,1173.171,8893.088,0.00219416878197614,3516.72,0.0770093704684979,0.0467027006627632,0.354024457501602,0.522263471367137,0,0.406204035422906,0.593795964577094,0.00165432049014381,2.19416878197614e-09,54.1,8.92943528380342,"2006",0.0001583312560571
"6854",2407401,2010,"RN",0.171,679,NA,19.8,22530.437,38447.02,1532.643,1310.524,13073.416,0.00253655640595675,4927.28,0.0398637657743045,0.0340864909686108,0.340037173232152,0.586012570024933,0,0.461787020095201,0.538212979904799,0.000679,2.53655640595675e-09,17.1,NA,"2010",0.000184952638175729
"6855",2407401,2014,"RN",0.069,888.904778678,8661,18.3233333333333,34218.271,59102.093,1646.901,2201.509,21035.411,0.00305003973756843,7199.12,0.027865358338494,0.0372492561304047,0.355916515511557,0.578968853099669,1.69198746124977e-08,0.464045484151037,0.535954515848963,0.000888904778678,3.05003973756843e-09,6.9,9.06658546833104,"2014",0.000204055604873429
"6856",2407401,2018,"RN",0.156,586.7751299987,8692,16.8466666666667,41897.307,82445.121,1693.227,3919.87,34934.716,0.00330893754853989,10321.24,0.0205376252646897,0.0475452028264959,0.423732970202081,0.508184189577452,1.21292804688977e-08,0.440483140936096,0.559516859063904,0.0005867751299987,3.30893754853989e-09,15.6,9.07015834137632,"2018",0.000197478831883787
"6857",2407401,2022,"RN",0.453,519.819975179319,NA,15.37,52393.07,99247.014,2107.928,4241.312,40504.704,0.00589468967100494,12308.92,0.0212392082647444,0.0427349078733996,0.408120127422675,0.527905756439181,0,0.447523902407786,0.552476097592214,0.000519819975179319,5.89468967100494e-09,45.3,NA,"2022",0.000356536823246675
"6858",2407500,2002,"RN",0.689,5273.69430463865,8429,30.1,10305.578,19911.229,3015.312,1348.857,5241.483,0.00668014637701693,2923.37,0.151437764087792,0.0677435330586575,0.26324256528816,0.517576187788308,-5.02229169363488e-08,0.36470434100815,0.63529565899185,0.00527369430463865,6.68014637701693e-09,68.9,9.03943341999748,"2002",0.000107109256928945
"6859",2407500,2006,"RN",0.744,5065.34612617323,9506,25.15,17670.533,36547.224,6871.932,1792.26,10212.499,0.00629605362472828,4132.71,0.188028836335148,0.0490395659051971,0.279432960489694,0.483498637269961,0,0.349613433967664,0.650386566032336,0.00506534612617323,6.29605362472828e-09,74.4,9.15967845717396,"2006",0.000100225899069288
"6860",2407500,2010,"RN",0.648,4854,NA,20.2,29612.52,51541.53,7800.382,1742.617,12386.011,0.00727851717025541,5311.22,0.15134168504505,0.0338099586876835,0.24031127907922,0.574537077188046,0,0.411889782855212,0.588110217144788,0.004854,7.27851717025541e-09,64.8,NA,"2010",0.000118908911325892
"6861",2407500,2014,"RN",0.623,2577.455018009,11628,19.6033333333333,47149.247,82054.581,6752.482,4442.715,23710.138,0.00875193098317077,7562.73,0.0822925657252457,0.054143412175854,0.288955689140622,0.574608345145288,-1.21870100677768e-08,0.423373716053027,0.576626283946973,0.002577455018009,8.75193098317077e-09,62.3,9.36117126167877,"2014",0.000120912709258604
"6862",2407500,2018,"RN",0.56,8009.3048433054,12194,19.0066666666667,64581.709,114633.009,14362.188,6070.524,29618.589,0.00949482483645628,9808.47,0.12528841496257,0.0529561602975981,0.258377488808655,0.563377944654668,-8.72349081859625e-09,0.402655177083683,0.597344822916317,0.0080093048433054,9.49482483645628e-09,56,9.40869930646776,"2018",0.000101951314896371
"6863",2407500,2022,"RN",0.493,5374.05282859082,NA,18.41,74780.308,127115.446,15015.896,5242.306,32076.937,0.0169145065660599,10609.91,0.118128020413821,0.0412405114009512,0.2523449195938,0.588286556458292,-7.86686471521136e-09,0.425414039941857,0.574585960058143,0.00537405282859082,1.69145065660599e-08,49.3,NA,"2022",0.000128180968959584
"6864",2407609,2002,"RN",0.866,372.350174246821,3782,30.9,5115.845,7766.834,473.13,696.028,1481.83,0.00084911804323245,2117.74,0.0609167132965633,0.0896154082860532,0.190789451660741,0.658678298004052,1.28752590811132e-07,0.481999482487669,0.518000517512331,0.000372350174246821,8.4911804323245e-10,86.6,8.2380082492184,"2002",4.20288977809408e-05
"6865",2407609,2006,"RN",0.924,111.814821402228,3943,29.55,8271.83,12487.846,698.884,962.028,2555.104,0.00080029574685805,3347.95,0.055965136021056,0.0770371447565897,0.204607263734674,0.66239045548768,0,0.48969206601627,0.51030793398373,0.000111814821402228,8.0029574685805e-10,92.4,8.27969713387763,"2006",4.29453488884145e-05
"6866",2407609,2010,"RN",0.832,49,NA,28.2,13143.509,19350.775,1232.774,839.767,4134.726,0.00092517737014034,5049.82,0.0637066990856955,0.0433970732438365,0.213672372295166,0.679223907052818,-5.16775167103134e-08,0.512942848068869,0.487057151931131,4.9e-05,9.2517737014034e-10,83.2,NA,"2010",4.68689776829651e-05
"6867",2407609,2014,"RN",0.341,82.6201951966,4489,26.84,18828.681,58770.045,1552.8,6388.583,31999.981,0.00111246402272011,14543.64,0.026421623464811,0.108704749162605,0.544494750684639,0.320378876687945,0,0.411631982827978,0.588368017172022,8.26201951966e-05,1.11246402272011e-09,34.1,8.40938523878193,"2014",6.23855799253222e-05
"6868",2407609,2018,"RN",0.648,113.6071608979,4568,25.48,22950.489,50829.188,2069.192,5905.59,19903.916,0.00120689377611616,12309.53,0.0407087360907674,0.116185015585927,0.391584378644805,0.451521850004765,1.96737354185572e-08,0.372366465671174,0.627633534328826,0.0001136071608979,1.20689377611616e-09,64.8,8.42683075133585,"2018",7.33341435478575e-05
"6869",2407609,2022,"RN",0.59,204.230345914124,NA,24.12,29496.463,51547.73,3235.301,2023.987,16791.978,0.00215001467138941,11903.59,0.0627632099415435,0.0392643284195056,0.325755915924911,0.572216526314544,1.9399496453687e-08,0.439029577755962,0.560970422244038,0.000204230345914124,2.15001467138941e-09,59,NA,"2022",0.000144686467274587
"6870",2407708,2002,"RN",0.115,1223.43628681098,12437,40.2,13591.972,18875.408,809.647,1273.645,3200.144,0.00157603828688533,1532.16,0.0428942780998429,0.0674764222315088,0.169540388213065,0.720088911455583,0,0.553664970287595,0.446335029712405,0.00122343628681098,1.57603828688533e-09,11.5,9.42843117965374,"2002",0.000358063436672641
"6871",2407708,2006,"RN",0.761,728.817088898861,13666,35.8,22460.486,31245.646,2300.939,1245.917,5238.304,0.00148541978106864,2365.95,0.0736403081568549,0.039874899690024,0.167649086211884,0.718835705941237,0,0.551843890854443,0.448156109145557,0.000728817088898861,1.48541978106864e-09,76.1,9.52266627534072,"2006",0.000335436546605053
"6872",2407708,2010,"RN",0.845,1227,NA,31.4,30180.947,43236.045,3208.577,1513.327,8333.195,0.00171721113350773,3996.22,0.0742106961911063,0.0350015132050122,0.19273721729173,0.698050596441002,-2.31288499463744e-08,0.531154603476808,0.468845396523192,0.001227,1.71721113350773e-09,84.5,NA,"2010",0.000397123134670179
"6873",2407708,2014,"RN",0.834,1317.4970412605,11608,28.3033333333333,47280.901,67942.999,4006.107,2029.169,14626.823,0.0020648317469676,6157.67,0.058962763772026,0.0298657555578316,0.215280797363684,0.695890698024678,-1.47182199761176e-08,0.534978256177494,0.465021743822506,0.0013174970412605,2.0648317469676e-09,83.4,9.35944979456402,"2014",0.000402586572140696
"6874",2407708,2018,"RN",0.409,1054.6726638,11295,25.2066666666667,57150.1,94569.676,6697.373,3443.414,27278.789,0.00224010173205325,8985.16,0.0708194559110047,0.0364113968202662,0.288451754873306,0.604317392395423,0,0.454745110795027,0.545254889204973,0.0010546726638,2.24010173205325e-09,40.9,9.3321154289021,"2018",0.000339632084242346
"6875",2407708,2022,"RN",0.308,628.169548169549,NA,22.11,67508.745,119452.108,4783.639,4755.543,42404.18,0.00399061763730214,11667.96,0.0400465013141501,0.0398112940794649,0.354988963442989,0.56515323279184,8.3715558929498e-09,0.448604002105182,0.551395997894818,0.000628169548169549,3.99061763730214e-09,30.8,NA,"2022",0.000423378085772803
"6876",2407807,2002,"RN",0.36,1555.89179953136,19506,NA,21030.943,34666.922,2894.472,2983.842,7757.664,0.0036972667565103,1838.44,0.0834937696516582,0.0860717314332089,0.223777121026205,0.606657349042987,2.88459414132802e-08,0.432488891565196,0.567511108434803,0.00155589179953136,3.6972667565103e-09,36,9.87847738953196,"2002",0.000734635373926893
"6877",2407807,2006,"RN",0.789,2604.07288880129,21094,NA,35573.718,57648.229,6463.278,4544.844,11066.389,0.0034846825877952,2930.04,0.112115811918524,0.0788375302908264,0.191964075774123,0.617082582016527,0,0.436426430880503,0.563573569119497,0.00260407288880129,3.4846825877952e-09,78.9,9.95674391883656,"2006",0.000699742484588943
"6878",2407807,2010,"RN",0.679,1742,NA,NA,59526.126,93633.946,6845.995,8286.961,18974.864,0.00402844758954098,4880.5,0.0731144557338212,0.0885038103595463,0.202649410930519,0.635732322976114,0,0.458401018312504,0.541598981687496,0.001742,4.02844758954098e-09,67.9,NA,"2010",0.000823774506941782
"6879",2407807,2014,"RN",0.639,1659.0430267608,21996,NA,93306.875,151129.929,7468.705,12477.266,37877.082,0.00484393928712078,7404.5,0.0494190995087413,0.0825598614553706,0.250625949807731,0.617395082611334,6.61682308944478e-09,0.453248432869468,0.546751567130532,0.0016590430267608,4.84393928712078e-09,63.9,9.9986158976277,"2014",0.000867167651592609
"6880",2407807,2018,"RN",0.538,1398.4221661047,22239,NA,114379.851,213690,12476.395,22499.484,64334.271,0.00525510943105929,10258.43,0.058385488324208,0.105290299031307,0.301063554682016,0.535260662642145,-4.67967620210175e-09,0.391638153246838,0.608361846753162,0.0013984221661047,5.25510943105929e-09,53.8,10.0096027833248,"2018",0.000776568508839917
"6881",2407807,2022,"RN",0.4,5215.39809671227,NA,20.62,136186.076,252962.207,14648.249,23674.317,78453.565,0.00936168749903876,11959.45,0.0579068674871262,0.0935883556708532,0.310139470755013,0.538365306087008,0,0.398135679737703,0.601864320262297,0.00521539809671227,9.36168749903876e-09,40,NA,"2022",0.00108259303965958
"6882",2407906,2002,"RN",0.388,469.237209382473,2495,42.7,3752.09,12028.051,626.48,820.377,6829.104,0.0038069314484407,5810.61,0.0520849138401558,0.0682053143938282,0.567764802460515,0.311944969305501,0,0.427031337949335,0.572968662050665,0.000469237209382473,3.8069314484407e-09,38.8,7.82204400818562,"2002",3.1511866660302e-05
"6883",2407906,2006,"RN",0.941,79.4828248521863,2378,36.2,5781.093,17324.332,622.245,572.371,10348.624,0.00358804181709421,8273.82,0.0359174021832415,0.0330385610250369,0.597346206479996,0.333697888034009,-5.772228339751e-08,0.470558377168601,0.529441622831399,7.94828248521863e-05,3.58804181709421e-09,94.1,7.77401507725073,"2006",2.87465471321407e-05
"6884",2407906,2010,"RN",0.925,318,NA,29.7,8487.797,11807.562,691.413,444.044,2184.31,0.00414793544177314,5452.09,0.0585567960600165,0.03760674726925,0.184992464998278,0.718844161055432,-1.69382976755728e-07,0.555802305794643,0.444197694205357,0.000318,4.14793544177314e-09,92.5,NA,"2010",3.27967985359099e-05
"6885",2407906,2014,"RN",0.597,120.2418912237,2240,27.18,12944.434,19129.551,533.889,2535.108,3116.119,0.00498761545241674,8794.62,0.0279091234289817,0.132523131358389,0.162895564041205,0.676672128896282,5.22751423259749e-08,0.502761434324938,0.497238565675062,0.0001202418912237,4.98761545241674e-09,59.7,7.71423114484909,"2014",3.96878004264057e-05
"6886",2407906,2018,"RN",0.313,323.2533650292,2127,24.66,16522.213,24697.794,945.672,686.219,6543.69,0.0054109813209636,11899.21,0.0382897355124105,0.0277846272424169,0.264950383827803,0.66897525341737,0,0.519964684931945,0.480035315068055,0.0003232533650292,5.4109813209636e-09,31.3,7.66246781520024,"2018",4.28276925784838e-05
"6887",2407906,2022,"RN",0.839,334.507808676187,NA,22.14,21099.553,31374.967,1227.171,986.605,8061.638,0.00963936467062043,15689.24,0.0391130610591559,0.0314456107635109,0.25694490770301,0.672496420474323,0,0.520790779126993,0.479209220873007,0.000334507808676187,9.63936467062043e-09,83.9,NA,"2022",9.02327320586646e-05
"6888",2408003,2002,"RN",0.713,98315.6439674565,218380,18.2,255776.922,1354250.301,34480.803,578828.943,485163.633,0.0381758458994251,6853.07,0.0254611743298405,0.427416514194299,0.3582525568883,0.188869754587561,1.11022302462516e-16,0.34734982671923,0.65265017328077,0.0983156439674565,3.81758458994251e-08,71.3,12.2939919435681,"2002",0.00031871022931143
"6889",2408003,2006,"RN",0.788,127330.138246679,229787,15.55,419828.787,2509675.168,76328.01,1087552.619,925965.752,0.0359808242794041,12066.45,0.0304135017046158,0.433343977287183,0.368958406971017,0.167284114037184,0,0.352826264620808,0.647173735379192,0.127330138246679,3.59808242794041e-08,78.8,12.3449080718654,"2006",0.000328434498060794
"6890",2408003,2010,"RN",0.695,130618,NA,12.9,720042.096,3975888.912,98080.492,1388216.128,1769550.196,0.0415954283313284,17078.35,0.0246688210286696,0.349158680920409,0.445070331482139,0.181102166568783,0,0.353405929894552,0.646594070105448,0.130618,4.15954283313284e-08,69.5,NA,"2010",0.000361373798763307
"6891",2408003,2014,"RN",0.371,134001.104445154,284288,11.9466666666667,1104403.321,5613718.671,133256.893,1729182.348,2646876.11,0.0500157256561692,21911.86,0.0237377219646567,0.308027966726016,0.471501381726437,0.196732929761025,-1.78135062256501e-10,0.356462106351731,0.643537893648269,0.134001104445154,5.00157256561692e-08,37.1,12.557743087814,"2014",0.000499818711242871
"6892",2408003,2018,"RN",0.066,140508.633873877,294076,10.9933333333333,1358309.263,5909686.282,178191.36,1199289.807,3173895.851,0.0542612316169716,22900.78,0.0301524229031825,0.202936289639072,0.537066723942217,0.229844563346315,1.69213643097521e-10,0.383361495525289,0.616638504474711,0.140508633873877,5.42612316169716e-08,6.6,12.5915935163159,"2018",0.000608638126686155
"6893",2408003,2022,"RN",0.17,134642.832661149,NA,10.04,1662917.536,6898481.153,184225.156,1285190.487,3766147.973,0.0966633902443123,26570.03,0.026705176387977,0.186300499848593,0.545938720346026,0.241055603272444,1.44959377834653e-10,0.391577932931847,0.608422067068153,0.134642832661149,9.66633902443123e-08,17,NA,"2022",0.00129468997803992
"6894",2408102,2002,"RN",0.259,300.159834341825,734505,10.7,851891.703,4182178.944,8250.575,904830.539,2417206.127,0.00053579035200276,6633.16,0.00197279339561421,0.216353855517857,0.577977690425673,0.203695660660856,0,0.422363015513081,0.577636984486919,0.000300159834341825,5.3579035200276e-10,25.9,13.5069520819248,"2002",2.82026880544073e-06
"6895",2408102,2006,"RN",0.511,180.520314071067,789896,9.3,1382005.91,6588496.169,10677.745,1000034.964,4195777.55,0.00050498366314659,9862.3,0.00162066497818434,0.151785011078148,0.636833875648566,0.209760448295102,0,0.4725981469855,0.5274018530145,0.000180520314071067,5.0498366314659e-10,51.1,13.5796565702075,"2006",2.76544221035208e-06
"6896",2408102,2010,"RN",0.308,NA,NA,7.9,2306695.52,11221667.053,11309.604,1851697.157,7051964.773,0.00058378350661992,16072.15,0.00100783635324276,0.165010880135226,0.628423989028861,0.205557294571784,-8.91133833391677e-11,0.464400117635734,0.535599882364266,NA,5.8378350661992e-10,30.8,NA,"2010",2.36208919083616e-06
"6897",2408102,2014,"RN",0.351,0,862044,7.48,3397134.788,16879339.593,14244.331,2914685.238,10553275.235,0.00070196069330309,22157.34,0.000843891487668584,0.172677682200833,0.625218491331055,0.201259934921199,5.92439430846525e-11,0.461222017389861,0.538777982610139,0,7.0196069330309e-10,35.1,13.6670615924267,"2014",1.56803857262714e-06
"6898",2408102,2018,"RN",0.19,0,877640,7.06,4287181.875,20107582.401,21776.806,2904888.814,12893734.907,0.00076154551924672,26630.9,0.00108301463426637,0.144467333569427,0.64123745211452,0.21321219973152,-4.97324403880839e-11,0.477516895498033,0.522483104501967,0,7.6154551924672e-10,19,13.6849917657559,"2018",2.12270367001227e-06
