Área colhida - soja
Sigla,Código,Brasil,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,16359441,18524769,21538990,22953324,22047349,20565279,21184802,21673538,21673538,23968663,24975258,27863606,30221463,32108943,33120819,33879379,34695590,35809707,37087168,39037068,40894968,
