percentage_votos_centrao,ibge,municipio,pib_per_capita,uf,taxa_analfabetismo,Year
0.1239734577228828,3200201,ALEGRE,2878.75,ES,16.5,2002
0.3249531960417224,3200300,ALFREDO CHAVES,2957.12,ES,11.8,2002
0.2396694214876033,3200359,ALTO RIO NOVO,2758.09,ES,21.5,2002
0.3872423127646283,3200409,ANCHIETA,35483.62,ES,9.8,2002
0.3872423127646283,3200409,ANCHIETA,35483.62,ES,10.3,2002
0.0298468040147913,3200508,APIACA,2846.17,ES,16.4,2002
0.2881598551021004,3200607,ARACRUZ,20518.12,ES,9.9,2002
0.0333587495234464,3200706,ATILIO VIVACQUA,5579.79,ES,13.5,2002
0.1233324439701173,3200805,BAIXO GUANDU,5559.35,ES,15.7,2002
0.0927385068873646,3200904,BARRA DE SAO FRANCISCO,3276.36,ES,19.5,2002
0.2002653525398028,3201001,BOA ESPERANCA,4128.71,ES,12.0,2002
0.2002653525398028,3201001,BOA ESPERANCA,4128.71,ES,18.3,2002
0.2002653525398028,3201001,BOA ESPERANCA,4128.71,ES,14.4,2002
0.1452145214521452,3201100,BOM JESUS DO NORTE,3553.8,ES,11.5,2002
0.0703845288958848,3201159,BREJETUBA,3399.82,ES,23.4,2002
0.0980384698289525,3201209,CACHOEIRO DE ITAPEMIRIM,6493.59,ES,8.4,2002
0.1994818280989837,3201308,CARIACICA,4794.82,ES,8.8,2002
0.2961589886957578,3201407,CASTELO,4106.81,ES,11.0,2002
0.0263613342806653,3201506,COLATINA,6382.29,ES,10.9,2002
0.144451207141408,3201605,CONCEICAO DA BARRA,6519.29,ES,21.1,2002
0.1001070663811563,3201704,CONCEICAO DO CASTELO,3824.19,ES,17.1,2002
0.0865260439087387,3201803,DIVINO DE SAO LOURENCO,2449.07,ES,20.5,2002
0.2002871500358937,3201902,DOMINGOS MARTINS,4370.08,ES,11.7,2002
0.0819892473118279,3202009,DORES DO RIO PRETO,3619.97,ES,18.5,2002
0.5002287491993778,3202108,ECOPORANGA,3313.03,ES,24.4,2002
0.4287562904385334,3202207,FUNDAO,5525.75,ES,12.9,2002
0.1574147501982553,3202256,GOVERNADOR LINDENBERG,2965.22,ES,,2002
0.0446271754750119,3202306,GUACUI,3376.9,ES,14.3,2002
0.1359176228845843,3202405,GUARAPARI,4717.41,ES,8.9,2002
0.1388427923442858,3202454,IBATIBA,2822.21,ES,22.3,2002
0.8476986221049546,3202504,IBIRACU,8900.62,ES,11.2,2002
0.4131082423038729,3202553,IBITIRAMA,2281.8,ES,23.7,2002
0.682040634732315,3202603,ICONHA,5028.31,ES,11.4,2002
0.1523976352091088,3202652,IRUPI,3212.23,ES,20.7,2002
0.2741810678359556,3202702,ITAGUACU,3757.28,ES,14.2,2002
0.2044648445649906,3202801,ITAPEMIRIM,4855.71,ES,13.1,2002
0.3000643915003219,3202900,ITARANA,3370.42,ES,13.0,2002
0.0603493912122816,3203007,IUNA,3076.35,ES,19.3,2002
0.1041416238662441,3203056,JAGUARE,14699.94,ES,17.1,2002
0.2381521306252489,3203106,JERONIMO MONTEIRO,3151.02,ES,15.5,2002
0.4725237061578887,3203130,JOAO NEIVA,6571.75,ES,11.2,2002
0.0713571190396799,3203163,LARANJA DA TERRA,2880.94,ES,15.6,2002
0.0241058251188892,3203205,LINHARES,7840.15,ES,13.4,2002
0.0950026487727353,3203304,MANTENOPOLIS,2930.39,ES,21.8,2002
0.116921768707483,3203320,MARATAIZES,3369.0,ES,11.7,2002
0.055166027252282,3203346,MARECHAL FLORIANO,4602.93,ES,11.5,2002
0.0306265313265663,3203353,MARILANDIA,3459.32,ES,13.3,2002
0.0707414164869796,3203403,MIMOSO DO SUL,3747.78,ES,16.3,2002
0.4168143833881995,3203502,MONTANHA,3802.6,ES,21.2,2002
0.501194131695667,3203601,MUCURICI,3658.86,ES,28.2,2002
0.1223667549211465,3203700,MUNIZ FREIRE,2799.22,ES,18.3,2002
0.32254724307533,3203809,MUQUI,2690.08,ES,13.9,2002
0.1612723496935622,3203908,NOVA VENECIA,4448.98,ES,15.4,2002
0.2298969072164948,3204005,PANCAS,2617.48,ES,18.4,2002
0.2216060792770589,3204054,PEDRO CANARIO,3938.72,ES,21.7,2002
0.4666066786642671,3204104,PINHEIROS,4289.13,ES,20.4,2002
0.4770328526832169,3204203,PIUMA,3269.25,ES,10.6,2002
0.2715846994535519,3204252,PONTO BELO,2921.19,ES,24.8,2002
0.3044908702089159,3204302,PRESIDENTE KENNEDY,16134.27,ES,23.2,2002
0.3044908702089159,3204302,PRESIDENTE KENNEDY,16134.27,ES,24.1,2002
0.1615124153498871,3204351,RIO BANANAL,3295.75,ES,14.4,2002
0.3883867013942086,3204401,RIO NOVO DO SUL,3701.42,ES,11.7,2002
0.2902155887230514,3204500,SANTA LEOPOLDINA,4060.56,ES,18.5,2002
0.351559934318555,3204609,SANTA TERESA,4685.91,ES,14.1,2002
0.0565400210241778,3204708,SAO GABRIEL DA PALHA,3815.83,ES,13.4,2002
0.109337293484314,3204807,SAO JOSE DO CALCADO,3287.42,ES,16.2,2002
0.0471198986562011,3204906,SAO MATEUS,4896.6,ES,13.7,2002
0.1695381231671554,3204955,SAO ROQUE DO CANAA,5111.45,ES,12.9,2002
0.2287174151618374,3205002,SERRA,12893.78,ES,7.5,2002
0.0105250423421243,3205010,SOORETAMA,4028.81,ES,18.4,2002
0.3033337558625935,3205036,VARGEM ALTA,4074.37,ES,14.7,2002
0.2289915966386554,3205069,VENDA NOVA DO IMIGRANTE,5414.0,ES,10.0,2002
0.18359757291055,3205101,VIANA,6284.08,ES,23.0,2002
0.18359757291055,3205101,VIANA,6284.08,ES,9.4,2002
0.2180397727272727,3205150,VILA PAVAO,3894.19,ES,19.2,2002
0.0133804983082128,3205176,VILA VALERIO,2721.72,ES,17.0,2002
0.2724556059996552,3205200,VILA VELHA,7482.82,ES,5.0,2002
0.346157749270232,3205309,VITORIA,23800.95,ES,4.1,2002
0.1541980227239191,3300100,ANGRA DOS REIS,17816.13,RJ,8.6,2002
0.3629379801386547,3300159,APERIBE,6989.45,RJ,13.8,2002
0.1890289608177172,3300209,ARARUAMA,6077.54,RJ,11.0,2002
0.4452128477024742,3300225,AREAL,8698.17,RJ,8.1,2002
0.3344983552631579,3300258,ARRAIAL DO CABO,10398.81,RJ,6.7,2002
0.1842862683459552,3300308,BARRA DO PIRAI,7263.12,RJ,6.2,2002
0.0528670099491836,3300407,BARRA MANSA,9137.91,RJ,5.8,2002
0.4524057011934629,3300456,BELFORD ROXO,4284.39,RJ,7.7,2002
0.1650775940764783,3300605,BOM JESUS DO ITABAPOANA,6309.14,RJ,12.7,2002
0.2973338816353106,3300704,CABO FRIO,18314.28,RJ,8.1,2002
0.2819366538737295,3300803,CACHOEIRAS DE MACACU,6671.63,RJ,13.5,2002
0.2234760210965289,3300902,CAMBUCI,5709.99,RJ,16.6,2002
0.4029304029304029,3300936,CARAPEBUS,35769.59,RJ,12.7,2002
0.1434038267875126,3300951,COMENDADOR LEVY GASPARIAN,10846.2,RJ,7.7,2002
0.2216968386922453,3301157,CARDOSO MOREIRA,4618.67,RJ,18.9,2002
0.219068255687974,3301207,CARMO,6196.66,RJ,11.4,2002
0.4720882150241213,3301306,CASIMIRO DE ABREU,19040.58,RJ,10.0,2002
0.1309696793567761,3301405,CONCEICAO DE MACABU,4673.85,RJ,11.5,2002
0.1260262725779967,3301504,CORDEIRO,5037.17,RJ,9.8,2002
0.2941890719861231,3301603,DUAS BARRAS,5349.78,RJ,17.1,2002
0.3468234716960562,3301702,DUQUE DE CAXIAS,10081.16,RJ,7.5,2002
0.1364838450040243,3301801,ENGENHEIRO PAULO DE FRONTIN,5514.84,RJ,8.6,2002
0.108150064683053,3301850,GUAPIMIRIM,7285.87,RJ,9.9,2002
0.2366318377381684,3301876,IGUABA GRANDE,5804.4,RJ,7.5,2002
0.3092881405456737,3301900,ITABORAI,5503.73,RJ,10.0,2002
0.2907609284584209,3302007,ITAGUAI,23090.26,RJ,8.0,2002
0.18550220676742,3302056,ITALVA,5120.91,RJ,17.3,2002
0.3094011837958336,3302106,ITAOCARA,5632.43,RJ,13.1,2002
0.1344095193414936,3302205,ITAPERUNA,6382.23,RJ,11.5,2002
0.2221965673824367,3302254,ITATIAIA,25851.51,RJ,7.4,2002
0.2436071080290389,3302270,JAPERI,3195.32,RJ,11.5,2002
0.4701754385964912,3302304,LAJE DO MURIAE,4897.67,RJ,17.6,2002
0.0884437596302003,3302403,MACAE,35237.83,RJ,7.1,2002
0.1986582990694654,3302452,MACUCO,7309.8,RJ,9.2,2002
0.4315098332088623,3302502,MAGE,4915.56,RJ,9.3,2002
0.3356364602710603,3302601,MANGARATIBA,32112.54,RJ,8.3,2002
0.2872817555662342,3302700,MARICA,5997.67,RJ,8.3,2002
0.1471609572970436,3302809,MENDES,5125.51,RJ,5.8,2002
0.2042590818657431,3302908,MIGUEL PEREIRA,6572.54,RJ,9.5,2002
0.5277757711478726,3303005,MIRACEMA,5129.91,RJ,14.1,2002
0.2035458574838049,3303104,NATIVIDADE,5503.23,RJ,24.8,2002
0.2035458574838049,3303104,NATIVIDADE,5503.23,RJ,13.4,2002
0.5013877892744365,3303203,NILOPOLIS,5071.72,RJ,3.4,2002
0.2450932953770842,3303302,NITEROI,11706.84,RJ,3.0,2002
0.1257719434414335,3303401,NOVA FRIBURGO,7962.16,RJ,6.6,2002
0.4985506815954382,3303500,NOVA IGUACU,5366.9,RJ,6.9,2002
0.112485147207675,3303609,PARACAMBI,5577.65,RJ,7.2,2002
0.1298347641465891,3303708,PARAIBA DO SUL,6268.05,RJ,10.5,2002
0.3921393193800926,3303906,PETROPOLIS,9661.07,RJ,6.0,2002
0.0822005779728138,3303955,PINHEIRAL,4196.34,RJ,6.9,2002
0.1318635317100397,3304003,PIRAI,16279.68,RJ,8.7,2002
0.2432044066578852,3304102,PORCIUNCULA,4914.25,RJ,15.6,2002
0.0818773552586502,3304110,PORTO REAL,71362.88,RJ,11.0,2002
0.0905877976190476,3304128,QUATIS,7001.19,RJ,9.8,2002
0.2526829963989018,3304144,QUEIMADOS,6157.14,RJ,8.7,2002
0.3209296418592837,3304151,QUISSAMA,101122.62,RJ,15.9,2002
0.1659577041711187,3304201,RESENDE,13685.81,RJ,6.0,2002
0.093391304347826,3304300,RIO BONITO,8791.01,RJ,11.2,2002
0.0458432407669989,3304409,RIO CLARO,5000.34,RJ,16.0,2002
0.0458432407669989,3304409,RIO CLARO,5000.34,RJ,4.7,2002
0.2460871659041656,3304508,RIO DAS FLORES,14404.61,RJ,10.2,2002
0.3885182809493265,3304524,RIO DAS OSTRAS,96695.03,RJ,10.1,2002
0.1699762684354497,3304557,RIO DE JANEIRO,15806.11,RJ,4.0,2002
0.0854404230705668,3304607,SANTA MARIA MADALENA,6318.29,RJ,17.6,2002
0.617579908675799,3304706,SANTO ANTONIO DE PADUA,5589.88,RJ,13.5,2002
0.1595949617189429,3304755,SAO FRANCISCO DE ITABAPOANA,4470.95,RJ,23.8,2002
0.0808581644815256,3304805,SAO FIDELIS,5830.63,RJ,13.9,2002
0.1726505542181683,3304904,SAO GONCALO,4998.7,RJ,5.3,2002
0.2454258299064306,3305000,SAO JOAO DA BARRA,6851.89,RJ,13.3,2002
0.2106415904881905,3305109,SAO JOAO DE MERITI,4918.89,RJ,5.4,2002
0.2913366930645548,3305133,SAO JOSE DE UBA,5525.47,RJ,18.9,2002
0.2935563418033666,3305158,SAO JOSE DO VALE DO RIO PRETO,10351.28,RJ,14.8,2002
0.228316086547507,3305208,SAO PEDRO DA ALDEIA,4915.22,RJ,8.8,2002
0.252698024842191,3305307,SAO SEBASTIAO DO ALTO,4931.58,RJ,17.2,2002
0.4746993813859734,3305505,SAQUAREMA,5199.88,RJ,11.6,2002
0.405715538663938,3305554,SEROPEDICA,7834.01,RJ,8.3,2002
0.3771304617291602,3305604,SILVA JARDIM,5024.05,RJ,18.1,2002
0.2391069499459849,3305703,SUMIDOURO,6525.9,RJ,19.3,2002
0.1806335654909009,3305752,TANGUA,8640.07,RJ,14.4,2002
0.155500184569952,3305802,TERESOPOLIS,7800.95,RJ,9.4,2002
0.0733954115385575,3306008,TRES RIOS,8357.07,RJ,6.9,2002
0.3199491178585255,3306206,VASSOURAS,7279.62,RJ,9.6,2002
0.056895447546635,3306305,VOLTA REDONDA,17658.13,RJ,4.6,2002
0.0899555555555555,3500105,ADAMANTINA,8290.18,SP,9.2,2002
0.0991649269311064,3500204,ADOLFO,7169.31,SP,14.9,2002
0.1439975899984937,3500303,AGUAI,8173.73,SP,9.2,2002
0.0806321993035092,3500402,AGUAS DA PRATA,4823.07,SP,8.1,2002
0.2030700351774864,3500501,AGUAS DE LINDOIA,6578.99,SP,9.2,2002
0.2863599013968775,3500550,AGUAS DE SANTA BARBARA,7993.43,SP,7.5,2002
0.2913128674069236,3500600,AGUAS DE SAO PEDRO,19523.49,SP,2.5,2002
0.1845625230089581,3500709,AGUDOS,15197.01,SP,7.5,2002
0.2240379546652609,3500758,ALAMBARI,5799.72,SP,9.3,2002
0.4205827067669173,3500808,ALFREDO MARCONDES,3973.3,SP,10.4,2002
0.1494845360824742,3500907,ALTAIR,11418.28,SP,12.8,2002
0.0396805273833671,3501004,ALTINOPOLIS,8692.58,SP,8.7,2002
0.1323729582577132,3501152,ALUMINIO,35775.53,SP,6.1,2002
0.3035219628017412,3501202,ALVARES FLORENCE,8401.87,SP,12.5,2002
0.3195025313669381,3501301,ALVARES MACHADO,4644.54,SP,10.2,2002
0.3180677540777917,3501400,ALVARO DE CARVALHO,3262.15,SP,19.4,2002
0.3297370195549561,3501509,ALVINLANDIA,3996.04,SP,11.8,2002
0.1598036697771309,3501608,AMERICANA,16322.06,SP,4.1,2002
0.1466182478438493,3501707,AMERICO BRASILIENSE,5168.14,SP,9.7,2002
0.3843669250645994,3501806,AMERICO DE CAMPOS,4240.94,SP,10.8,2002
0.0414555504375863,3502002,ANALANDIA,15025.05,SP,6.5,2002
0.1377156214734805,3502101,ANDRADINA,11305.91,SP,9.5,2002
0.3347845501227953,3502200,ANGATUBA,7944.28,SP,9.2,2002
0.3305160142348754,3502309,ANHEMBI,8333.62,SP,8.2,2002
0.2451219512195122,3502408,ANHUMAS,6027.84,SP,20.8,2002
0.0815161839863713,3502705,APIAI,5941.22,SP,9.7,2002
0.3196410079392475,3502754,ARACARIGUAMA,18796.14,SP,10.0,2002
0.1850607268014017,3502804,ARACATUBA,8831.6,SP,6.2,2002
0.1040866224240307,3502903,ARACOIABA DA SERRA,4834.42,SP,7.4,2002
0.0604054613156805,3503000,ARAMINA,8923.71,SP,10.9,2002
0.4153225806451613,3503109,ARANDU,4258.9,SP,10.4,2002
0.1760057471264367,3503158,ARAPEI,3000.34,SP,15.3,2002
0.0486902619476104,3503208,ARARAQUARA,11714.14,SP,4.8,2002
0.0883345071727768,3503307,ARARAS,13210.01,SP,5.8,2002
0.0659614187927815,3503406,AREALVA,5424.41,SP,8.8,2002
0.1973070947695494,3503505,AREIAS,4294.49,SP,11.9,2002
0.5328628142920159,3503604,AREIOPOLIS,4573.15,SP,14.0,2002
0.0800203873598369,3503703,ARIRANHA,17745.8,SP,10.7,2002
0.0662783691504318,3503802,ARTUR NOGUEIRA,6089.39,SP,8.1,2002
0.5191251166165647,3503901,ARUJA,8664.67,SP,7.6,2002
0.125114995400184,3503950,ASPASIA,5197.99,SP,16.6,2002
0.1769719084274717,3504008,ASSIS,7858.78,SP,6.2,2002
0.1826370094722598,3504107,ATIBAIA,9263.19,SP,7.2,2002
0.0306616460462614,3504206,AURIFLAMA,5232.76,SP,11.1,2002
0.1746402178140801,3504305,AVAI,15255.14,SP,9.2,2002
0.4054054054054054,3504404,AVANHANDAVA,5883.69,SP,12.6,2002
0.1246052253804191,3504503,AVARE,6405.73,SP,6.7,2002
0.0989583333333333,3504701,BALBINOS,5504.58,SP,12.7,2002
0.0734284204965663,3504800,BALSAMO,6313.52,SP,11.1,2002
0.0994798439531859,3504909,BANANAL,5109.01,SP,9.9,2002
0.1865781710914454,3505005,BARAO DE ANTONINA,5440.68,SP,13.4,2002
0.4359932088285229,3505104,BARBOSA,4816.09,SP,11.7,2002
0.278137128072445,3505203,BARIRI,7915.07,SP,9.9,2002
0.0137093615354484,3505351,BARRA DO CHAPEU,2811.26,SP,19.3,2002
0.0710382513661202,3505401,BARRA DO TURVO,2454.45,SP,20.4,2002
0.4127437925902718,3505500,BARRETOS,10100.17,SP,5.8,2002
0.047967636293585,3505609,BARRINHA,4347.17,SP,10.9,2002
0.1088170240091327,3505708,BARUERI,47867.1,SP,5.8,2002
0.3370910920986412,3505807,BASTOS,14188.57,SP,10.4,2002
0.0293648521532861,3505906,BATATAIS,10483.09,SP,7.1,2002
0.0485304078732418,3506003,BAURU,8708.24,SP,5.0,2002
0.0621456112497164,3506102,BEBEDOURO,11848.22,SP,7.5,2002
0.3526850507982583,3506201,BENTO DE ABREU,15245.91,SP,13.0,2002
0.2967741935483871,3506300,BERNARDINO DE CAMPOS,5440.2,SP,10.0,2002
0.3841165853332442,3506359,BERTIOGA,7385.26,SP,7.1,2002
0.1243718592964824,3506409,BILAC,9130.5,SP,11.1,2002
0.2564475201845444,3506508,BIRIGUI,7006.21,SP,6.7,2002
0.413868018466552,3506607,BIRITIBA MIRIM,6705.2,SP,,2002
0.0627249357326478,3506706,BOA ESPERANCA DO SUL,9604.99,SP,14.5,2002
0.3757159221076747,3506904,BOFETE,5903.3,SP,9.9,2002
0.4255858529648179,3507001,BOITUVA,10904.26,SP,7.0,2002
0.4337913803872579,3507100,BOM JESUS DOS PERDOES,5366.21,SP,10.1,2002
0.0793854033290653,3507159,BOM SUCESSO DE ITARARE,4738.41,SP,15.1,2002
0.6566091954022989,3507209,BORA,10090.66,SP,14.2,2002
0.0870556061987238,3507308,BORACEIA,21712.53,SP,11.9,2002
0.6952789699570815,3507456,BOREBI,10584.24,SP,18.1,2002
0.3782843360154999,3507506,BOTUCATU,9796.62,SP,5.7,2002
0.2302977680167526,3507605,BRAGANCA PAULISTA,10124.29,SP,7.1,2002
0.6019793459552496,3507704,BRAUNA,7032.24,SP,11.5,2002
0.3197767145135566,3507753,BREJO ALEGRE,5618.33,SP,16.2,2002
0.0292607189776663,3507803,BRODOWSKI,6019.56,SP,8.1,2002
0.4453567069788084,3507902,BROTAS,10129.73,SP,8.2,2002
0.107472712006717,3508009,BURI,4069.95,SP,12.6,2002
0.1054239877769289,3508108,BURITAMA,14070.24,SP,11.8,2002
0.0484054669703872,3508207,BURITIZAL,11242.43,SP,11.2,2002
0.2209720972097209,3508306,CABRALIA PAULISTA,8814.78,SP,10.8,2002
0.134892872759073,3508405,CABREUVA,14640.75,SP,7.5,2002
0.1375823384108686,3508504,CACAPAVA,14411.5,SP,5.5,2002
0.2328026873083102,3508603,CACHOEIRA PAULISTA,4462.02,SP,6.2,2002
0.12882589061716,3508702,CACONDE,5240.69,SP,10.7,2002
0.5819128787878788,3508900,CAIABU,6040.1,SP,16.8,2002
0.1633015006821282,3509007,CAIEIRAS,8300.84,SP,5.4,2002
0.1302417365564874,3509106,CAIUA,5540.15,SP,14.3,2002
0.0756794655008867,3509205,CAJAMAR,32326.34,SP,7.8,2002
0.0507746716066015,3509254,CAJATI,14468.52,SP,14.1,2002
0.4400084495141529,3509304,CAJOBI,6442.38,SP,9.6,2002
0.0166513433445704,3509403,CAJURU,6431.94,SP,8.3,2002
0.3975747076656561,3509452,CAMPINA DO MONTE ALEGRE,13875.87,SP,13.1,2002
0.0871797215367272,3509502,CAMPINAS,14655.6,SP,4.5,2002
0.0476489618996764,3509601,CAMPO LIMPO PAULISTA,7762.73,SP,6.2,2002
0.1929104870095719,3509700,CAMPOS DO JORDAO,7246.16,SP,6.7,2002
0.0860430215107553,3509809,CAMPOS NOVOS PAULISTA,9038.27,SP,11.1,2002
0.0357661583151779,3509908,CANANEIA,5636.63,SP,10.1,2002
0.1058758314855875,3509957,CANAS,3760.61,SP,7.1,2002
0.1734138522329083,3510005,CANDIDO MOTA,9301.67,SP,9.9,2002
0.0262390670553935,3510104,CANDIDO RODRIGUES,9300.2,SP,11.2,2002
0.2853828306264501,3510153,CANITAR,4178.95,SP,12.8,2002
0.1497998856489422,3510203,CAPAO BONITO,4971.0,SP,10.9,2002
0.127570743776094,3510302,CAPELA DO ALTO,4675.54,SP,10.4,2002
0.233002715132709,3510401,CAPIVARI,10127.73,SP,6.8,2002
0.1819121599669197,3510500,CARAGUATATUBA,5781.23,SP,7.1,2002
0.0457222837814194,3510609,CARAPICUIBA,3416.7,SP,6.0,2002
0.1988883098836199,3510708,CARDOSO,4579.15,SP,14.5,2002
0.188409475465313,3510807,CASA BRANCA,9104.14,SP,6.3,2002
0.0378440366972477,3510906,CASSIA DOS COQUEIROS,12139.91,SP,10.7,2002
0.2103351955307262,3511003,CASTILHO,7874.75,SP,14.4,2002
0.129737725891572,3511102,CATANDUVA,14026.37,SP,7.3,2002
0.2320947765212708,3511201,CATIGUA,7743.77,SP,12.6,2002
0.2824652534044644,3511409,CERQUEIRA CESAR,7963.51,SP,8.4,2002
0.3370010063737001,3511508,CERQUILHO,13395.64,SP,5.0,2002
0.2089679958925209,3511607,CESARIO LANGE,5387.19,SP,8.8,2002
0.4825013564839935,3511706,CHARQUEADA,5195.6,SP,10.6,2002
0.2469181920059768,3511904,CLEMENTINA,6470.6,SP,11.9,2002
0.1080405151931974,3512001,COLINA,16146.73,SP,8.7,2002
0.2828580793182563,3512100,COLOMBIA,12778.0,SP,11.4,2002
0.0320921816969812,3512209,CONCHAL,8263.76,SP,11.9,2002
0.32822309826252,3512308,CONCHAS,5727.27,SP,6.9,2002
0.0613191144082531,3512407,CORDEIROPOLIS,24014.86,SP,6.0,2002
0.1749651000465332,3512506,COROADOS,7267.06,SP,11.4,2002
0.2995487677889621,3512605,CORONEL MACEDO,5265.89,SP,13.7,2002
0.0496031746031746,3512704,CORUMBATAI,9999.41,SP,8.2,2002
0.0149521269619201,3512803,COSMOPOLIS,8716.19,SP,7.4,2002
0.3646209386281588,3512902,COSMORAMA,5710.78,SP,13.2,2002
0.1725275419047318,3513009,COTIA,13732.98,SP,6.4,2002
0.1224074508883149,3513108,CRAVINHOS,6843.56,SP,7.8,2002
0.020291693088142,3513207,CRISTAIS PAULISTA,7741.0,SP,11.2,2002
0.4204678362573099,3513306,CRUZALIA,8897.33,SP,9.8,2002
0.166317051243632,3513405,CRUZEIRO,7985.26,SP,4.5,2002
0.0904095077299963,3513504,CUBATAO,47026.46,SP,8.1,2002
0.1127902321857486,3513603,CUNHA,2403.21,SP,12.8,2002
0.0735614417199466,3513702,DESCALVADO,13120.67,SP,8.2,2002
0.0894246952907022,3513801,DIADEMA,11675.59,SP,6.4,2002
0.309217046580773,3513850,DIRCE REIS,5896.99,SP,20.3,2002
0.1209353306540007,3513900,DIVINOLANDIA,5431.12,SP,7.5,2002
0.0325762104004781,3514007,DOBRADA,6354.85,SP,16.9,2002
0.0381537316210683,3514106,DOIS CORREGOS,8764.98,SP,10.4,2002
0.3253311258278146,3514205,DOLCINOPOLIS,4010.58,SP,18.8,2002
0.1611124430592184,3514304,DOURADO,6586.0,SP,11.3,2002
0.1204689262765487,3514403,DRACENA,6724.59,SP,8.4,2002
0.4808277541083384,3514502,DUARTINA,5018.95,SP,11.0,2002
0.0209834011901033,3514601,DUMONT,6741.85,SP,9.3,2002
0.2701406649616368,3514700,ECHAPORA,7591.32,SP,12.3,2002
0.2547646196448933,3514908,ELIAS FAUSTO,12100.1,SP,10.7,2002
0.5619314205738278,3514924,ELISIARIO,8065.54,SP,10.2,2002
0.3842465753424657,3514957,EMBAUBA,8145.38,SP,10.5,2002
0.4347258485639687,3515129,EMILIANOPOLIS,4876.51,SP,16.8,2002
0.1497168742921857,3515152,ENGENHEIRO COELHO,9888.73,SP,12.0,2002
0.0753245446311764,3515186,ESPIRITO SANTO DO PINHAL,8231.24,SP,8.5,2002
0.6363636363636364,3515194,ESPIRITO SANTO DO TURVO,6545.42,SP,10.8,2002
0.476423487544484,3515350,EUCLIDES DA CUNHA PAULISTA,3305.56,SP,15.9,2002
0.2314544189283228,3515400,FARTURA,5575.27,SP,9.4,2002
0.431310009206892,3515509,FERNANDOPOLIS,9087.46,SP,9.0,2002
0.0480916030534351,3515608,FERNANDO PRESTES,9178.73,SP,10.6,2002
0.1637426900584795,3515657,FERNAO,9263.73,SP,13.2,2002
0.1868236563005572,3515707,FERRAZ DE VASCONCELOS,3443.2,SP,7.1,2002
0.4730737365368683,3515806,FLORA RICA,7345.81,SP,14.2,2002
0.2225368063420158,3515905,FLOREAL,5801.99,SP,10.5,2002
0.4044418468731736,3516002,FLORIDA PAULISTA,8890.1,SP,16.4,2002
0.3518971848225214,3516101,FLORINEA,16006.46,SP,,2002
0.0161429643580339,3516200,FRANCA,7012.57,SP,5.4,2002
0.1515800291170677,3516309,FRANCISCO MORATO,2204.77,SP,10.1,2002
0.2008561300247475,3516408,FRANCO DA ROCHA,5797.73,SP,7.2,2002
0.0718861209964412,3516507,GABRIEL MONTEIRO,7630.05,SP,13.2,2002
0.3393437777120898,3516606,GALIA,4310.19,SP,12.5,2002
0.1268205847448484,3516705,GARCA,6442.86,SP,10.1,2002
0.4319148936170213,3516804,GASTAO VIDIGAL,5280.94,SP,11.2,2002
0.1561074505828687,3516853,GAVIAO PEIXOTO,27422.51,SP,12.1,2002
0.2798455056179775,3516903,GENERAL SALGADO,7366.47,SP,12.9,2002
0.1360922380070002,3517000,GETULINA,5454.91,SP,12.7,2002
0.5150429799426934,3517109,GLICERIO,7061.04,SP,10.9,2002
0.0878342947037231,3517208,GUAICARA,4976.41,SP,9.2,2002
0.115032679738562,3517307,GUAIMBE,4070.52,SP,11.7,2002
0.0717367853290183,3517505,GUAPIACU,17330.27,SP,8.9,2002
0.0845286885245901,3517604,GUAPIARA,3645.28,SP,15.8,2002
0.0877454921327667,3517703,GUARA,7777.41,SP,12.7,2002
0.2736520854526958,3517802,GUARACAI,8052.79,SP,11.8,2002
0.2233727810650887,3518107,GUARANTA,5959.72,SP,13.1,2002
0.3395085066162571,3518206,GUARARAPES,14056.64,SP,9.3,2002
0.6265311677706197,3518305,GUARAREMA,17653.75,SP,11.2,2002
0.0963893365938605,3518404,GUARATINGUETA,11024.46,SP,4.0,2002
0.2312113174182139,3518503,GUAREI,4500.87,SP,11.9,2002
0.0493322257013227,3518602,GUARIBA,7616.26,SP,13.9,2002
0.105502354788069,3518701,GUARUJA,6916.81,SP,7.8,2002
0.2754259132417328,3518800,GUARULHOS,10888.56,SP,5.7,2002
0.13399209486166,3518859,GUATAPARA,14362.41,SP,12.5,2002
0.03782405439864,3518909,GUZOLANDIA,5044.09,SP,15.9,2002
0.3367425210943492,3519006,HERCULANDIA,5718.24,SP,12.3,2002
0.0978993261989694,3519055,HOLAMBRA,28822.14,SP,7.9,2002
0.0467658617789905,3519071,HORTOLANDIA,9894.53,SP,7.0,2002
0.2181818181818181,3519105,IACANGA,6697.85,SP,10.6,2002
0.1935185185185185,3519204,IACRI,6561.66,SP,14.8,2002
0.2105263157894736,3519253,IARAS,6870.42,SP,9.0,2002
0.038185729652205,3519303,IBATE,5529.44,SP,9.8,2002
0.0566280566280566,3519402,IBIRA,6575.17,SP,10.4,2002
0.2910326966655875,3519501,IBIRAREMA,11569.71,SP,9.5,2002
0.0285353864891904,3519600,IBITINGA,7589.08,SP,7.8,2002
0.1443996114473585,3519709,IBIUNA,5469.9,SP,11.9,2002
0.1089644513137557,3519808,ICEM,8508.0,SP,10.2,2002
0.3326231691078561,3519907,IEPE,7350.51,SP,13.1,2002
0.5898264401772526,3520004,IGARACU DO TIETE,3777.37,SP,11.9,2002
