QT_VOTOS_NOMINAIS,NM_MUNICIPIO,SG_UF
0.4975943138326955,GUAJARÁ-MIRIM,RO
0.30032941128551865,PORTO VELHO,RO
0.4230128157641307,JI-PARANÁ,RO
0.4800180392701034,ARIQUEMES,RO
0.6336936889773055,CACOAL,RO
0.293495833851511,PIMENTA BUENO,RO
0.7297331279665545,VILHENA,RO
0.5258418799967698,JARU,RO
0.65081446366433,OURO PRETO DO OESTE,RO
0.486568817502077,PRESIDENTE MÉDICI,RO
0.4797824116047144,COSTA MARQUES,RO
0.6666299316729116,COLORADO DO OESTE,RO
0.3741591928251121,ESPIGÃO DO OESTE,RO
0.8341210893540401,CEREJEIRAS,RO
0.5589819099705511,ROLIM DE MOURA,RO
0.5423929331966243,ALTA FLORESTA DO OESTE,RO
0.5627462686567164,ALVORADA DO OESTE,RO
0.36789973721447344,SANTA LUZIA DO OESTE,RO
0.6225059856344772,NOVA BRASILÂNDIA DO OESTE,RO
0.7276198212835093,MACHADINHO DO OESTE,RO
0.3028225004969191,SÃO MIGUEL DO GUAPORÉ,RO
0.5756715440052413,NOVA MAMORÉ,RO
0.6508807392434306,CABIXI,RO
0.6410450178128037,CANDEIAS DO JAMARI,RO
0.5539944903581268,ITAPUÃ DO OESTE,RO
0.4043881218082088,NOVO HORIZONTE DO OESTE,RO
0.5119396732299958,CASTANHEIRAS,RO
0.6740403383214053,VALE DO PARAÍSO,RO
0.5438568962811863,URUPÁ,RO
0.6578091106290672,MIRANTE DA SERRA,RO
0.4632255936675462,SERINGUEIRAS,RO
0.6266423357664234,THEOBROMA,RO
0.6166838311019568,MINISTRO ANDREAZZA,RO
0.7106043752317389,GOVERNADOR JORGE TEIXEIRA,RO
0.6713313161875946,CACAULÂNDIA,RO
0.7149865485045102,ALTO PARAÍSO,RO
0.7038123167155426,RIO CRESPO,RO
0.7577215189873417,CORUMBIARA,RO
0.5504928398735355,MONTE NEGRO,RO
0.7028702640642939,CAMPO NOVO DE RONDÔNIA,RO
0.3630683790350573,CUJUBIM,RO
0.5505037458021184,VALE DO ANARI,RO
0.469447138700291,PARECIS,RO
0.5489432703003337,SÃO FELIPE DO OESTE,RO
0.6114416475972541,PRIMAVERA DE RONDÔNIA,RO
0.3681251098225268,ALTO ALEGRE DOS PARECIS,RO
0.5339702760084926,NOVA UNIÃO,RO
0.4897815362931642,TEIXEIRÓPOLIS,RO
0.6317813927398028,BURITIS,RO
0.8451151707704527,PIMENTEIRAS DO OESTE,RO
0.48876063183475094,SÃO FRANCISCO DO GUAPORÉ,RO
0.7197253433208489,CHUPINGUAIA,RO
0.4321993291806421,BUJARI,AC
0.29060798548094374,CAPIXABA,AC
0.5516678012253233,PORTO ACRE,AC
0.21462639109697934,SANTA ROSA DO PURUS,AC
0.5598559855985599,MARECHAL THAUMATURGO,AC
0.33103808033385496,BRASILÉIA,AC
0.5076974564926372,PORTO WALTER,AC
0.6115426143290028,CRUZEIRO DO SUL,AC
0.5795101088646968,RODRIGUES ALVES,AC
0.5809271109723739,MÂNCIO LIMA,AC
0.40059494298463066,JORDÃO,AC
0.3621364177581221,EPITACIOLÂNDIA,AC
0.2912984364377974,ACRELÂNDIA,AC
0.4155522535908866,FEIJÓ,AC
0.45277520457001696,RIO BRANCO,AC
0.21453197163858714,SENA MADUREIRA,AC
0.5852958554908415,TARAUACÁ,AC
0.3409554325662686,XAPURI,AC
0.378105313205753,PLÁCIDO DE CASTRO,AC
0.27879557409758754,SENADOR GUIOMARD,AC
0.3023255813953488,MANOEL URBANO,AC
0.2011605415860735,ASSIS BRASIL,AC
0.654699621143785,APUÍ,AM
0.759899434318039,NOVO AIRÃO,AM
0.8399871216999356,GUAJARÁ,AM
0.8724209078404401,ANORI,AM
0.8449038362645274,CAREIRO DA VÁRZEA,AM
0.9308233853688399,ATALAIA DO NORTE,AM
0.8064905781929457,AUTAZES,AM
0.743427756266558,BARCELOS,AM
0.8962038481539262,BARREIRINHA,AM
0.8875462169717738,BENJAMIN CONSTANT,AM
0.8906773977196513,BOCA DO ACRE,AM
0.8282055842077183,BORBA,AM
0.9396042148547931,CANUTAMA,AM
0.8494921514312096,CARAUARI,AM
0.8245870612525809,CAREIRO,AM
0.8550303572093716,COARI,AM
0.8915820895522388,CODAJÁS,AM
0.7672413793103449,EIRUNEPÉ,AM
0.9479437792816241,ENVIRA,AM
0.9533324738945469,FONTE BOA,AM
0.7562638056169139,HUMAITÁ,AM
0.8210262828535669,SANTA ISABEL DO RIO NEGRO,AM
0.7876042908224077,IPIXUNA,AM
0.7117018010642653,ITACOATIARA,AM
0.8687399954264807,ITAPIRANGA,AM
0.8958437656484727,JAPURÁ,AM
0.9655280476339705,JURUÁ,AM
0.8107129241326725,JUTAÍ,AM
0.9605439892545332,LÁBREA,AM
0.816910585404972,MANACAPURU,AM
0.6095381829865777,MANAUS,AM
0.621401412275937,MANICORÉ,AM
0.96073496098666,MARAÃ,AM
0.8680618231046932,MAUÉS,AM
0.9379356568364611,NHAMUNDÁ,AM
0.7986953536278325,NOVA OLINDA DO NORTE,AM
0.8200810726535703,NOVO ARIPUANÃ,AM
0.39573308455268585,PARINTINS,AM
0.848823294774631,PAUINI,AM
0.7289746965043148,SANTO ANTÔNIO DO IÇÁ,AM
0.7802977436613165,SÃO PAULO DE OLIVENÇA,AM
0.6329351136097446,SILVES,AM
0.8910108659861705,TAPAUÁ,AM
0.8372647017609417,TEFÉ,AM
0.6208544326367591,SÃO GABRIEL DA CACHOEIRA,AM
0.79203125,URUCARÁ,AM
0.6291966426858513,URUCURITUBA,AM
0.9102564102564102,ALVARÃES,AM
0.8761359811511276,AMATURÁ,AM
0.9185532136351808,ANAMÃ,AM
0.846028880866426,BERURI,AM
0.7975775676124108,BOA VISTA DO RAMOS,AM
0.8920495988329686,CAAPIRANGA,AM
0.32390381895332393,CAROEBE,RR
0.30593947903412166,BOA VISTA,RR
0.5344644750795334,IRACEMA,RR
0.5286116897439039,CARACARAÍ,RR
0.27823379564109824,AMAJARI,RR
0.47639956092206365,ALTO ALEGRE,RR
0.3170731707317073,CANTÁ,RR
0.5051158905825851,BONFIM,RR
0.44904791797447163,RORAINÓPOLIS,RR
0.621691748832382,MUCAJAÍ,RR
0.10551724137931034,UIRAMUTÃ,RR
0.2536764705882353,NORMANDIA,RR
0.2008611410118407,PACARAIMA,RR
0.26679676609980485,SÃO JOÃO DA BALIZA,RR
0.2534118276692534,SÃO LUIZ,RR
0.3414942699806519,GOIANÉSIA DO PARÁ,PA
0.11288435578221089,ABAETETUBA,PA
0.5062954199763393,TAILÂNDIA,PA
0.32423315642709366,ACARÁ,PA
0.7538080731150039,BOM JESUS DO TOCANTINS,PA
0.12260102032553243,AFUÁ,PA
0.2085544125609096,SÃO JOÃO DE PIRABAS,PA
0.3231059924419651,ALENQUER,PA
0.7063754687844694,TUCUMÃ,PA
0.2874429223744292,ALMEIRIM,PA
0.44015764364239784,MÃE DO RIO,PA
0.3514443607133886,ALTAMIRA,PA
0.6654825941337663,ELDORADO DOS CARAJÁS,PA
0.28876050420168065,ANAJÁS,PA
0.25228650703935873,SANTA LUZIA DO PARÁ,PA
0.17287773743933016,ANANINDEUA,PA
0.8144607110845533,PALESTINA DO PARÁ,PA
0.3000946670874093,AUGUSTO CORRÊA,PA
0.12917696603497208,IPIXUNA DO PARÁ,PA
0.21263193735103847,AVEIRO,PA
0.41021750126454226,JACAREACANGA,PA
0.17964268152761842,BAGRE,PA
0.3795038025183892,BRASIL NOVO,PA
0.297200386153634,BAIÃO,PA
0.15899097431150197,SANTA BÁRBARA DO PARÁ,PA
0.41249278374321674,BARCARENA,PA
0.8621685008118347,ÁGUA AZUL DO NORTE,PA
0.15187205833908693,BELÉM,PA
0.3600151028884274,TRAIRÃO,PA
0.32629001541670444,BENEVIDES,PA
0.7295313382269905,PAU D ARCO,PA
0.18213956347986474,BONITO,PA
0.5299988658273789,ULIANÓPOLIS,PA
0.5518132016913495,BRAGANÇA,PA
0.40749673399658326,AURORA DO PARÁ,PA
0.43498833503105183,BREVES,PA
0.2741841491841492,TERRA SANTA,PA
0.2547432784821509,BUJARU,PA
0.38458965209634255,NOVO PROGRESSO,PA
0.2104567185433832,CACHOEIRA DO ARARI,PA
0.3203383596910629,VITÓRIA DO XINGU,PA
0.328017851311636,CAMETÁ,PA
0.6586116910229645,NOVO REPARTIMENTO,PA
0.23754505961733988,CAPANEMA,PA
0.5200442535467916,BREU BRANCO,PA
0.4567029303386559,CAPITÃO POÇO,PA
0.43293347873500543,SÃO DOMINGOS DO ARAGUAIA,PA
0.2590365796410645,CASTANHAL,PA
0.4032755755993354,NOVA ESPERANÇA DO PIRIÁ,PA
0.4154699738903394,CHAVES,PA
0.7019490254872564,ABEL FIGUEIREDO,PA
0.38673451482716265,COLARES,PA
0.7081387591727819,CUMARU DO NORTE,PA
0.5442302614206496,CONCEIÇÃO DO ARAGUAIA,PA
0.28777589134125636,TERRA ALTA,PA
0.33612819079560274,CURRALINHO,PA
0.5140718562874251,FLORESTA DO ARAGUAIA,PA
0.47653637726276954,CURUÇÁ,PA
0.3125,BANNACH,PA
0.36977236633139227,FARO,PA
0.35062177737336975,NOVA IPIXUNA,PA
0.45166666666666666,GURUPÁ,PA
0.36181575433911883,PLACAS,PA
0.19834992887624467,IGARAPÉ-AÇU,PA
0.11622977977002534,MARITUBA,PA
0.23314616418064693,IGARAPÉ-MIRI,PA
0.3027225901398087,TRACUATEUA,PA
0.1460794844253491,INHANGAPI,PA
0.3532420091324201,QUATIPURU,PA
0.3585848217340724,IRITUIA,PA
0.6856015417087272,CANAÃ DOS CARAJÁS,PA
0.19042866531973418,ITAITUBA,PA
0.6110883517684009,ANAPU,PA
0.35523012552301253,ITUPIRANGA,PA
0.4261517615176152,CURUÁ,PA
0.38947907930295406,JACUNDÁ,PA
0.5430393198724761,CACHOEIRA DO PIRIÁ,PA
0.12230959077082018,JURUTI,PA
0.6727413726250485,PIÇARRA,PA
0.3104983730090769,LIMOEIRO DO AJURU,PA
0.2040861647790362,BELTERRA,PA
