,CodMun,UF,Municípios,Pessoal ocupado,Pop,Mreh0116,Empregado_mun,percent_empregado_mun
0,1100015.0,RO,Alta Floresta D'Oeste ,3706,22516.0,1352,1352.0,0.36481381543443064
1,1100023.0,RO,Ariquemes ,24810,111148.0,2774,2774.0,0.11180975413139863
2,1100031.0,RO,Cabixi ,805,5067.0,336,336.0,0.41739130434782606
3,1100049.0,RO,Cacoal ,23243,86416.0,2036,2036.0,0.08759626554231381
4,1100056.0,RO,Cerejeiras ,3556,16088.0,635,635.0,0.17857142857142858
5,1100064.0,RO,Colorado do Oeste ,3405,15213.0,586,586.0,0.17209985315712187
6,1100072.0,RO,Corumbiara ,1247,7052.0,395,395.0,0.31676022453889335
7,1100080.0,RO,Costa Marques ,1342,19255.0,556,556.0,0.4143070044709389
8,1100098.0,RO,Espigão D'Oeste ,6258,33009.0,903,903.0,0.14429530201342283
9,1100106.0,RO,Guajará,6348,46930.0,834,834.0,0.13137996219281664
10,1100114.0,RO,Jaru ,12999,51469.0,1686,1686.0,0.12970228479113777
11,1100122.0,RO,Ji,37413,131026.0,3123,3123.0,0.0834736588886216
12,1100130.0,RO,Machadinho D'Oeste ,4156,41724.0,1022,1022.0,0.24590952839268526
13,1100148.0,RO,Nova Brasilândia D'Oeste ,2458,20504.0,689,689.0,0.2803091944670464
14,1100155.0,RO,Ouro Preto do Oeste ,7591,35445.0,1319,1319.0,0.17375839810301674
15,1100189.0,RO,Pimenta Bueno ,11646,37098.0,1239,1239.0,0.10638845955692942
16,1100205.0,RO,Porto Velho ,187551,548952.0,13871,13871.0,0.0739585499410827
17,1100254.0,RO,Presidente Médici ,3651,18165.0,808,808.0,0.2213092303478499
18,1100262.0,RO,Rio Crespo ,575,3843.0,307,307.0,0.5339130434782609
19,1100288.0,RO,Rolim de Moura ,14645,55748.0,1602,1602.0,0.10938886992147491
20,1100296.0,RO,Santa Luzia D'Oeste ,922,5942.0,359,359.0,0.3893709327548807
21,1100304.0,RO,Vilhena ,32084,104517.0,3065,3065.0,0.09553048248348087
22,1100320.0,RO,São Miguel do Guaporé ,4218,23147.0,963,963.0,0.2283072546230441
23,1100338.0,RO,Nova Mamoré ,2702,32184.0,1100,1100.0,0.4071058475203553
24,1100346.0,RO,Alvorada D'Oeste ,1762,13807.0,616,616.0,0.3496027241770715
25,1100379.0,RO,Alto Alegre dos Parecis ,1297,13268.0,589,589.0,0.45412490362374713
26,1100403.0,RO,Alto Paraíso ,1964,22258.0,645,645.0,0.3284114052953157
27,1100452.0,RO,Buritis ,4643,41043.0,1123,1123.0,0.24186948093904803
28,1100502.0,RO,Novo Horizonte do Oeste ,1193,8125.0,416,416.0,0.34870075440067055
29,1100601.0,RO,Cacaulândia ,627,6307.0,323,323.0,0.5151515151515151
30,1100700.0,RO,Campo Novo de Rondônia ,986,14391.0,581,581.0,0.5892494929006086
31,1100809.0,RO,Candeias do Jamari ,3196,28068.0,1012,1012.0,0.3166458072590738
32,1100908.0,RO,Castanheiras ,460,2923.0,259,259.0,0.5630434782608695
33,1100924.0,RO,Chupinguaia ,2828,11755.0,640,640.0,0.2263083451202263
34,1100940.0,RO,Cujubim ,2147,27131.0,514,514.0,0.2394038192827201
35,1101005.0,RO,Governador Jorge Teixeira ,939,7130.0,461,461.0,0.4909478168264111
36,1101104.0,RO,Itapuã do Oeste ,1640,10819.0,484,484.0,0.2951219512195122
37,1101203.0,RO,Ministro Andreazza ,1145,9461.0,356,356.0,0.3109170305676856
38,1101302.0,RO,Mirante da Serra ,1687,10691.0,456,456.0,0.2703023117960877
39,1101401.0,RO,Monte Negro ,1719,16158.0,628,628.0,0.36532867946480513
40,1101435.0,RO,Nova União ,973,6822.0,314,314.0,0.3227132579650565
41,1101450.0,RO,Parecis ,662,6319.0,245,245.0,0.37009063444108764
42,1101468.0,RO,Pimenteiras do Oeste ,224,2127.0,240,240.0,1.0714285714285714
43,1101476.0,RO,Primavera de Rondônia ,487,2697.0,266,266.0,0.5462012320328542
44,1101484.0,RO,São Felipe D'Oeste ,753,4962.0,317,317.0,0.4209827357237716
45,1101492.0,RO,São Francisco do Guaporé ,2185,21088.0,604,604.0,0.2764302059496567
46,1101500.0,RO,Seringueiras ,1553,11846.0,631,631.0,0.4063103670315518
47,1101559.0,RO,Teixeirópolis ,546,4160.0,254,254.0,0.4652014652014652
48,1101609.0,RO,Theobroma ,904,10348.0,556,556.0,0.6150442477876106
49,1101708.0,RO,Urupá ,1836,11081.0,415,415.0,0.22603485838779958
50,1101757.0,RO,Vale do Anari ,886,11545.0,406,406.0,0.4582392776523702
51,1101807.0,RO,Vale do Paraíso ,824,6490.0,530,530.0,0.6432038834951457
52,1200013.0,AC,Acrelândia ,1133,15721.0,378,378.0,0.33362753751103263
53,1200054.0,AC,Assis Brasil ,621,7649.0,397,397.0,0.6392914653784219
54,1200104.0,AC,Brasiléia ,3439,27123.0,984,984.0,0.2861296888630416
55,1200138.0,AC,Bujari ,2074,10572.0,392,392.0,0.18900675024108005
56,1200179.0,AC,Capixaba ,795,12280.0,426,426.0,0.5358490566037736
57,1200203.0,AC,Cruzeiro do Sul ,15206,89760.0,3885,3885.0,0.2554912534525845
58,1200252.0,AC,Epitaciolândia ,2579,18979.0,710,710.0,0.2753005040713455
59,1200302.0,AC,Feijó ,2938,34986.0,1140,1140.0,0.3880190605854323
60,1200328.0,AC,Jordão ,751,8628.0,444,444.0,0.5912117177097204
61,1200336.0,AC,Mâncio Lima ,1105,19643.0,689,689.0,0.6235294117647059
62,1200344.0,AC,Manoel Urbano ,678,9701.0,300,300.0,0.4424778761061947
63,1200351.0,AC,Marechal Thaumaturgo ,1088,19727.0,989,989.0,0.9090073529411765
64,1200385.0,AC,Plácido de Castro ,2587,20147.0,621,621.0,0.240046385775029
65,1200393.0,AC,Porto Walter ,1224,12497.0,904,904.0,0.738562091503268
66,1200401.0,AC,Rio Branco ,123357,419452.0,6139,6139.0,0.049766125959613154
67,1200427.0,AC,Rodrigues Alves ,1279,19767.0,866,866.0,0.6770914777169664
68,1200435.0,AC,Santa Rosa do Purus ,674,6893.0,474,474.0,0.7032640949554896
69,1200450.0,AC,Senador Guiomard ,2978,23446.0,807,807.0,0.27098723975822697
70,1200500.0,AC,Sena Madureira ,5090,47168.0,1731,1731.0,0.34007858546168956
71,1200609.0,AC,Tarauacá ,2906,43730.0,1302,1302.0,0.44803854094975915
72,1200708.0,AC,Xapuri ,1258,19866.0,473,473.0,0.37599364069952307
73,1200807.0,AC,Porto Acre ,1305,19141.0,736,736.0,0.563984674329502
74,1300029.0,AM,Alvarães ,1533,16396.0,1219,1219.0,0.7951728636660144
75,1300060.0,AM,Amaturá ,963,11934.0,620,620.0,0.6438213914849429
76,1300086.0,AM,Anamã ,569,14292.0,546,546.0,0.9595782073813708
77,1300102.0,AM,Anori ,1188,21937.0,800,800.0,0.6734006734006734
78,1300144.0,AM,Apuí ,1535,22739.0,686,686.0,0.4469055374592834
79,1300201.0,AM,Atalaia do Norte ,1659,20868.0,1527,1527.0,0.9204339963833634
80,1300300.0,AM,Autazes ,3453,41005.0,2157,2157.0,0.6246741963509991
81,1300409.0,AM,Barcelos ,1316,27772.0,1414,1414.0,1.074468085106383
82,1300508.0,AM,Barreirinha ,2328,32919.0,2137,2137.0,0.9179553264604811
83,1300607.0,AM,Benjamin Constant ,2988,44873.0,2233,2233.0,0.7473226238286479
84,1300631.0,AM,Beruri ,1647,20503.0,1320,1320.0,0.8014571948998178
85,1300680.0,AM,Boa Vista do Ramos ,2003,20040.0,1502,1502.0,0.7498751872191712
86,1300706.0,AM,Boca do Acre ,3685,34958.0,2070,2070.0,0.5617367706919946
87,1300805.0,AM,Borba ,3275,42328.0,2500,2500.0,0.7633587786259542
88,1300839.0,AM,Caapiranga ,1271,13482.0,1497,1497.0,1.177812745869394
89,1300904.0,AM,Canutama ,1013,15981.0,1060,1060.0,1.0463968410661402
90,1301001.0,AM,Carauari ,2054,28719.0,1411,1411.0,0.686952288218111
91,1301100.0,AM,Careiro ,1726,38820.0,1790,1790.0,1.037079953650058
92,1301159.0,AM,Careiro da Várzea ,1426,31459.0,1112,1112.0,0.7798036465638148
93,1301209.0,AM,Coari ,9675,86713.0,6468,6468.0,0.6685271317829458
94,1301308.0,AM,Codajás ,1625,29691.0,1155,1155.0,0.7107692307692308
95,1301407.0,AM,Eirunepé ,2084,36121.0,2280,2280.0,1.0940499040307101
96,1301506.0,AM,Envira ,1703,20748.0,2073,2073.0,1.2172636523781561
97,1301605.0,AM,Fonte Boa ,2564,16409.0,2456,2456.0,0.9578783151326054
98,1301654.0,AM,Guajará ,846,17193.0,1152,1152.0,1.3617021276595744
99,1301704.0,AM,Humaitá ,5156,57195.0,1919,1919.0,0.3721877424359969
100,1301803.0,AM,Ipixuna ,171,31172.0,1583,1583.0,9.257309941520468
101,1301852.0,AM,Iranduba ,6914,49718.0,2757,2757.0,0.398756146948221
102,1301902.0,AM,Itacoatiara ,13560,104046.0,5116,5116.0,0.37728613569321534
103,1301951.0,AM,Itamarati ,1196,7777.0,1174,1174.0,0.9816053511705686
104,1302009.0,AM,Itapiranga ,844,9312.0,698,698.0,0.8270142180094787
105,1302108.0,AM,Japurá ,1324,1755.0,1101,1101.0,0.831570996978852
106,1302207.0,AM,Juruá ,957,15495.0,1269,1269.0,1.3260188087774294
107,1302306.0,AM,Jutaí ,976,13462.0,3209,3209.0,3.2879098360655736
108,1302405.0,AM,Lábrea ,2573,47685.0,1395,1395.0,0.5421686746987951
109,1302504.0,AM,Manacapuru ,11308,99613.0,4702,4702.0,0.41581181464449946
110,1302553.0,AM,Manaquiri ,1437,33981.0,1072,1072.0,0.7459986082115518
111,1302603.0,AM,Manaus ,636830,2255903.0,34326,34326.0,0.05390135514972599
112,1302702.0,AM,Manicoré ,3835,57405.0,1512,1512.0,0.3942633637548892
113,1302801.0,AM,Maraã ,1034,18298.0,1870,1870.0,1.8085106382978724
114,1302900.0,AM,Maués ,4462,66159.0,1999,1999.0,0.448005378753922
115,1303007.0,AM,Nhamundá ,740,21710.0,1279,1279.0,1.7283783783783784
116,1303106.0,AM,Nova Olinda do Norte ,1975,38665.0,2104,2104.0,1.0653164556962025
117,1303205.0,AM,Novo Airão ,2104,20395.0,1301,1301.0,0.6183460076045627
118,1303304.0,AM,Novo Aripuanã ,1385,26443.0,1035,1035.0,0.7472924187725631
119,1303403.0,AM,Parintins ,9494,116439.0,4866,4866.0,0.5125342321466189
120,1303502.0,AM,Pauini ,1319,19616.0,1252,1252.0,0.9492039423805914
121,1303536.0,AM,Presidente Figueiredo ,5904,38095.0,2646,2646.0,0.4481707317073171
122,1303569.0,AM,Rio Preto da Eva ,2790,34856.0,1119,1119.0,0.4010752688172043
123,1303601.0,AM,Santa Isabel do Rio Negro ,1358,26566.0,1258,1258.0,0.9263622974963182
124,1303700.0,AM,Santo Antônio do Içá ,1800,20889.0,2220,2220.0,1.2333333333333334
125,1303809.0,AM,São Gabriel da Cachoeira ,983,47031.0,2051,2051.0,2.08646998982706
126,1303908.0,AM,São Paulo de Olivença ,2344,40837.0,2123,2123.0,0.9057167235494881
127,1303957.0,AM,São Sebastião do Uatumã ,820,14678.0,583,583.0,0.7109756097560975
128,1304005.0,AM,Silves ,1063,9289.0,633,633.0,0.5954844778927564
129,1304062.0,AM,Tabatinga ,6472,68502.0,3891,3891.0,0.6012051915945612
130,1304104.0,AM,Tapauá ,2148,16876.0,2119,2119.0,0.9864990689013036
131,1304203.0,AM,Tefé ,3423,59250.0,6288,6288.0,1.8369851007887819
132,1304237.0,AM,Tonantins ,1431,19038.0,1747,1747.0,1.2208245981830887
133,1304260.0,AM,Uarini ,333,13839.0,1644,1644.0,4.936936936936937
134,1304302.0,AM,Urucará ,1246,16007.0,1114,1114.0,0.8940609951845907
135,1304401.0,AM,Urucurituba ,1969,24098.0,1618,1618.0,0.8217369222955815
136,1400027.0,RR,Amajari ,821,13561.0,283,283.0,0.3447015834348356
137,1400050.0,RR,Alto Alegre ,1112,15249.0,838,838.0,0.7535971223021583
138,1400100.0,RR,Boa Vista ,121316,436591.0,10263,10263.0,0.08459725015661577
139,1400159.0,RR,Bonfim ,1168,12701.0,780,780.0,0.6678082191780822
140,1400175.0,RR,Cantá ,1664,19257.0,760,760.0,0.4567307692307692
141,1400209.0,RR,Caracaraí ,1779,22635.0,1125,1125.0,0.6323777403035413
142,1400233.0,RR,Caroebe ,932,10595.0,553,553.0,0.5933476394849786
143,1400282.0,RR,Iracema ,989,12637.0,689,689.0,0.6966632962588474
144,1400308.0,RR,Mucajaí ,1444,18482.0,396,396.0,0.2742382271468144
145,1400407.0,RR,Normandia ,1093,11772.0,513,513.0,0.4693504117108875
146,1400456.0,RR,Pacaraima ,934,20108.0,878,878.0,0.9400428265524625
147,1400472.0,RR,Rorainópolis ,3429,31387.0,1640,1640.0,0.4782735491396909
148,1400506.0,RR,São João da Baliza ,1565,8492.0,489,489.0,0.3124600638977636
149,1400605.0,RR,São Luiz ,601,8232.0,616,616.0,1.0249584026622296
150,1400704.0,RR,Uiramutã ,377,11014.0,584,584.0,1.5490716180371353
151,1500107.0,PA,Abaetetuba ,16287,160439.0,6196,6196.0,0.3804261067108737
152,1500131.0,PA,Abel Figueiredo ,786,7536.0,336,336.0,0.42748091603053434
153,1500206.0,PA,Acará ,6696,55744.0,3040,3040.0,0.4540023894862604
154,1500305.0,PA,Afuá ,2774,39910.0,1908,1908.0,0.6878154289834174
155,1500347.0,PA,Água Azul do Norte ,2958,27797.0,1038,1038.0,0.3509127789046653
156,1500404.0,PA,Alenquer ,3808,57390.0,2136,2136.0,0.5609243697478992
157,1500503.0,PA,Almeirim ,6045,34044.0,2367,2367.0,0.3915632754342432
158,1500602.0,PA,Altamira ,23330,117320.0,5411,5411.0,0.23193313330475782
159,1500701.0,PA,Anajás ,2747,30091.0,1937,1937.0,0.7051328722242446
160,1500800.0,PA,Ananindeua ,87606,540410.0,8639,8639.0,0.09861196721685729
161,1500859.0,PA,Anapu ,3246,29312.0,1378,1378.0,0.42452248921749847
162,1500909.0,PA,Augusto Corrêa ,3350,46937.0,1299,1299.0,0.38776119402985076
163,1500958.0,PA,Aurora do Pará ,1820,32200.0,1315,1315.0,0.7225274725274725
164,1501006.0,PA,Aveiro ,1114,16421.0,885,885.0,0.7944344703770198
165,1501105.0,PA,Bagre ,1000,31967.0,1583,1583.0,1.583
166,1501204.0,PA,Baião ,2689,49454.0,2143,2143.0,0.7969505392339159
167,1501253.0,PA,Bannach ,590,3239.0,198,198.0,0.33559322033898303
168,1501303.0,PA,Barcarena ,34469,129333.0,5819,5819.0,0.1688183585250515
169,1501402.0,PA,Belém ,474393,1506420.0,21273,21273.0,0.04484256723855538
170,1501451.0,PA,Belterra ,2114,17944.0,962,962.0,0.45506149479659413
171,1501501.0,PA,Benevides ,15258,64780.0,2871,2871.0,0.18816358631537555
172,1501576.0,PA,Bom Jesus do Tocantins ,1791,17254.0,883,883.0,0.49302065884980456
173,1501600.0,PA,Bonito ,2702,16769.0,531,531.0,0.19652109548482605
174,1501709.0,PA,Bragança ,7646,130122.0,4541,4541.0,0.5939053099659953
175,1501725.0,PA,Brasil Novo ,2113,14883.0,989,989.0,0.46805489824893515
176,1501758.0,PA,Brejo Grande do Araguaia ,819,7357.0,539,539.0,0.6581196581196581
177,1501782.0,PA,Breu Branco ,4328,68597.0,1709,1709.0,0.3948706099815157
178,1501808.0,PA,Breves ,10036,104280.0,3274,3274.0,0.326225587883619
179,1501907.0,PA,Bujaru ,1989,29717.0,1371,1371.0,0.6892911010558069
180,1501956.0,PA,Cachoeira do Piriá ,1877,35307.0,1413,1413.0,0.7527970165157166
181,1502004.0,PA,Cachoeira do Arari ,1645,24355.0,1206,1206.0,0.7331306990881459
182,1502103.0,PA,Cametá ,9315,140814.0,4415,4415.0,0.47396672034353193
183,1502152.0,PA,Canaã dos Carajás ,26689,39103.0,3405,3405.0,0.12758065120461615
184,1502202.0,PA,Capanema ,11770,69828.0,2122,2122.0,0.18028887000849617
185,1502301.0,PA,Capitão Poço ,6095,54545.0,3067,3067.0,0.5031993437243643
186,1502400.0,PA,Castanhal ,45891,205667.0,7896,7896.0,0.1720598810224227
187,1502509.0,PA,Chaves ,2117,24175.0,1401,1401.0,0.6617855455833727
188,1502608.0,PA,Colares ,728,12175.0,658,658.0,0.9038461538461539
189,1502707.0,PA,Conceição do Araguaia ,7679,48115.0,1824,1824.0,0.23753092850631594
190,1502756.0,PA,Concórdia do Pará ,3788,34236.0,2411,2411.0,0.6364836325237593
191,1502764.0,PA,Cumaru do Norte ,1697,14044.0,616,616.0,0.36299351797289336
192,1502772.0,PA,Curionópolis ,4416,17764.0,314,314.0,0.07110507246376811
193,1502806.0,PA,Curralinho ,2489,35530.0,2281,2281.0,0.9164323021293692
194,1502855.0,PA,Curuá ,1212,14776.0,1018,1018.0,0.8399339933993399
195,1502905.0,PA,Curuçá ,4062,41093.0,1677,1677.0,0.41285081240768096
196,1502939.0,PA,Dom Eliseu ,6069,61206.0,1897,1897.0,0.31257208765859285
197,1502954.0,PA,Eldorado dos Carajás ,3332,34069.0,1458,1458.0,0.4375750300120048
198,1503002.0,PA,Faro ,704,6949.0,888,888.0,1.2613636363636365
199,1503044.0,PA,Floresta do Araguaia ,2120,20742.0,954,954.0,0.45
200,1503077.0,PA,Garrafão do Norte ,2712,26155.0,3135,3135.0,1.1559734513274336
201,1503093.0,PA,Goianésia do Pará ,3829,41678.0,1809,1809.0,0.4724471141290154
202,1503101.0,PA,Gurupá ,3602,34127.0,3191,3191.0,0.8858967240421988
203,1503200.0,PA,Igarapé,3049,39234.0,1268,1268.0,0.4158740570678911
204,1503309.0,PA,Igarapé,4808,63367.0,3047,3047.0,0.6337354409317804
205,1503408.0,PA,Inhangapi ,1029,12009.0,504,504.0,0.4897959183673469
206,1503457.0,PA,Ipixuna do Pará ,4571,67170.0,2505,2505.0,0.5480201268868956
207,1503507.0,PA,Irituia ,2002,32639.0,1398,1398.0,0.6983016983016983
208,1503606.0,PA,Itaituba ,22306,101541.0,4346,4346.0,0.1948354702770555
209,1503705.0,PA,Itupiranga ,4492,53439.0,1866,1866.0,0.41540516473731076
210,1503754.0,PA,Jacareacanga ,2321,6952.0,1475,1475.0,0.6355019388194744
211,1503804.0,PA,Jacundá ,5271,60517.0,1879,1879.0,0.35647884651868716
212,1503903.0,PA,Juruti ,10165,59961.0,2910,2910.0,0.28627643876045256
213,1504000.0,PA,Limoeiro do Ajuru ,273,29623.0,1639,1639.0,6.003663003663004
214,1504059.0,PA,Mãe do Rio ,3765,30389.0,1654,1654.0,0.4393094289508632
215,1504109.0,PA,Magalhães Barata ,781,8598.0,551,551.0,0.70550576184379
216,1504208.0,PA,Marabá ,68462,287664.0,10264,10264.0,0.1499225847915632
217,1504307.0,PA,Maracanã ,3058,29559.0,2186,2186.0,0.7148463047743623
218,1504406.0,PA,Marapanim ,2450,28563.0,1634,1634.0,0.6669387755102041
219,1504422.0,PA,Marituba ,22061,135812.0,5948,5948.0,0.2696160645482979
220,1504455.0,PA,Medicilândia ,2362,32347.0,1241,1241.0,0.5254022015241321
221,1504505.0,PA,Melgaço ,1321,28121.0,1892,1892.0,1.4322482967448902
222,1504604.0,PA,Mocajuba ,2787,31917.0,1863,1863.0,0.6684607104413348
223,1504703.0,PA,Moju ,11867,84251.0,1971,1971.0,0.16609084014493974
224,1504752.0,PA,Mojuí dos Campos ,1818,16282.0,1063,1063.0,0.5847084708470847
225,1504802.0,PA,Monte Alegre ,4558,58289.0,2277,2277.0,0.49956121105748136
226,1504901.0,PA,Muaná ,1839,41454.0,1724,1724.0,0.9374660141381186
227,1504950.0,PA,Nova Esperança do Piriá ,1573,21519.0,1060,1060.0,0.673871582962492
228,1504976.0,PA,Nova Ipixuna ,1291,17027.0,471,471.0,0.3648334624322231
229,1505007.0,PA,Nova Timboteua ,1266,15646.0,896,896.0,0.707740916271722
230,1505031.0,PA,Novo Progresso ,6355,25769.0,1323,1323.0,0.20818253343823762
231,1505064.0,PA,Novo Repartimento ,5197,78488.0,2813,2813.0,0.5412738118145084
232,1505106.0,PA,Óbidos ,7972,52473.0,2244,2244.0,0.2814851981936779
233,1505205.0,PA,Oeiras do Pará ,1332,33182.0,1719,1719.0,1.2905405405405406
234,1505304.0,PA,Oriximiná ,9449,74921.0,3638,3638.0,0.3850142872261615
235,1505403.0,PA,Ourém ,1266,18079.0,683,683.0,0.5394944707740916
236,1505437.0,PA,Ourilândia do Norte ,4764,33831.0,1269,1269.0,0.2663727959697733
237,1505486.0,PA,Pacajá ,3265,49110.0,1742,1742.0,0.5335375191424196
238,1505494.0,PA,Palestina do Pará ,523,7575.0,418,418.0,0.7992351816443595
239,1505502.0,PA,Paragominas ,25393,115838.0,3134,3134.0,0.12341984011341708
240,1505536.0,PA,Parauapebas ,85229,218787.0,10189,10189.0,0.11954851048352087
241,1505551.0,PA,Pau D'Arco ,790,5339.0,484,484.0,0.6126582278481013
242,1505601.0,PA,Peixe,1004,8084.0,412,412.0,0.4103585657370518
243,1505635.0,PA,Piçarra ,1681,12976.0,929,929.0,0.552647233789411
244,1505650.0,PA,Placas ,1422,32325.0,1182,1182.0,0.8312236286919831
245,,,,,,,,
246,1505809.0,PA,Portel ,6193,63831.0,3542,3542.0,0.5719360568383659
247,,,,,,,,
248,1506005.0,PA,Prainha ,2291,29827.0,1608,1608.0,0.7018769096464426
249,1506104.0,PA,Primavera ,1180,10889.0,322,322.0,0.27288135593220336
250,1506112.0,PA,Quatipuru ,713,13794.0,633,633.0,0.8877980364656382
251,1506138.0,PA,Redenção ,20651,86326.0,2834,2834.0,0.13723306377415137
252,1506161.0,PA,Rio Maria ,3857,18208.0,908,908.0,0.23541612652320457
253,1506187.0,PA,Rondon do Pará ,4638,53242.0,1169,1169.0,0.25204829667960327
254,1506195.0,PA,Rurópolis ,3182,52473.0,1448,1448.0,0.45505971087366437
255,1506203.0,PA,Salinópolis ,5891,41164.0,1908,1908.0,0.3238838906806994
256,1506302.0,PA,Salvaterra ,1773,24392.0,1120,1120.0,0.631697687535251
257,1506351.0,PA,Santa Bárbara do Pará ,2683,21811.0,1228,1228.0,0.4576966082743198
258,,,,,,,,
259,1506500.0,PA,Santa Isabel do Pará ,12372,72856.0,2411,2411.0,0.19487552537989009
260,1506559.0,PA,Santa Luzia do Pará ,1739,19839.0,1131,1131.0,0.6503737780333525
261,1506583.0,PA,Santa Maria das Barreiras ,2615,22244.0,1034,1034.0,0.3954110898661568
262,1506609.0,PA,Santa Maria do Pará ,2841,25127.0,941,941.0,0.3312214009151707
263,1506708.0,PA,Santana do Araguaia ,6049,75995.0,1531,1531.0,0.25309968589849563
264,1506807.0,PA,Santarém ,57191,308339.0,9317,9317.0,0.1629102481159623
265,1506906.0,PA,Santarém Novo ,651,6796.0,579,579.0,0.8894009216589862
266,1507003.0,PA,Santo Antônio do Tauá ,3029,32346.0,893,893.0,0.294816771211621
267,1507102.0,PA,São Caetano de Odivelas ,1471,18207.0,802,802.0,0.5452073419442556
268,1507151.0,PA,São Domingos do Araguaia ,2493,25945.0,1222,1222.0,0.49017248295226634
269,1507201.0,PA,São Domingos do Capim ,2380,32285.0,1848,1848.0,0.7764705882352941
270,1507300.0,PA,São Félix do Xingu ,8285,135732.0,2082,2082.0,0.25129752564876284
271,1507409.0,PA,São Francisco do Pará ,1479,15978.0,848,848.0,0.5733603786342123
272,1507458.0,PA,São Geraldo do Araguaia ,3772,24566.0,1192,1192.0,0.31601272534464475
273,1507466.0,PA,São João da Ponta ,458,6294.0,342,342.0,0.7467248908296943
274,1507474.0,PA,São João de Pirabas ,1836,23440.0,1293,1293.0,0.704248366013072
275,1507508.0,PA,São João do Araguaia ,858,14105.0,814,814.0,0.9487179487179487
276,1507607.0,PA,São Miguel do Guamá ,8696,60268.0,2645,2645.0,0.3041628334866605
277,1507706.0,PA,São Sebastião da Boa Vista ,2016,27302.0,1583,1583.0,0.785218253968254
278,1507755.0,PA,Sapucaia ,1024,6088.0,646,646.0,0.630859375
279,1507805.0,PA,Senador José Porfírio ,1314,11305.0,824,824.0,0.6270928462709284
280,1507904.0,PA,Soure ,1894,25752.0,1164,1164.0,0.614572333685322
281,1507953.0,PA,Tailândia ,15649,111554.0,2377,2377.0,0.15189468975653397
282,1507961.0,PA,Terra Alta ,990,11971.0,549,549.0,0.5545454545454546
283,1507979.0,PA,Terra Santa ,2063,19063.0,1014,1014.0,0.491517207949588
284,1508001.0,PA,Tomé,11779,64604.0,3657,3657.0,0.310467781645301
285,1508035.0,PA,Tracuateua ,1880,31549.0,1199,1199.0,0.6377659574468085
286,1508050.0,PA,Trairão ,1587,19344.0,648,648.0,0.40831758034026466
287,1508084.0,PA,Tucumã ,7814,40661.0,1336,1336.0,0.17097517276682878
288,1508100.0,PA,Tucuruí ,13287,116605.0,5401,5401.0,0.40648754421615113
289,1508126.0,PA,Ulianópolis ,5818,62286.0,1498,1498.0,0.25747679614987967
290,1508159.0,PA,Uruará ,4318,45395.0,1619,1619.0,0.3749421028253821
291,1508209.0,PA,Vigia ,4737,54650.0,1552,1552.0,0.3276335233270002
292,1508308.0,PA,Viseu ,3306,62093.0,3362,3362.0,1.0169388989715669
293,1508357.0,PA,Vitória do Xingu ,3217,15421.0,2157,2157.0,0.670500466272925
294,1508407.0,PA,Xinguara ,10526,45416.0,2314,2314.0,0.21983659509785294
295,1600055.0,AP,Serra do Navio ,471,5577.0,429,429.0,0.910828025477707
296,1600105.0,AP,Amapá ,737,9265.0,359,359.0,0.4871099050203528
297,1600154.0,AP,Pedra Branca do Amapari ,1474,17625.0,560,560.0,0.37991858887381275
298,1600204.0,AP,Calçoene ,1226,11493.0,360,360.0,0.2936378466557912
299,1600212.0,AP,Cutias ,475,6217.0,406,406.0,0.8547368421052631
300,1600238.0,AP,Ferreira Gomes ,1013,8151.0,633,633.0,0.6248766041461007
301,1600253.0,AP,Itaubal ,430,5730.0,283,283.0,0.6581395348837209
302,1600279.0,AP,Laranjal do Jari ,4037,52302.0,1573,1573.0,0.3896457765667575
303,1600303.0,AP,Macapá ,124905,522357.0,8521,8521.0,0.06821984708378367
304,1600402.0,AP,Mazagão ,1890,22468.0,640,640.0,0.3386243386243386
305,1600501.0,AP,Oiapoque ,3376,28534.0,777,777.0,0.23015402843601895
306,1600535.0,AP,Porto Grande ,2378,22927.0,1054,1054.0,0.4432296047098402
307,1600550.0,AP,Pracuúba ,295,5370.0,362,362.0,1.2271186440677966
308,1600600.0,AP,Santana ,14912,124808.0,3231,3231.0,0.2166711373390558
309,1600709.0,AP,Tartarugalzinho ,1162,18217.0,558,558.0,0.4802065404475043
310,1600808.0,AP,Vitória do Jari ,1372,16572.0,717,717.0,0.5225947521865889
311,1700251.0,TO,Abreulândia ,286,2609.0,239,239.0,0.8356643356643356
312,1700301.0,TO,Aguiarnópolis ,1735,7049.0,323,323.0,0.1861671469740634
313,1700350.0,TO,Aliança do Tocantins ,731,5303.0,318,318.0,0.43502051983584133
314,1700400.0,TO,Almas ,1080,6905.0,436,436.0,0.40370370370370373
315,1700707.0,TO,Alvorada ,2470,8381.0,488,488.0,0.19757085020242915
316,1701002.0,TO,Ananás ,990,9435.0,323,323.0,0.32626262626262625
317,1701051.0,TO,Angico ,240,3475.0,262,262.0,1.0916666666666666
318,1701101.0,TO,Aparecida do Rio Negro ,794,4901.0,367,367.0,0.4622166246851385
319,1701309.0,TO,Aragominas ,288,5705.0,364,364.0,1.2638888888888888
320,1701903.0,TO,Araguacema ,675,7223.0,397,397.0,0.5881481481481482
321,1702000.0,TO,Araguaçu ,1294,8418.0,482,482.0,0.37248840803709427
