,nm_municipio,0,sg_uf
1205,COLÔNIA LEOPOLDINA,0.12445129908648712,AL
1206,COMBINADO,0.2954743255004352,TO
1207,COMENDADOR GOMES,0.37393284006829824,MG
1208,COMENDADOR LEVY GASPARIAN,0.7136431784107946,RJ
1209,COMERCINHO,0.06517787587639574,MG
1210,COMODORO,0.34369747899159664,MT
1211,CONCEIÇÃO,0.4422449930135072,PB
1212,CONCEIÇÃO DA APARECIDA,0.4602242391884677,MG
1213,CONCEIÇÃO DA BARRA,0.11179715156005599,ES
1214,CONCEIÇÃO DA BARRA DE MINAS,0.013126491646778043,MG
1215,CONCEIÇÃO DA FEIRA,0.35964068014116135,BA
1216,CONCEIÇÃO DAS ALAGOAS,0.31903461640095127,MG
1217,CONCEIÇÃO DAS PEDRAS,0.3299145299145299,MG
1218,CONCEIÇÃO DE IPANEMA,0.39054545454545453,MG
1219,CONCEIÇÃO DE MACABU,0.38913559847154805,RJ
1220,CONCEIÇÃO DO ALMEIDA,0.05492550589281743,BA
1221,CONCEIÇÃO DO ARAGUAIA,0.021343184033656558,PA
1222,CONCEIÇÃO DO CANINDÉ,0.3971606648199446,PI
1223,CONCEIÇÃO DO CASTELO,0.06269376507061661,ES
1224,CONCEIÇÃO DO COITÉ,0.06875800637530909,BA
1225,CONCEIÇÃO DO JACUÍPE,0.16627898780573766,BA
1226,CONCEIÇÃO DO LAGO-AÇU,0.21129353997237993,MA
1227,CONCEIÇÃO DO MATO DENTRO,0.13370089593383874,MG
1228,CONCEIÇÃO DO PARÁ,0.4398117014122394,MG
1229,CONCEIÇÃO DO RIO VERDE,0.21047917599641738,MG
1230,CONCEIÇÃO DO TOCANTINS,0.22937625754527163,TO
1231,CONCEIÇÃO DOS OUROS,0.7427200529450695,MG
1232,CONCHAL,0.3133957418606578,SP
1233,CONCHAS,0.41698745809015275,SP
1234,CONCÓRDIA,0.28805466370297195,SC
1235,CONCÓRDIA DO PARÁ,0.03664731494920174,PA
1236,CONDADO,0.26705360191191535,PB
1237,CONDE,0.4407751937984496,BA
1238,CONDEÚBA,0.188086642599278,BA
1239,CONDOR,0.08976190476190476,RS
1240,CONFINS,0.3616369710467706,MG
1241,CONFRESA,0.24140030441400304,MT
1242,CONGO,0.11668408220132358,PB
1243,CONGONHAL,0.5499137765855527,MG
1244,CONGONHAS,0.21405135832713593,MG
1245,CONGONHAS DO NORTE,0.5788257050392973,MG
1246,CONGONHINHAS,0.4843503715379419,PR
1247,CONQUISTA,0.42998866213151926,MG
1248,CONQUISTA D'OESTE,0.5444038929440389,MT
1249,CONSELHEIRO LAFAIETE,0.16207837785143303,MG
1250,CONSELHEIRO MAIRINCK,0.1292484442316898,PR
1251,CONSELHEIRO PENA,0.3676427382234845,MG
1252,CONSOLAÇÃO,0.33705932932072225,MG
1253,CONSTANTINA,0.1553701772679875,RS
1254,CONTAGEM,0.24006971086366613,MG
1255,CONTENDA,0.19883830879373227,PR
1256,CONTENDAS DO SINCORÁ,0.580553295362083,BA
1257,COQUEIRAL,0.1968487824841416,MG
1258,COQUEIRO BAIXO,0.4749262536873156,RS
1259,COQUEIRO SECO,0.1420534458509142,AL
1260,COQUEIROS DO SUL,0.2999427590154551,RS
1261,CORAÇÃO DE JESUS,0.20401519262072706,MG
1262,CORAÇÃO DE MARIA,0.3166412947680474,BA
1263,CORBÉLIA,0.39187124376082305,PR
1264,CORDEIRO,0.33231269734953595,RJ
1265,CORDEIROS,0.0597214783074451,BA
1266,CORDEIRÓPOLIS,0.5013834557771205,SP
1267,CORDILHEIRA ALTA,0.45012977382276603,SC
1268,CORDISBURGO,0.07174887892376682,MG
1269,CORDISLÂNDIA,0.3602333495381624,MG
1270,COREAÚ,0.2762908671662686,CE
1271,COREMAS,0.2917265716899752,PB
1272,CORGUINHO,0.05999189298743413,MS
1273,CORIBE,0.9071556809438317,BA
1274,CORINTO,0.19797639123102867,MG
1275,CORNÉLIO PROCÓPIO,0.43144654088050316,PR
1276,COROACI,0.46532812790481504,MG
1277,COROADOS,0.3247137052087181,SP
1278,COROATÁ,0.46405228758169936,MA
1279,COROMANDEL,0.29851056459993075,MG
1280,CORONEL BARROS,0.21541826134499725,RS
1281,CORONEL BICACO,0.30173466894698264,RS
1282,CORONEL DOMINGOS SOARES,0.24919661115980135,PR
1283,CORONEL EZEQUIEL,0.32808788598574823,RN
1284,CORONEL FABRICIANO,0.12078835816982039,MG
1285,CORONEL FREITAS,0.30788804071246817,SC
1286,CORONEL JOSÉ DIAS,0.7098540145985401,PI
1287,CORONEL JOÃO PESSOA,0.005338078291814947,RN
1288,CORONEL JOÃO SÁ,0.8895075476367236,BA
1289,CORONEL MACEDO,0.39715832205683355,SP
1290,CORONEL MARTINS,0.1580327868852459,SC
1291,CORONEL MURTA,0.154711041151338,MG
1292,CORONEL PACHECO,0.18117519042437433,MG
1293,CORONEL PILAR,0.5920074349442379,RS
1294,CORONEL SAPUCAIA,0.16411930553494583,MS
1295,CORONEL VIVIDA,0.3525306809978343,PR
1296,CORONEL XAVIER CHAVES,0.0667361835245047,MG
1297,CORREIA PINTO,0.34700939199209097,SC
1298,CORRENTE,0.5095535792903055,PI
1299,CORRENTES,0.35198429392792036,PE
1300,CORRENTINA,0.553749662800108,BA
1301,CORTÊS,0.1175263774912075,PE
1302,CORUMBATAÍ,0.33586626139817627,SP
1303,CORUMBATAÍ DO SUL,0.5552160628546486,PR
1304,CORUMBAÍBA,0.2698600901114536,GO
1305,CORUMBIARA,0.15270812437311937,RO
1306,CORUMBÁ,0.13661770755196362,MS
1307,CORUMBÁ DE GOIÁS,0.19534479008048727,GO
1308,CORUPÁ,0.6347328740413363,SC
1309,CORURIPE,0.6877258619956634,AL
1310,COSMORAMA,0.1821686746987952,SP
1311,COSMÓPOLIS,0.3796382095805971,SP
1312,COSTA MARQUES,0.5471665213600697,RO
1313,COSTA RICA,0.18088669950738917,MS
1314,COTEGIPE,0.6248559670781892,BA
1315,COTIA,0.3892552624567013,SP
1316,COTIPORÃ,0.2633525061626952,RS
1317,COTRIGUAÇU,0.3773891825945506,MT
1318,COUTO DE MAGALHÃES DE MINAS,0.32479848269321954,MG
1319,COUTO MAGALHÃES,0.36923688394276627,TO
1320,COXILHA,0.15357561547479484,RS
1321,COXIM,0.08221032948610484,MS
1322,COXIXOLA,0.15187376725838264,PB
1323,CRATEÚS,0.5104874956782298,CE
1324,CRATO,0.49071597913703174,CE
1325,CRAVINHOS,0.6059402071256432,SP
1326,CRAVOLÂNDIA,0.7819715808170515,BA
1327,CRAÍBAS,0.1850877192982456,AL
1328,CRICIÚMA,0.43941698762555154,SC
1329,CRISSIUMAL,0.09914529914529914,RS
1330,CRISTAIS,0.14413018209996126,MG
1331,CRISTAIS PAULISTA,0.291321412996075,SP
1332,CRISTAL,0.10185397116044861,RS
1333,CRISTAL DO SUL,0.2190530519110097,RS
1334,CRISTALINA,0.20567986230636834,GO
1335,CRISTALÂNDIA,0.48530646515533166,TO
1336,CRISTALÂNDIA DO PIAUÍ,0.7850719424460432,PI
1337,CRISTIANO OTONI,0.1752205292702486,MG
1338,CRISTIANÓPOLIS,0.21875,GO
1339,CRISTINA,0.3914126892850297,MG
1340,CRISTINO CASTRO,0.4629490077869882,PI
1341,CRISTINÁPOLIS,0.16458055925432757,SE
1342,CRISTÁLIA,0.9416945034922563,MG
1343,CRISTÓPOLIS,0.48727272727272725,BA
1344,CRISÓLITA,0.04852160727824109,MG
1345,CRISÓPOLIS,0.5022749972256131,BA
1346,CRIXÁS,0.4388936273912514,GO
1347,CRIXÁS DO TOCANTINS,0.34515119916579773,TO
1348,CROATÁ,0.5018827326519634,CE
1349,CROMÍNIA,0.20660828025477707,GO
1350,CRUCILÂNDIA,0.07532467532467532,MG
1351,CRUZ,0.03142928411075081,CE
1352,CRUZ ALTA,0.11097300570481564,RS
1353,CRUZ DAS ALMAS,0.37843686805974386,BA
1354,CRUZ DO ESPÍRITO SANTO,0.7525106775943669,PB
1355,CRUZ MACHADO,0.0950853595447491,PR
1356,CRUZALTENSE,0.15359688917692807,RS
1357,CRUZEIRO,0.239002027682271,SP
1358,CRUZEIRO DA FORTALEZA,0.037959183673469385,MG
1359,CRUZEIRO DO IGUAÇU,0.3530571992110454,PR
1360,CRUZEIRO DO OESTE,0.2048350824587706,PR
1361,CRUZEIRO DO SUL,0.2970637882018479,AC
1362,CRUZETA,0.3421967682552669,RN
1363,CRUZMALTINA,0.6848390446521287,PR
1364,CRUZÁLIA,0.565483476132191,SP
1365,CRUZÍLIA,0.07408805031446541,MG
1366,CUBATI,0.7571884984025559,PB
1367,CUBATÃO,0.24935843308664052,SP
1368,CUIABÁ,0.0556605899495453,MT
1369,CUITEGI,0.4951618284951618,PB
1370,CUITÉ,0.5549984959390354,PB
1371,CUITÉ DE MAMANGUAPE,0.5363408521303258,PB
1372,CUJUBIM,0.22599726983163962,RO
1373,CUMARI,0.19260918253079506,GO
1374,CUMARU,0.4244806288601909,PE
1375,CUMARU DO NORTE,0.1554845580404686,PA
1376,CUMBE,0.48093298778230287,SE
1377,CUNHA,0.37206491712707185,SP
1378,CUNHA PORÃ,0.7067809820732658,SC
1379,CUNHATAÍ,0.47809377401998465,SC
1380,CUPARAQUE,0.7828371278458844,MG
1381,CUPIRA,0.42986747309436985,PE
1382,CURAÇÁ,0.47918952055236497,BA
1383,CURIMATÁ,0.4384963589844519,PI
1384,CURIONÓPOLIS,0.01321179844326096,PA
1385,CURITIBA,0.22100262281754482,PR
1386,CURITIBANOS,0.5435777317790609,SC
1387,CURIÚVA,0.24007358577341714,PR
1388,CURRAIS,0.33869411386297843,PI
1389,CURRAIS NOVOS,0.19206245933636956,RN
1390,CURRAL DE CIMA,0.2767489711934156,PB
1391,CURRAL DE DENTRO,0.09513150531617236,MG
1392,CURRAL NOVO DO PIAUÍ,0.5832335329341317,PI
1393,CURRAL VELHO,0.7023538344722855,PB
1394,CURRALINHO,0.06824805699481866,PA
1395,CURRALINHOS,0.3992081821181128,PI
1396,CURURUPU,0.31332971042620916,MA
1397,CURUÁ,0.024257947868012657,PA
1398,CURUÇÁ,0.05871231476750128,PA
1399,CURVELO,0.07831682330031327,MG
1400,CURVELÂNDIA,0.5259319286871961,MT
1401,CUSTÓDIA,0.4704145809267103,PE
1402,CUTIAS,0.08123055651572762,AP
1403,CÁCERES,0.1574006656958602,MT
1404,CÁSSIA,0.2778642936596218,MG
1405,CÁSSIA DOS COQUEIROS,0.6126804770872567,SP
1406,CÂNDIDO DE ABREU,0.4745762711864407,PR
1407,CÂNDIDO GODÓI,0.32990794262470563,RS
1408,CÂNDIDO MENDES,0.20042908762420958,MA
1409,CÂNDIDO MOTA,0.479656237411038,SP
1410,CÂNDIDO RODRIGUES,0.47431832593532025,SP
1411,CÂNDIDO SALES,0.5264540677658996,BA
1412,CÉU AZUL,0.48654345006485084,PR
1413,CÍCERO DANTAS,0.24622045079714128,BA
1414,CÓRREGO DANTA,0.11032388663967611,MG
1415,CÓRREGO DO BOM JESUS,0.2979452054794521,MG
1416,CÓRREGO DO OURO,0.36495956873315366,GO
1417,CÓRREGO FUNDO,0.042068361086765996,MG
1418,CÓRREGO NOVO,0.031007751937984496,MG
1419,CÔNEGO MARINHO,0.2640113798008535,MG
1420,DAMIANÓPOLIS,0.029503799731783638,GO
1421,DAMIÃO,0.8046414963630066,PB
1422,DAMOLÂNDIA,0.2697795071335927,GO
1423,DARCINÓPOLIS,0.46371463714637146,TO
1424,DATAS,0.051762940735183796,MG
1425,DAVID CANABARRO,0.31273601098523857,RS
1426,DAVINÓPOLIS,0.2911979589470022,GO
1427,DELFIM MOREIRA,0.5610180552534262,MG
1428,DELFINÓPOLIS,0.38229997427321843,MG
1429,DELMIRO GOUVEIA,0.2101232553924234,AL
1430,DELTA,0.5126387176325524,MG
1431,DEMERVAL LOBÃO,0.31239021753817053,PI
1432,DENISE,0.2109216989309448,MT
1433,DEODÁPOLIS,0.4047878128400435,MS
1434,DEPUTADO IRAPUAN PINHEIRO,0.028447339847991315,CE
1435,DERRUBADAS,0.35769980506822613,RS
1436,DESCALVADO,0.516370567013818,SP
1437,DESCANSO,0.41252909231962764,SC
1438,DESCOBERTO,0.03824091778202677,MG
1439,DESTERRO,0.3057773602630343,PB
1440,DESTERRO DE ENTRE RIOS,0.2719190680564071,MG
1441,DESTERRO DO MELO,0.008329477093937991,MG
1442,DEZESSEIS DE NOVEMBRO,0.2903593839132915,RS
1443,DIADEMA,0.20832933983726715,SP
1444,DIAMANTE,0.3801796580701246,PB
1445,DIAMANTE D'OESTE,0.6657953696788649,PR
1446,DIAMANTE DO NORTE,0.17245945051307515,PR
1447,DIAMANTE DO SUL,0.6250580046403712,PR
1448,DIAMANTINA,0.23594552800917842,MG
1449,DIAMANTINO,0.08403641207815275,MT
1450,DIANÓPOLIS,0.31068702290076333,TO
1451,DIAS D'ÁVILA,0.3676871892639528,BA
1452,DILERMANDO DE AGUIAR,0.11646586345381527,RS
1453,DIOGO DE VASCONCELOS,0.7022132796780685,MG
1454,DIONÍSIO,0.4957310565635005,MG
1455,DIONÍSIO CERQUEIRA,0.19842959808357732,SC
1456,DIORAMA,0.454434250764526,GO
1457,DIRCE REIS,0.3994708994708995,SP
1458,DIRCEU ARCOVERDE,0.786833855799373,PI
1459,DIVINA PASTORA,0.07338675664276677,SE
1460,DIVINO,0.4241616244487745,MG
1461,DIVINO DAS LARANJEIRAS,0.13597430406852248,MG
1462,DIVINO DE SÃO LOURENÇO,0.2799515933844292,ES
1463,DIVINOLÂNDIA,0.24761742682096666,SP
1464,DIVINOLÂNDIA DE MINAS,0.8105702364394993,MG
1465,DIVINÉSIA,0.1921598770176787,MG
1466,DIVINÓPOLIS,0.06283891928047586,MG
1467,DIVINÓPOLIS DE GOIÁS,0.3677658142664872,GO
1468,DIVINÓPOLIS DO TOCANTINS,0.44297615627693193,TO
1469,DIVISA ALEGRE,0.26295518207282914,MG
1470,DIVISA NOVA,0.0783078307830783,MG
1471,DIVISÓPOLIS,0.4565724656468758,MG
1472,DOBRADA,0.3591098748261474,SP
1473,DOIS CÓRREGOS,0.48945540780892693,SP
1474,DOIS IRMÃOS,0.5792571914067242,RS
1475,DOIS IRMÃOS DAS MISSÕES,0.17113850616388687,RS
1476,DOIS IRMÃOS DO BURITI,0.054008596524014206,MS
1477,DOIS IRMÃOS DO TOCANTINS,0.5780856423173804,TO
1478,DOIS LAJEADOS,0.3816495851634944,RS
1479,DOIS RIACHOS,0.30446927374301674,AL
1480,DOIS VIZINHOS,0.4230769230769231,PR
1481,DOLCINÓPOLIS,0.5106382978723404,SP
1482,DOM AQUINO,0.2157110381409447,MT
1483,DOM BASÍLIO,0.6567266495287061,BA
1484,DOM BOSCO,0.29033749422098937,MG
1485,DOM CAVATI,0.10911949685534592,MG
1486,DOM ELISEU,0.06240112497802777,PA
1487,DOM EXPEDITO LOPES,0.3966887417218543,PI
1488,DOM FELICIANO,0.09141995614035088,RS
1489,DOM INOCÊNCIO,0.673574022644734,PI
1490,DOM JOAQUIM,0.4126842340330505,MG
1491,DOM MACEDO COSTA,0.20426439232409382,BA
1492,DOM PEDRITO,0.14638072489355072,RS
1493,DOM PEDRO,0.5845939836550165,MA
1494,DOM PEDRO DE ALCÂNTARA,0.24232272473478503,RS
1495,DOM SILVÉRIO,0.4934027777777778,MG
1496,DOM VIÇOSO,0.20477642276422764,MG
1497,DOMINGOS MARTINS,0.3153841489297192,ES
1498,DOMINGOS MOURÃO,0.03236797274275979,PI
1499,DONA EMMA,0.08421537045559135,SC
1500,DONA EUSÉBIA,0.43330660251269715,MG
1501,DONA FRANCISCA,0.1480484522207268,RS
1502,DONA INÊS,0.8651862213673719,PB
1503,DORES DE CAMPOS,0.03049257232212666,MG
1504,DORES DE GUANHÃES,0.08537017357421182,MG
1505,DORES DO INDAIÁ,0.25164375373580394,MG
1506,DORES DO RIO PRETO,0.31079840929947994,ES
1507,DORES DO TURVO,0.09620024125452352,MG
1508,DORESÓPOLIS,0.0854126679462572,MG
1509,DORMENTES,0.4610726643598616,PE
1510,DOURADINA,0.4328459247224479,MS
1511,DOURADO,0.5540331491712707,SP
1512,DOURADOQUARA,0.11809815950920245,MG
1513,DOURADOS,0.3153200309876259,MS
1514,DOUTOR CAMARGO,0.6547152756854474,PR
1515,DOUTOR MAURÍCIO CARDOSO,0.11848484848484848,RS
1516,DOUTOR PEDRINHO,0.12325220093215951,SC
1517,DOUTOR RICARDO,0.5394160583941606,RS
1518,DOUTOR SEVERIANO,0.4917829457364341,RN
1519,DOUTOR ULYSSES,0.337986337986338,PR
1520,DOVERLÂNDIA,0.38431818181818184,GO
1521,DRACENA,0.5266803153722176,SP
1522,DUARTINA,0.46712907117008445,SP
1523,DUAS BARRAS,0.35046113306982873,RJ
1524,DUAS ESTRADAS,0.8836623267534649,PB
1525,DUERÉ,0.5610880590133702,TO
1526,DUMONT,0.6900980850070061,SP
1527,DUQUE BACELAR,0.35067913212206736,MA
1528,DUQUE DE CAXIAS,0.3954193266239607,RJ
1529,DURANDÉ,0.36749024707412226,MG
1530,DÁRIO MEIRA,0.4961915125136017,BA
1531,ECHAPORÃ,0.4825915834090221,SP
1532,ECOPORANGA,0.11696001297753264,ES
1533,EDEALINA,0.25720876585928487,GO
1534,EDÉIA,0.3930589184826473,GO
1535,EIRUNEPÉ,0.04587677725118484,AM
1536,ELDORADO,0.2679586770241051,MS
1537,ELDORADO DO SUL,0.29719363293485906,RS
1538,ELDORADO DOS CARAJÁS,0.009041905755520779,PA
1539,ELESBÃO VELOSO,0.5669797330696985,PI
1540,ELIAS FAUSTO,0.299381593306657,SP
1541,ELISEU MARTINS,0.2924078091106291,PI
1542,ELISIÁRIO,0.15485278080697928,SP
1543,ELÍSIO MEDRADO,0.3452914798206278,BA
1544,ELÓI MENDES,0.13577924114142365,MG
1545,EMAS,0.016137165910237016,PB
1546,EMBAÚBA,0.29746478873239435,SP
1547,EMBU DAS ARTES,0.27763965503845855,SP
1548,EMBU-GUAÇU,0.33385533914064797,SP
1549,EMILIANÓPOLIS,0.3510011778563015,SP
1550,ENCANTADO,0.28588967815487154,RS
1551,ENCANTO,0.12529002320185614,RN
1552,ENCRUZILHADA,0.22529550827423167,BA
1553,ENCRUZILHADA DO SUL,0.16436565640062087,RS
1554,ENGENHEIRO BELTRÃO,0.5533719208507202,PR
1555,ENGENHEIRO CALDAS,0.10087902888237757,MG
1556,ENGENHEIRO COELHO,0.332242637805185,SP
1557,ENGENHEIRO NAVARRO,0.2695388014360674,MG
1558,ENGENHEIRO PAULO DE FRONTIN,0.36437130070737694,RJ
1559,ENGENHO VELHO,0.10915104740904079,RS
1560,ENTRE FOLHAS,0.48346055979643765,MG
1561,ENTRE RIOS,0.12320853238529052,BA
1562,ENTRE RIOS DE MINAS,0.05832286870378122,MG
1563,ENTRE RIOS DO OESTE,0.7367409684857802,PR
1564,ENTRE RIOS DO SUL,0.3184676958261864,RS
1565,ENTRE-IJUÍS,0.10248847926267281,RS
1566,ENVIRA,0.012681159420289856,AM
1567,ENÉAS MARQUES,0.6403290129611167,PR
1568,EPITACIOLÂNDIA,0.0533837746952501,AC
1569,EQUADOR,0.15927226300670283,RN
1570,EREBANGO,0.17556346381969157,RS
1571,ERECHIM,0.1463147473300613,RS
1572,ERERÊ,0.5543512910423972,CE
1573,ERMO,0.4332833583208396,SC
1574,ERNESTINA,0.19309989701338826,RS
1575,ERVAL GRANDE,0.0637370010063737,RS
1576,ERVAL SECO,0.11680037753657385,RS
1577,ERVAL VELHO,0.516260162601626,SC
1578,ERVÁLIA,0.21138506163886875,MG
1579,ESCADA,0.3539209807448864,PE
1580,ESMERALDA,0.11175785797438882,RS
1581,ESMERALDAS,0.15099306054079922,MG
1582,ESPERA FELIZ,0.35002819018981396,MG
1583,ESPERANTINA,0.24556185944363104,PI
1584,ESPERANTINÓPOLIS,0.5282238442822385,MA
1585,ESPERANÇA,0.4605281840124947,PB
1586,ESPERANÇA DO SUL,0.1326478149100257,RS
1587,ESPERANÇA NOVA,0.8673469387755102,PR
1588,ESPIGÃO ALTO DO IGUAÇU,0.45295109612141654,PR
1589,ESPIGÃO DO OESTE,0.15464543553066595,RO
1590,ESPINOSA,0.17696668049218858,MG
1591,ESPLANADA,0.11350780601855344,BA
1592,ESPUMOSO,0.10290635091496232,RS
1593,ESPÍRITO SANTO,0.49786507258753204,RN
1594,ESPÍRITO SANTO DO DOURADO,0.7400391900718485,MG
1595,ESPÍRITO SANTO DO PINHAL,0.6841284837033538,SP
1596,ESPÍRITO SANTO DO TURVO,0.45806451612903226,SP
1597,ESTAÇÃO,0.1636939010356732,RS
1598,ESTEIO,0.16619965805471124,RS
1599,ESTIVA,0.29565701559020047,MG
1600,ESTIVA GERBI,0.32825719120135366,SP
1601,ESTREITO,0.38151106085235703,MA
1602,ESTRELA,0.23360806987329316,RS
1603,ESTRELA D'OESTE,0.5865321342399649,SP
1604,ESTRELA DALVA,0.2783625730994152,MG
1605,ESTRELA DE ALAGOAS,0.48504878816493546,AL
1606,ESTRELA DO INDAIÁ,0.06695232994108195,MG
1607,ESTRELA DO NORTE,0.5250468791856415,GO
1608,ESTRELA DO SUL,0.22094298245614036,MG
1609,ESTRELA VELHA,0.18295964125560538,RS
1610,ESTÂNCIA,0.07851192075862863,SE
1611,ESTÂNCIA VELHA,0.33995337995337993,RS
1612,EUCLIDES DA CUNHA,0.5548124231242313,BA
1613,EUCLIDES DA CUNHA PAULISTA,0.4462212486308872,SP
1614,EUGENÓPOLIS,0.35984848484848486,MG
1615,EUGÊNIO DE CASTRO,0.20193470374848851,RS
1616,EUNÁPOLIS,0.5022083966565349,BA
1617,EUSÉBIO,0.1460279879930664,CE
1618,EWBANK DA CÂMARA,0.015202702702702704,MG
1619,EXTREMA,0.05959291645234771,MG
1620,EXTREMOZ,0.1663308014261355,RN
1621,EXU,0.1458836647463297,PE
1622,FAGUNDES,0.166301600673968,PB
1623,FAGUNDES VARELA,0.4134948096885813,RS
1624,FAINA,0.06764503554230682,GO
1625,FAMA,0.1505922165820643,MG
1626,FARIA LEMOS,0.12165898617511521,MG
1627,FARIAS BRITO,0.06915207554593744,CE
1628,FARO,0.15199791068164012,PA
1629,FAROL,0.23043266893534273,PR
1630,FARROUPILHA,0.41343735711019663,RS
1631,FARTURA,0.379873417721519,SP
1632,FARTURA DO PIAUÍ,0.7816224529027297,PI
1633,FAXINAL,0.4587795765877958,PR
1634,FAXINAL DO SOTURNO,0.16650461837627614,RS
1635,FAXINAL DOS GUEDES,0.21490157800553114,SC
1636,FAXINALZINHO,0.22397476340694006,RS
1637,FAZENDA NOVA,0.23809523809523808,GO
1638,FAZENDA RIO GRANDE,0.2643198973802358,PR
1639,FAZENDA VILANOVA,0.20260492040520983,RS
1640,FEIJÓ,0.01627719580983078,AC
1641,FEIRA DA MATA,0.26338400528750827,BA
1642,FEIRA DE SANTANA,0.3065908215371753,BA
1643,FEIRA GRANDE,0.2075165058405282,AL
1644,FEIRA NOVA,0.7604607591423218,PE
1645,FEIRA NOVA DO MARANHÃO,0.2719435736677116,MA
1646,FELIPE GUERRA,0.26459770114942527,RN
1647,FELISBURGO,0.022159690467815688,MG
1648,FELIXLÂNDIA,0.14478906364839042,MG
1649,FELIZ,0.6982111156629797,RS
1650,FELIZ DESERTO,0.7748380129589633,AL
1651,FELIZ NATAL,0.07468506298740252,MT
1652,FELÍCIO DOS SANTOS,0.32061933534743203,MG
1653,FERNANDES PINHEIRO,0.4357669804121089,PR
1654,FERNANDES TOURINHO,0.6856528747984955,MG
1655,FERNANDO DE NORONHA,0.4012841091492777,PE
1656,FERNANDO FALCÃO,0.6190476190476191,MA
1657,FERNANDO PEDROZA,0.22252873563218392,RN
1658,FERNANDO PRESTES,0.2365396249243799,SP
1659,FERNANDÓPOLIS,0.6399974879894496,SP
1660,FERNÃO,0.515625,SP
1661,FERRAZ DE VASCONCELOS,0.42378904368907855,SP
1662,FERREIRA GOMES,0.1292484442316898,AP
1663,FERREIROS,0.3740403499375112,PE
1664,FERROS,0.48166062071745264,MG
1665,FERVEDOURO,0.2964227934567679,MG
1666,FIGUEIRA,0.29917139119058,PR
1667,FIGUEIRÃO,0.038461538461538464,MS
1668,FIGUEIRÓPOLIS,0.4294057025077293,TO
1669,FIGUEIRÓPOLIS D'OESTE,0.3821256038647343,MT
1670,FILADÉLFIA,0.22136546184738956,BA
1671,FIRMINO ALVES,0.3099460292983809,BA
1672,FIRMINÓPOLIS,0.16042414913630923,GO
1673,FLEXEIRAS,0.5977755308392315,AL
1674,FLOR DA SERRA DO SUL,0.41047246464038517,PR
1675,FLOR DO SERTÃO,0.44217081850533807,SC
1676,FLORA RICA,0.40788415124698313,SP
1677,FLORAÍ,0.4378238341968912,PR
1678,FLOREAL,0.2801120448179272,SP
1679,FLORES,0.4051321082961835,PE
1680,FLORES DA CUNHA,0.3931141801205991,RS
1681,FLORES DE GOIÁS,0.21825490659730432,GO
1682,FLORES DO PIAUÍ,0.5282868525896415,PI
1683,FLORESTA,0.7964963809923424,PE
1684,FLORESTA AZUL,0.4254710231337944,BA
1685,FLORESTA DO ARAGUAIA,0.031141868512110725,PA
1686,FLORESTA DO PIAUÍ,0.5454545454545454,PI
1687,FLORESTAL,0.18000538938291566,MG
1688,FLORESTÓPOLIS,0.16547725245316683,PR
1689,FLORIANO,0.3141329531277847,PI
1690,FLORIANO PEIXOTO,0.18078668683812404,RS
1691,FLORIANÓPOLIS,0.2839517780284986,SC
1692,FLORÂNIA,0.12305922944220817,RN
1693,FLORÍNEA,0.17489495798319327,SP
1694,FLÓRIDA,0.8173356602675974,PR
1695,FLÓRIDA PAULISTA,0.36538103223402274,SP
1696,FONTE BOA,0.04238744415167831,AM
1697,FONTOURA XAVIER,0.1568987690611795,RS
1698,FORMIGA,0.12991632409108136,MG
1699,FORMIGUEIRO,0.21787994891443166,RS
1700,FORMOSA,0.5334562636856056,GO
1701,FORMOSA DA SERRA NEGRA,0.29700802724397957,MA
1702,FORMOSA DO OESTE,0.5647705544933078,PR
1703,FORMOSA DO RIO PRETO,0.7093793747083528,BA
1704,FORMOSA DO SUL,0.34134615384615385,SC
1705,FORMOSO,0.38535788535788534,GO
1706,FORMOSO DO ARAGUAIA,0.422164827424278,TO
1707,FORQUETINHA,0.13010501750291714,RS
1708,FORQUILHA,0.3491129381220251,CE
1709,FORQUILHINHA,0.5136897990140311,SC
1710,FORTALEZA,0.27728010474391407,CE
1711,FORTALEZA DE MINAS,0.363339552238806,MG
1712,FORTALEZA DO TABOCÃO,0.45251058681185724,TO
1713,FORTALEZA DOS NOGUEIRAS,0.3368592351505289,MA
1714,FORTALEZA DOS VALOS,0.13110276544895869,RS
1715,FORTIM,0.3097010651700836,CE
1716,FORTUNA,0.41215283105723494,MA
1717,FORTUNA DE MINAS,0.2402073732718894,MG
1718,FOZ DO IGUAÇU,0.1232173507241333,PR
1719,FOZ DO JORDÃO,0.40059679224170086,PR
1720,FRAIBURGO,0.4321561947192557,SC
1721,FRANCA,0.09365325563432907,SP
1722,FRANCINÓPOLIS,0.5494011976047904,PI
1723,FRANCISCO ALVES,0.7624340094470686,PR
1724,FRANCISCO AYRES,0.6270676691729323,PI
1725,FRANCISCO BADARÓ,0.43842232358465255,MG
1726,FRANCISCO BELTRÃO,0.5672108779523855,PR
1727,FRANCISCO DANTAS,0.2543491301739652,RN
1728,FRANCISCO DUMONT,0.6820349761526232,MG
1729,FRANCISCO MACEDO,0.4046740467404674,PI
1730,FRANCISCO MORATO,0.2685749181842381,SP
1731,FRANCISCO SANTOS,0.0884974533106961,PI
1732,FRANCISCO SÁ,0.3871839581517001,MG
1733,FRANCISCÓPOLIS,0.16153553781832003,MG
