,nm_municipio,0,sg_uf
2786,MARECHAL FLORIANO,0.2956881591242825,ES
2787,MARECHAL THAUMATURGO,0.3282113259668508,AC
2788,MAREMA,0.5459119496855346,SC
2789,MARI,0.7167118149614503,PB
2790,MARIA DA FÉ,0.21911152244331328,MG
2791,MARIA HELENA,0.4945464982778416,PR
2792,MARIALVA,0.6716897506925208,PR
2793,MARIANA,0.10017195185348103,MG
2794,MARIANA PIMENTEL,0.12456140350877193,RS
2795,MARIANO MORO,0.1753069577080491,RS
2796,MARIANÓPOLIS DO TOCANTINS,0.188135593220339,TO
2797,MARIBONDO,0.20895286301803226,AL
2798,MARICÁ,0.32839350209740376,RJ
2799,MARILAC,0.0298989898989899,MG
2800,MARILENA,0.3352119578534673,PR
2801,MARILUZ,0.21853023909985936,PR
2802,MARILÂNDIA,0.0859882005899705,ES
2803,MARILÂNDIA DO SUL,0.6366064092029581,PR
2804,MARINGÁ,0.5274239246832054,PR
2805,MARINÓPOLIS,0.2523364485981308,SP
2806,MARIPÁ,0.7029199035628181,PR
2807,MARIPÁ DE MINAS,0.11946446961894953,MG
2808,MARITUBA,0.16536051821174472,PA
2809,MARIZÓPOLIS,0.8360567907848915,PB
2810,MARIÁPOLIS,0.29411764705882354,SP
2811,MARIÓPOLIS,0.5645994832041343,PR
2812,MARLIÉRIA,0.07183098591549296,MG
2813,MARMELEIRO,0.4891729715627446,PR
2814,MARMELÓPOLIS,0.271322266742988,MG
2815,MARQUES DE SOUZA,0.21585160202360876,RS
2816,MARQUINHO,0.20262869660460023,PR
2817,MARTINHO CAMPOS,0.10904836193447738,MG
2818,MARTINS,0.0063784549964564135,RN
2819,MARTINS SOARES,0.2773382968822708,MG
2820,MARTINÓPOLE,0.807356608478803,CE
2821,MARTINÓPOLIS,0.33228547153780796,SP
2822,MARUIM,0.21407321174492303,SE
2823,MARUMBI,0.7104435906391897,PR
2824,MARZAGÃO,0.6102189781021898,GO
2825,MARÍLIA,0.3411936040538249,SP
2826,MASCOTE,0.36354888375673594,BA
2827,MASSAPÊ,0.08256070640176601,CE
2828,MASSAPÊ DO PIAUÍ,0.6376248612652609,PI
2829,MASSARANDUBA,0.38997113997113997,PB
2830,MATA,0.11590671771667246,RS
2831,MATA DE SÃO JOÃO,0.13356941796059202,BA
2832,MATA GRANDE,0.5735791425766336,AL
2833,MATA ROMA,0.17192501143118427,MA
2834,MATA VERDE,0.22952950350922796,MG
2835,MATARACA,0.30683544303797466,PB
2836,MATEIROS,0.44986690328305234,TO
2837,MATELÂNDIA,0.6131644992014602,PR
2838,MATERLÂNDIA,0.47518998658918193,MG
2839,MATEUS LEME,0.29766390354182365,MG
2840,MATHIAS LOBATO,0.06222439980401764,MG
2841,MATIAS BARBOSA,0.06560723137483598,MG
2842,MATIAS CARDOSO,0.14104161475205582,MG
2843,MATIAS OLÍMPIO,0.3143254520166898,PI
2844,MATINA,0.17885859972543636,BA
2845,MATINHA,0.23881916210005302,MA
2846,MATINHAS,0.5464090718185636,PB
2847,MATINHOS,0.40210981522736206,PR
2848,MATIPÓ,0.6278927515546947,MG
2849,MATO CASTELHANO,0.16107000569151964,RS
2850,MATO GROSSO,0.44892167990919407,PB
2851,MATO LEITÃO,0.14418416801292408,RS
2852,MATO QUEIMADO,0.13406408094435077,RS
2853,MATO RICO,0.3728110599078341,PR
2854,MATO VERDE,0.2616931371120501,MG
2855,MATOS COSTA,0.3183006535947712,SC
2856,MATOZINHOS,0.3297132397803539,MG
2857,MATRINCHÃ,0.38694992412746587,GO
2858,MATRIZ DE CAMARAGIBE,0.267355842185129,AL
2859,MATUPÁ,0.4245540735979431,MT
2860,MATURÉIA,0.02066115702479339,PB
2861,MATUTINA,0.2200678623364033,MG
2862,MATÃO,0.3121699559535687,SP
2863,MATÕES,0.020573108008817047,MA
2864,MATÕES DO NORTE,0.6839378238341969,MA
2865,MAURILÂNDIA,0.6924841213832039,GO
2866,MAURILÂNDIA DO TOCANTINS,0.5095238095238095,TO
2867,MAURITI,0.3259566838106922,CE
2868,MAUÁ,0.26710960446861615,SP
2869,MAUÁ DA SERRA,0.4396588486140725,PR
2870,MAUÉS,0.35235531628532973,AM
2871,MAXARANGUAPE,0.37963875205254516,RN
2872,MAXIMILIANO DE ALMEIDA,0.20372285418821096,RS
2873,MAZAGÃO,0.11716517431891789,AP
2874,MAÇAMBARÁ,0.15654574132492113,RS
2875,MEDEIROS,0.4282797345584482,MG
2876,MEDEIROS NETO,0.8132737596574514,BA
2877,MEDIANEIRA,0.5492711370262391,PR
2878,MEDICILÂNDIA,0.06175680859225163,PA
2879,MEDINA,0.15175770686857762,MG
2880,MELEIRO,0.6772598870056498,SC
2881,MELGAÇO,0.017868221863754807,PA
2882,MENDES,0.48131755018013384,RJ
2883,MENDES PIMENTEL,0.35916134913400183,MG
2884,MENDONÇA,0.43394160583941604,SP
2885,MERCEDES,0.6916079812206573,PR
2886,MERCÊS,0.13138829058155474,MG
2887,MERIDIANO,0.5820831547363909,SP
2888,MERUOCA,0.20353982300884957,CE
2889,MESQUITA,0.2545234052874121,MG
2890,MESSIAS,0.09408174097664544,AL
2891,MESSIAS TARGINO,0.008617718028266115,RN
2892,MESÓPOLIS,0.32409972299168976,SP
2893,MIGUEL ALVES,0.33148395252475593,PI
2894,MIGUEL CALMON,0.24339348328059524,BA
2895,MIGUEL LEÃO,0.2994764397905759,PI
2896,MIGUEL PEREIRA,0.1559664558702227,RJ
2897,MIGUELÓPOLIS,0.6330759088340554,SP
2898,MILAGRES,0.301750924784217,BA
2899,MILAGRES DO MARANHÃO,0.7292899408284024,MA
2900,MILHÃ,0.5149478880965441,CE
2901,MILTON BRANDÃO,0.7388571428571429,PI
2902,MIMOSO DE GOIÁS,0.202361782071927,GO
2903,MIMOSO DO SUL,0.17310594627226078,ES
2904,MINADOR DO NEGRÃO,0.33203429462197975,AL
2905,MINAS DO LEÃO,0.2785553047404063,RS
2906,MINAS NOVAS,0.23639896373056996,MG
2907,MINAÇU,0.24548854911739615,GO
2908,MINDURI,0.10999543587403013,MG
2909,MINEIROS,0.10265655435368229,GO
2910,MINEIROS DO TIETÊ,0.30667132378623824,SP
2911,MINISTRO ANDREAZZA,0.486282722513089,RO
2912,MIRA ESTRELA,0.447935921133703,SP
2913,MIRABELA,0.07419923596826329,MG
2914,MIRACATU,0.253836582330983,SP
2915,MIRACEMA,0.6729426055268752,RJ
2916,MIRACEMA DO TOCANTINS,0.22753449961968925,TO
2917,MIRADOR,0.5670041691483025,MA
2918,MIRADOURO,0.5163978018081901,MG
2919,MIRAGUAÍ,0.22146690518783543,RS
2920,MIRANDA,0.07740499546616107,MS
2921,MIRANDA DO NORTE,0.45535307517084284,MA
2922,MIRANDIBA,0.18466898954703834,PE
2923,MIRANDÓPOLIS,0.49544595291287163,SP
2924,MIRANGABA,0.2679526893832723,BA
2925,MIRANORTE,0.33868747131711796,TO
2926,MIRANTE,0.44086790653314256,BA
2927,MIRANTE DA SERRA,0.28824833702882485,RO
2928,MIRANTE DO PARANAPANEMA,0.2810032512772875,SP
2929,MIRASELVA,0.8075313807531381,PR
2930,MIRASSOL,0.2616398526846288,SP
2931,MIRASSOL D'OESTE,0.5473841817861547,MT
2932,MIRASSOLÂNDIA,0.5284757118927973,SP
2933,MIRAVÂNIA,0.3313796212804328,MG
2934,MIRAÍ,0.7140129259694477,MG
2935,MIRAÍMA,0.28737630382455204,CE
2936,MIRIM DOCE,0.14193548387096774,SC
2937,MIRINZAL,0.5964881780250347,MA
2938,MISSAL,0.7440075199749334,PR
2939,MISSÃO VELHA,0.2703812676229006,CE
2940,MOCAJUBA,0.09760880566801619,PA
2941,MOCOCA,0.32330205185303007,SP
2942,MODELO,0.3647155137126484,SC
2943,MOEDA,0.1856124872751951,MG
2944,MOEMA,0.4263879523488424,MG
2945,MOGEIRO,0.8371744986530979,PB
2946,MOGI DAS CRUZES,0.342075077642272,SP
2947,MOGI GUAÇU,0.21301443453076097,SP
2948,MOGI MIRIM,0.34768476581233015,SP
2949,MOIPORÁ,0.23945489941596365,GO
2950,MOITA BONITA,0.1888870348740197,SE
2951,MOJU,0.01751631572466445,PA
2952,MOJUÍ DOS CAMPOS,0.006356493334510461,PA
2953,MOMBAÇA,0.8738181818181818,CE
2954,MOMBUCA,0.39199209095402865,SP
2955,MONDAÍ,0.5073418674698795,SC
2956,MONGAGUÁ,0.2935078861534337,SP
2957,MONJOLOS,0.0696442089326268,MG
2958,MONSENHOR GIL,0.39975624619134675,PI
2959,MONSENHOR HIPÓLITO,0.29167606586961425,PI
2960,MONSENHOR PAULO,0.18776703395547562,MG
2961,MONSENHOR TABOSA,0.7017359897471747,CE
2962,MONTADAS,0.44559585492227977,PB
2963,MONTALVÂNIA,0.27346657477601655,MG
2964,MONTANHA,0.08775510204081632,ES
2965,MONTANHAS,0.15849188340024437,RN
2966,MONTAURI,0.11436170212765957,RS
2967,MONTE ALEGRE,0.08169447880639216,PA
2968,MONTE ALEGRE DE GOIÁS,0.47581120943952804,GO
2969,MONTE ALEGRE DE MINAS,0.314600784646379,MG
2970,MONTE ALEGRE DE SERGIPE,0.2776516870933575,SE
2971,MONTE ALEGRE DO PIAUÍ,0.5454926624737946,PI
2972,MONTE ALEGRE DO SUL,0.42054794520547945,SP
2973,MONTE ALEGRE DOS CAMPOS,0.3798449612403101,RS
2974,MONTE ALTO,0.5662449603781454,SP
2975,MONTE APRAZÍVEL,0.49565564765804454,SP
2976,MONTE AZUL,0.37035792303814485,MG
2977,MONTE AZUL PAULISTA,0.6440483635605587,SP
2978,MONTE BELO,0.12995915985997666,MG
2979,MONTE BELO DO SUL,0.4051724137931034,RS
2980,MONTE CARLO,0.48669547418694564,SC
2981,MONTE CARMELO,0.13582403798772566,MG
2982,MONTE CASTELO,0.4152892561983471,SC
2983,MONTE DAS GAMELEIRAS,0.16108108108108107,RN
2984,MONTE DO CARMO,0.5866583541147132,TO
2985,MONTE FORMOSO,0.1425339366515837,MG
2986,MONTE HOREBE,0.21325301204819277,PB
2987,MONTE MOR,0.32859767848339533,SP
2988,MONTE NEGRO,0.17613206118431016,RO
2989,MONTE SANTO,0.26588444595052524,BA
2990,MONTE SANTO DE MINAS,0.2954639175257732,MG
2991,MONTE SANTO DO TOCANTINS,0.0504983388704319,TO
2992,MONTE SIÃO,0.1479449417653287,MG
2993,MONTEIRO,0.5397933538117844,PB
2994,MONTEIRO LOBATO,0.10350654837346852,SP
2995,MONTEIRÓPOLIS,0.2986051807571876,AL
2996,MONTENEGRO,0.22900545590699997,RS
2997,MONTES ALTOS,0.6876859012492564,MA
2998,MONTES CLAROS,0.08436903813739836,MG
2999,MONTES CLAROS DE GOIÁS,0.21886363636363637,GO
3000,MONTEZUMA,0.3307462686567164,MG
3001,MONTIVIDIU,0.27140161262652257,GO
3002,MONTIVIDIU DO NORTE,0.538135593220339,GO
3003,MONÇÃO,0.6153782141965549,MA
3004,MONÇÕES,0.49121405750798725,SP
3005,MORADA NOVA,0.5945784116270209,CE
3006,MORADA NOVA DE MINAS,0.02867225408028231,MG
3007,MORAÚJO,0.23796548592188918,CE
3008,MOREILÂNDIA,0.016691672918229556,PE
3009,MOREIRA SALES,0.45749226462354503,PR
3010,MORENO,0.21801054166199393,PE
3011,MORMAÇO,0.15984513274336284,RS
3012,MORPARÁ,0.381171655154771,BA
3013,MORRETES,0.3236808236808237,PR
3014,MORRINHOS,0.32998756709221577,CE
3015,MORRINHOS DO SUL,0.4564459930313589,RS
3016,MORRO AGUDO,0.555530077199419,SP
3017,MORRO AGUDO DE GOIÁS,0.6056644880174292,GO
3018,MORRO CABEÇA NO TEMPO,0.6317757009345795,PI
3019,MORRO DA FUMAÇA,0.5144210073181231,SC
3020,MORRO DA GARÇA,0.0490301724137931,MG
3021,MORRO DO CHAPÉU,0.10983164983164984,BA
3022,MORRO DO CHAPÉU DO PIAUÍ,0.22156028368794325,PI
3023,MORRO DO PILAR,0.15024630541871922,MG
3024,MORRO GRANDE,0.6095797559873475,SC
3025,MORRO REDONDO,0.021642619311875694,RS
3026,MORRO REUTER,0.7201463287170107,RS
3027,MORROS,0.4294083186877563,MA
3028,MORTUGABA,0.3738415806959259,BA
3029,MORUNGABA,0.39203024098283196,SP
3030,MOSSORÓ,0.006832114226808646,RN
3031,MOSSÂMEDES,0.04576659038901602,GO
3032,MOSTARDAS,0.4177528460650058,RS
3033,MOTUCA,0.42340425531914894,SP
3034,MOZARLÂNDIA,0.4825825825825826,GO
3035,MUANÁ,0.06582512315270936,PA
3036,MUCAJAÍ,0.3367771198185712,RR
3037,MUCAMBO,0.025210084033613446,CE
3038,MUCUGÊ,0.06647230320699708,BA
3039,MUCURI,0.29220199244245965,BA
3040,MUCURICI,0.32606635071090045,ES
3041,MUITOS CAPÕES,0.07563025210084033,RS
3042,MULITERNO,0.3354581673306773,RS
3043,MULUNGU,0.6060474411330263,CE
3044,MULUNGU DO MORRO,0.2786292405717238,BA
3045,MUNDO NOVO,0.3122480914220684,BA
3046,MUNHOZ,0.47675070028011207,MG
3047,MUNHOZ DE MELO,0.7250618301731245,PR
3048,MUNIZ FERREIRA,0.288832133735779,BA
3049,MUNIZ FREIRE,0.22640234287001576,ES
3050,MUQUI,0.1596145789694177,ES
3051,MUQUÉM DO SÃO FRANCISCO,0.5001875468867217,BA
3052,MURIAÉ,0.6308118152607333,MG
3053,MURIBECA,0.21673003802281368,SE
3054,MURICI,0.2827689068257589,AL
3055,MURICI DOS PORTELAS,0.5741042345276873,PI
3056,MURICILÂNDIA,0.22644163150492264,TO
3057,MURITIBA,0.27731516527882916,BA
3058,MURUTINGA DO SUL,0.3893684688777828,SP
3059,MUTUM,0.398953841803916,MG
3060,MUTUNÓPOLIS,0.5034695451040864,GO
3061,MUTUÍPE,0.2149189850198716,BA
3062,MUZAMBINHO,0.13102243471864655,MG
3063,MUÇUM,0.3501144164759725,RS
3064,MÁRIO CAMPOS,0.4954113405440839,MG
3065,MÂNCIO LIMA,0.42004126902244004,AC
3066,MÃE D'ÁGUA,0.42754445705637534,PB
3067,MÃE DO RIO,0.04822722073961113,PA
3068,NACIP RAYDAN,0.5058900523560209,MG
3069,NANTES,0.717283950617284,SP
3070,NANUQUE,0.390387275242047,MG
3071,NAQUE,0.12761843377376733,MG
3072,NARANDIBA,0.3868194842406877,SP
3073,NATAL,0.07971029325473179,RN
3074,NATALÂNDIA,0.3629702002931119,MG
3075,NATIVIDADE,0.4991753257463302,RJ
3076,NATIVIDADE DA SERRA,0.32697201017811706,SP
3077,NATUBA,0.9037372593431483,PB
3078,NATÉRCIA,0.1551006245662734,MG
3079,NAVEGANTES,0.1613877518578866,SC
3080,NAVIRAÍ,0.21185064935064934,MS
3081,NAZARENO,0.025951976715983507,MG
3082,NAZAREZINHO,0.8301886792452831,PB
3083,NAZARÉ,0.2652296819787986,BA
3084,NAZARÉ DA MATA,0.11551760637922517,PE
3085,NAZARÉ DO PIAUÍ,0.36380208333333336,PI
3086,NAZARÉ PAULISTA,0.19539357124778536,SP
3087,NAZÁRIA,0.4245010124385305,PI
3088,NAZÁRIO,0.22830111065405184,GO
3089,NEPOMUCENO,0.12009057546654174,MG
3090,NERÓPOLIS,0.24273345701917132,GO
3091,NEVES PAULISTA,0.38737124944021495,SP
3092,NEÓPOLIS,0.21048252911813645,SE
3093,NHAMUNDÁ,0.29793069060084765,AM
3094,NHANDEARA,0.40039254170755645,SP
3095,NICOLAU VERGUEIRO,0.26990445859872614,RS
3096,NILO PEÇANHA,0.09987942122186495,BA
3097,NILÓPOLIS,0.47282428618763067,RJ
3098,NINA RODRIGUES,0.5818115412710008,MA
3099,NINHEIRA,0.21703011422637591,MG
3100,NIOAQUE,0.14480408858603067,MS
3101,NIPOÃ,0.3617109634551495,SP
3102,NIQUELÂNDIA,0.5150855365474339,GO
3103,NITERÓI,0.23524377905447869,RJ
3104,NOBRES,0.13739376770538245,MT
3105,NONOAI,0.24508369900861368,RS
3106,NORDESTINA,0.20088219077375483,BA
3107,NORMANDIA,0.2588843420202455,RR
3108,NORTELÂNDIA,0.10305810397553516,MT
3109,NOSSA SENHORA APARECIDA,0.13334733305333893,SE
3110,NOSSA SENHORA DA GLÓRIA,0.12982989419535862,SE
3111,NOSSA SENHORA DAS DORES,0.19312325758215765,SE
3112,NOSSA SENHORA DAS GRAÇAS,0.526857654431513,PR
3113,NOSSA SENHORA DE LOURDES,0.3784731588885892,SE
3114,NOSSA SENHORA DE NAZARÉ,0.3001189767995241,PI
3115,NOSSA SENHORA DO LIVRAMENTO,0.20077271516120437,MT
3116,NOSSA SENHORA DO SOCORRO,0.07049459920409323,SE
3117,NOSSA SENHORA DOS REMÉDIOS,0.28308519437551694,PI
3118,NOVA ALIANÇA,0.4457496136012365,SP
3119,NOVA ALIANÇA DO IVAÍ,0.1996124031007752,PR
3120,NOVA ALVORADA,0.11474609375,RS
3121,NOVA ALVORADA DO SUL,0.3290410030498136,MS
3122,NOVA AMÉRICA,0.3295904887714663,GO
3123,NOVA AMÉRICA DA COLINA,0.7328798185941043,PR
3124,NOVA ANDRADINA,0.14782918874847126,MS
3125,NOVA ARAÇÁ,0.3449251920744036,RS
3126,NOVA AURORA,0.27547906749664347,GO
3127,NOVA BANDEIRANTES,0.2588078883226235,MT
3128,NOVA BASSANO,0.27620197143431907,RS
3129,NOVA BELÉM,0.20941278065630398,MG
3130,NOVA BOA VISTA,0.10886571056062581,RS
3131,NOVA BRASILÂNDIA,0.2334525939177102,MT
3132,NOVA BRASILÂNDIA D'OESTE,0.453408971530623,RO
3133,NOVA BRÉSCIA,0.16426799007444168,RS
3134,NOVA CAMPINA,0.4010460251046025,SP
3135,NOVA CANAÃ,0.4456105516947951,BA
3136,NOVA CANAÃ DO NORTE,0.14512063377745768,MT
3137,NOVA CANAÃ PAULISTA,0.4540188269370022,SP
3138,NOVA CANDELÁRIA,0.17764250138350857,RS
3139,NOVA CANTU,0.1568579766536965,PR
3140,NOVA CASTILHO,0.2419889502762431,SP
3141,NOVA COLINAS,0.05734024179620035,MA
3142,NOVA CRIXÁS,0.45696904634102703,GO
3143,NOVA CRUZ,0.17131893297022963,RN
3144,NOVA ERA,0.12172413793103448,MG
3145,NOVA ERECHIM,0.2964731814842028,SC
3146,NOVA ESPERANÇA,0.3391435334624489,PR
3147,NOVA ESPERANÇA DO PIRIÁ,0.019459214843308068,PA
3148,NOVA ESPERANÇA DO SUDOESTE,0.8014749262536873,PR
3149,NOVA ESPERANÇA DO SUL,0.2172231985940246,RS
3150,NOVA EUROPA,0.41778697001034126,SP
3151,NOVA FLORESTA,0.3690783807062877,PB
3152,NOVA FRIBURGO,0.12952298796978456,RJ
3153,NOVA FÁTIMA,0.5690639269406392,BA
3154,NOVA GLÓRIA,0.44498453380468406,GO
3155,NOVA GRANADA,0.49335924846128926,SP
3156,NOVA GUARITA,0.19668458781362008,MT
3157,NOVA GUATAPORANGA,0.30483870967741933,SP
3158,NOVA HARTZ,0.5190074441687345,RS
3159,NOVA IBIÁ,0.1675603217158177,BA
3160,NOVA IGUAÇU,0.4474862996665179,RJ
3161,NOVA IGUAÇU DE GOIÁS,0.5452182952182952,GO
3162,NOVA INDEPENDÊNCIA,0.35224948875255624,SP
3163,NOVA IORQUE,0.2418384879725086,MA
3164,NOVA IPIXUNA,0.1460841135384158,PA
3165,NOVA ITABERABA,0.35191986644407347,SC
3166,NOVA ITARANA,0.5630489335006273,BA
3167,NOVA LACERDA,0.1912568306010929,MT
3168,NOVA LARANJEIRAS,0.28480060195635815,PR
3169,NOVA LIMA,0.14241627036325002,MG
3170,NOVA LONDRINA,0.16906025600999064,PR
3171,NOVA LUZITÂNIA,0.18450560652395515,SP
3172,NOVA MAMORÉ,0.3051288726894038,RO
3173,NOVA MARILÂNDIA,0.1895937277263008,MT
3174,NOVA MARINGÁ,0.05394560855996433,MT
3175,NOVA MONTE VERDE,0.2980322003577818,MT
3176,NOVA MUTUM,0.08487171464330413,MT
3177,NOVA MÓDICA,0.42952699474438605,MG
3178,NOVA NAZARÉ,0.12753036437246965,MT
3179,NOVA ODESSA,0.16249166234343734,SP
3180,NOVA OLINDA,0.5258929757004381,CE
3181,NOVA OLINDA DO MARANHÃO,0.4283627672287877,MA
3182,NOVA OLINDA DO NORTE,0.06695549428909019,AM
3183,NOVA OLÍMPIA,0.219481030076666,MT
3184,NOVA PALMA,0.09906965049031934,RS
3185,NOVA PALMEIRA,0.48913506604175544,PB
3186,NOVA PETRÓPOLIS,0.4309184654373853,RS
3187,NOVA PONTE,0.08073916133617626,MG
3188,NOVA PORTEIRINHA,0.32085308056872036,MG
3189,NOVA PRATA,0.2734546067037224,RS
3190,NOVA PRATA DO IGUAÇU,0.40115255322554827,PR
3191,NOVA PÁDUA,0.33482142857142855,RS
3192,NOVA RAMADA,0.2361533779671333,RS
3193,NOVA REDENÇÃO,0.21844660194174756,BA
3194,NOVA RESENDE,0.05294453973699257,MG
3195,NOVA ROMA,0.2871004566210046,GO
3196,NOVA ROMA DO SUL,0.6380908248378128,RS
3197,NOVA ROSALÂNDIA,0.25193798449612403,TO
3198,NOVA RUSSAS,0.19991196537304673,CE
3199,NOVA SANTA BÁRBARA,0.2812633376013658,PR
3200,NOVA SANTA HELENA,0.09312890403180012,MT
3201,NOVA SANTA RITA,0.29590520715782687,PI
3202,NOVA SANTA ROSA,0.7705789680976762,PR
3203,NOVA SERRANA,0.08924752739909116,MG
3204,NOVA SOURE,0.5966341895482729,BA
3205,NOVA TEBAS,0.2702127659574468,PR
3206,NOVA TIMBOTEUA,0.10893814283644793,PA
3207,NOVA TRENTO,0.23326475708181674,SC
3208,NOVA UBIRATÃ,0.17987987987987988,MT
3209,NOVA UNIÃO,0.22764936764064544,MG
3210,NOVA VENEZA,0.42497118709181714,GO
3211,NOVA VENÉCIA,0.1290976535541753,ES
3212,NOVA VIÇOSA,0.55233393738674,BA
3213,NOVA XAVANTINA,0.18681845416417017,MT
3214,NOVAIS,0.2722984562607204,SP
3215,NOVO ACORDO,0.42779632721202004,TO
3216,NOVO AIRÃO,0.13718533536070282,AM
3217,NOVO ALEGRE,0.7006745362563238,TO
3218,NOVO ARIPUANÃ,0.06267267703940672,AM
3219,NOVO BARREIRO,0.12998814697747926,RS
3220,NOVO BRASIL,0.4596348884381339,GO
3221,NOVO CABRAIS,0.13407407407407407,RS
3222,NOVO CRUZEIRO,0.3910738714090287,MG
3223,NOVO GAMA,0.19567965069516258,GO
3224,NOVO HAMBURGO,0.3927429586399391,RS
3225,NOVO HORIZONTE,0.5703249442497611,BA
3226,NOVO HORIZONTE DO NORTE,0.03536141445657826,MT
3227,NOVO HORIZONTE DO OESTE,0.404276186739898,RO
3228,NOVO HORIZONTE DO SUL,0.10244988864142539,MS
3229,NOVO ITACOLOMI,0.8552012545739676,PR
3230,NOVO JARDIM,0.6372968349016254,TO
3231,NOVO LINO,0.4101365251542921,AL
3232,NOVO MACHADO,0.21328273244781784,RS
3233,NOVO MUNDO,0.402493938344302,MT
3234,NOVO ORIENTE,0.7849905546968916,CE
3235,NOVO ORIENTE DE MINAS,0.22825838849577723,MG
3236,NOVO ORIENTE DO PIAUÍ,0.10313778990450205,PI
3237,NOVO PLANALTO,0.528376594808623,GO
3238,NOVO PROGRESSO,0.03730972042582827,PA
3239,NOVO REPARTIMENTO,0.021354962579836212,PA
3240,NOVO SANTO ANTÔNIO,0.37794198139025725,MT
3241,NOVO SÃO JOAQUIM,0.10676741130091984,MT
3242,NOVO TIRADENTES,0.15837796480489671,RS
3243,NOVO TRIUNFO,0.5276236964721545,BA
3244,NOVO XINGU,0.18986254295532645,RS
3245,NOVORIZONTE,0.24130273871206515,MG
3246,NUPORANGA,0.6015315553208345,SP
3247,NÃO-ME-TOQUE,0.2642547339468952,RS
3248,NÍSIA FLORESTA,0.2768141592920354,RN
3249,OCARA,0.3088923556942278,CE
3250,OCAUÇU,0.48559479553903345,SP
3251,OEIRAS,0.3358006554412928,PI
3252,OEIRAS DO PARÁ,0.07406087390405588,PA
3253,OIAPOQUE,0.14831545266327875,AP
3254,OLARIA,0.022693997071742314,MG
3255,OLHO D'ÁGUA,0.4199687174139729,PB
3256,OLHO D'ÁGUA DAS CUNHÃS,0.48497854077253216,MA
3257,OLHO D'ÁGUA DAS FLORES,0.1695775312721265,AL
3258,OLHO D'ÁGUA DO BORGES,0.5824561403508772,RN
3259,OLHO D'ÁGUA DO CASADO,0.1514765784114053,AL
3260,OLHO D'ÁGUA DO PIAUÍ,0.06495940037476577,PI
3261,OLHO D'ÁGUA GRANDE,0.5901704320253667,AL
3262,OLHOS D'ÁGUA,0.7763588736083824,MG
3263,OLINDA,0.2592828058065786,PE
3264,OLINDA NOVA DO MARANHÃO,0.4404468850596478,MA
3265,OLINDINA,0.36406906206252915,BA
3266,OLIVEDOS,0.8177797434763379,PB
3267,OLIVEIRA,0.11342476724396837,MG
3268,OLIVEIRA DE FÁTIMA,0.2216867469879518,TO
3269,OLIVEIRA DOS BREJINHOS,0.466131816796994,BA
3270,OLIVEIRA FORTES,0.017642907551164433,MG
3271,OLIVENÇA,0.2707720588235294,AL
3272,OLÍMPIA,0.5799217093459468,SP
3273,OLÍMPIO NORONHA,0.36977491961414793,MG
3274,ONDA VERDE,0.35176085176085176,SP
3275,ONÇA DE PITANGUI,0.3495238095238095,MG
3276,ORATÓRIOS,0.15330624307351312,MG
3277,ORIENTE,0.5838509316770186,SP
3278,ORINDIÚVA,0.40476190476190477,SP
3279,ORIXIMINÁ,0.11071741532365603,PA
3280,ORIZONA,0.27773365104580355,GO
3281,ORIZÂNIA,0.5940499040307101,MG
3282,ORLEANS,0.4122481869460113,SC
3283,ORLÂNDIA,0.44853051244947856,SP
3284,OROBÓ,0.38605161998901705,PE
3285,OROCÓ,0.22426280393171236,PE
3286,ORTIGUEIRA,0.19676972773419474,PR
3287,ORÓS,0.8624629338915053,CE
3288,OSASCO,0.21329935111005552,SP
3289,OSCAR BRESSANE,0.5949074074074074,SP
3290,OSVALDO CRUZ,0.32748091603053436,SP
3291,OSÓRIO,0.6722373364425444,RS
3292,OTACÍLIO COSTA,0.19039270687237025,SC
3293,OURICURI,0.1292265273545204,PE
3294,OURILÂNDIA DO NORTE,0.07347069158281425,PA
3295,OURINHOS,0.6198300754066349,SP
3296,OURIZONA,0.37120515179392827,PR
3297,OURIÇANGAS,0.6100917431192661,BA
3298,OURO,0.5180808319546206,SC
3299,OURO BRANCO,0.17133719768139116,AL
3300,OURO FINO,0.49466631976063485,MG
3301,OURO PRETO,0.1396528778973051,MG
3302,OURO PRETO DO OESTE,0.15889328063241107,RO
3303,OURO VELHO,0.599894847528917,PB
3304,OURO VERDE,0.326569879307329,SC
3305,OURO VERDE DE GOIÁS,0.04273877017008286,GO
3306,OURO VERDE DE MINAS,0.03887510339123242,MG
3307,OURO VERDE DO OESTE,0.7899881516587678,PR
3308,OUROESTE,0.48344797936371453,SP
3309,OUROLÂNDIA,0.3043769241065453,BA
3310,OURÉM,0.016066838046272493,PA
3311,OUVIDOR,0.5803456280629352,GO
3312,PACAEMBU,0.41339001062699254,SP
3313,PACAJUS,0.30041583555901147,CE
3314,PACAJÁ,0.020611473720371008,PA
3315,PACARAIMA,0.0367420814479638,RR
3316,PACATUBA,0.5081981020832164,CE
3317,PACOTI,0.357674003569304,CE
3318,PACUJÁ,0.5314738996929376,CE
3319,PADRE BERNARDO,0.3451046337817638,GO
3320,PADRE CARVALHO,0.44065934065934065,MG
3321,PADRE MARCOS,0.5277173913043478,PI
3322,PADRE PARAÍSO,0.08905719509010185,MG
3323,PAES LANDIM,0.6090534979423868,PI
3324,PAI PEDRO,0.16069600818833163,MG
3325,PAIAL,0.3865168539325843,SC
