"","index_centrao","NM_MUNICIPIO.x","SG_UF","Year","NM_MUNICIPIO_norm","row_id","codigo_do_municipio","NM_MUNICIPIO.y","codigo_da_microrregiao","nome_da_microrregiao","semiarido","vab_agro","vab_ind","vab_serv","vab_pub","vab_total","impostos_liquidos_de_subsidios_sobre_produtos_a_precos_correntes_r_1_000","pib","pib_per_capita","SG_UF.x","Year.x","NM_MUNICIPIO_norm.x","Year.y","SG_UF.y","NM_MUNICIPIO_norm.y"
"12913",0.351,"SANTA BÁRBARA","BA","2010","SANTA BARBARA",13133,2927507,"Santa Bárbara",29012,"Feira de Santana","Sim",11614.751,7586.484,31291.856,34280.326,84773.416,6261.027,91034.444,4775.2,NA,NA,NA,NA,NA,NA
"12914",0.479,"SANTA BRÍGIDA","BA","2010","SANTA BRIGIDA",13134,2927606,"Santa Brígida",29013,"Jeremoabo","Sim",10601.835,2538.033,14600.937,29210.325,56951.13,2064.093,59015.222,3918.93,NA,NA,NA,NA,NA,NA
"12915",0.602,"SANTA CRUZ CABRÁLIA","BA","2010","SANTA CRUZ CABRALIA",13135,2927705,"Santa Cruz Cabrália",29032,"Porto Seguro","Não",33240.944,17372.087,59755.638,52132.453,162501.122,9853.072,172354.194,6578.91,NA,NA,NA,NA,NA,NA
"12916",0.498,"SANTA CRUZ DA VITÓRIA","BA","2010","SANTA CRUZ DA VITORIA",13136,2927804,"Santa Cruz da Vitória",29031,"Ilhéus-Itabuna","Não",8701.682,1380.227,6700.451,14404.019,31186.378,1026.129,32212.507,4827.29,NA,NA,NA,NA,NA,NA
"12917",0.395,"SANTA INÊS","BA","2010","SANTA INES",13137,2927903,"Santa Inês",29024,"Jequié","Sim",3026.692,2676.882,12684.545,18168.246,36556.365,2008.01,38564.374,3721.35,NA,NA,NA,NA,NA,NA
"12918",0.447,"SANTALUZ","BA","2010","SANTALUZ",13138,2928000,"Santaluz",29016,"Serrinha","Sim",16216.228,12002.417,45033.379,58089.82,131341.845,6837.826,138179.67,4086.22,NA,NA,NA,NA,NA,NA
"12919",0.562,"SANTA MARIA DA VITÓRIA","BA","2010","SANTA MARIA DA VITORIA",13139,2928109,"Santa Maria da Vitória",29003,"Santa Maria da Vitória","Sim",25311.882,20215.593,86172.546,73062.823,204762.844,15245.385,220008.229,5457.09,NA,NA,NA,NA,NA,NA
"12920",0.726,"SANTANA","BA","2010","SANTANA",13140,2928208,"Santana",29003,"Santa Maria da Vitória","Sim",35222.528,9512.164,32553.235,42131.027,119418.954,6425.984,125844.938,5085.26,NA,NA,NA,NA,NA,NA
"12921",0.579,"SANTANÓPOLIS","BA","2010","SANTANOPOLIS",13141,2928307,"Santanópolis",29012,"Feira de Santana","Sim",6546.046,1349.62,6025.113,17559.277,31480.057,800.942,32280.999,3676.23,NA,NA,NA,NA,NA,NA
"12922",0.272,"SANTA TEREZINHA","BA","2010","SANTA TEREZINHA",13142,2928505,"Santa Terezinha",29012,"Feira de Santana","Sim",4350.04,2821.275,8093.428,18167.216,33431.958,2139.085,35571.043,3683.07,NA,NA,NA,NA,NA,NA
"12923",0.361,"SANTO AMARO","BA","2010","SANTO AMARO",13143,2928604,"Santo Amaro",29020,"Santo Antônio de Jesus","Não",27454.503,121110.528,131704.671,101156.37,381426.072,57357.761,438783.832,7589.97,NA,NA,NA,NA,NA,NA
"12924",0.341,"SANTO ANTÔNIO DE JESUS","BA","2010","SANTO ANTONIO DE JESUS",13144,2928703,"Santo Antônio de Jesus",29020,"Santo Antônio de Jesus","Não",37860.878,161066.56,586957.21,156149.475,942034.122,146651.572,1088685.694,11970.29,NA,NA,NA,NA,NA,NA
"12925",0.369,"SANTO ESTEVÃO","BA","2010","SANTO ESTEVAO",13145,2928802,"Santo Estêvão",29012,"Feira de Santana","Sim",15332.529,101402.902,152608.922,83309.69,352654.043,37427.1,390081.143,8143.49,NA,NA,NA,NA,NA,NA
"12926",0.228,"SÃO DESIDÉRIO","BA","2010","SAO DESIDERIO",13146,2928901,"São Desidério",29001,"Barreiras","Sim",613895.345,56704.186,187733.986,61716.751,920050.267,38985.084,959035.351,34632.22,NA,NA,NA,NA,NA,NA
"12927",0.377,"SÃO FÉLIX","BA","2010","SAO FELIX",13147,2929008,"São Félix",29020,"Santo Antônio de Jesus","Não",23939.916,5553.193,32679.58,27784.034,89956.724,5502.952,95459.676,6770.67,NA,NA,NA,NA,NA,NA
"12928",0.497,"SÃO DOMINGOS","BA","2010","SAO DOMINGOS",13148,2928950,"São Domingos",29016,"Serrinha","Sim",4678.976,2709.911,9133.104,17765.245,34287.237,1155.62,35442.856,3843.71,NA,NA,NA,NA,NA,NA
"12929",0.142,"SÃO FELIPE","BA","2010","SAO FELIPE",13149,2929107,"São Felipe",29020,"Santo Antônio de Jesus","Não",22714.536,5343.377,30816.067,39662.175,98536.155,5037.838,103573.993,5100.91,NA,NA,NA,NA,NA,NA
"12930",0.879,"SÃO FÉLIX DO CORIBE","BA","2010","SAO FELIX DO CORIBE",13150,2929057,"São Félix do Coribe",29003,"Santa Maria da Vitória","Sim",22023.191,5391.65,24456.693,25831.564,77703.097,4215.57,81918.667,6281.14,NA,NA,NA,NA,NA,NA
"12931",0.639,"SÃO FRANCISCO DO CONDE","BA","2010","SAO FRANCISCO DO CONDE",13151,2929206,"São Francisco do Conde",29021,"Salvador","Não",6724.071,2064963.372,1818688.889,231153.688,4121530.02,1202383.765,5323913.785,160494.21,NA,NA,NA,NA,NA,NA
"12932",0.636,"SÃO GONÇALO DOS CAMPOS","BA","2010","SAO GONCALO DOS CAMPOS",13152,2929305,"São Gonçalo dos Campos",29012,"Feira de Santana","Sim",21237.789,67768.568,61553.14,54394.189,204953.686,21398.377,226352.063,6799.61,NA,NA,NA,NA,NA,NA
"12933",0.689,"SÃO JOSÉ DO JACUÍPE","BA","2010","SAO JOSE DO JACUIPE",13153,2929370,"São José do Jacuípe",29010,"Jacobina","Sim",8047.567,2490.967,11433.652,20386.349,42358.535,2042.938,44401.473,4347.54,NA,NA,NA,NA,NA,NA
"12934",0.082,"SÃO MIGUEL DAS MATAS","BA","2010","SAO MIGUEL DAS MATAS",13154,2929404,"São Miguel das Matas",29024,"Jequié","Não",11941.577,2182.198,21107.102,20269.122,55499.998,5312.255,60812.254,5839.47,NA,NA,NA,NA,NA,NA
"12935",0.423,"SÃO SEBASTIÃO DO PASSÉ","BA","2010","SAO SEBASTIAO DO PASSE",13155,2929503,"São Sebastião do Passé",29019,"Catu","Não",18242.124,204547.624,138594.156,78664.138,440048.043,47288.657,487336.7,11561.14,NA,NA,NA,NA,NA,NA
"12936",0.058,"SAPEAÇU","BA","2010","SAPEACU",13156,2929602,"Sapeaçu",29020,"Santo Antônio de Jesus","Não",34251.979,6762.559,27427.25,31499.544,99941.331,4645.188,104586.52,6301.53,NA,NA,NA,NA,NA,NA
"12937",0.63,"SÁTIRO DIAS","BA","2010","SATIRO DIAS",13157,2929701,"Sátiro Dias",29017,"Alagoinhas","Sim",15321.755,12544.259,17238.233,35586.871,80691.118,2599.285,83290.403,4480.87,NA,NA,NA,NA,NA,NA
"12938",0.116,"SAUBARA","BA","2010","SAUBARA",13158,2929750,"Saubara",29020,"Santo Antônio de Jesus","Não",11153.792,7219.217,26582.626,23195.259,68150.894,2986.903,71137.797,6351.02,NA,NA,NA,NA,NA,NA
"12939",0.278,"SAÚDE","BA","2010","SAUDE",13159,2929800,"Saúde",29010,"Jacobina","Sim",5038.091,2271.899,12548.614,23254.125,43112.73,1665.08,44777.809,3779.67,NA,NA,NA,NA,NA,NA
"12940",0.347,"SEABRA","BA","2010","SEABRA",13160,2929909,"Seabra",29023,"Seabra","Sim",13859.271,12018.67,114586.803,71079.323,211544.067,19504.843,231048.91,5525.5,NA,NA,NA,NA,NA,NA
"12941",0.616,"SEBASTIÃO LARANJEIRAS","BA","2010","SEBASTIAO LARANJEIRAS",13161,2930006,"Sebastião Laranjeiras",29026,"Guanambi","Sim",12883.653,1664.552,8957.65,21154.054,44659.91,1351.078,46010.988,4436.08,NA,NA,NA,NA,NA,NA
"12942",0.178,"SENHOR DO BONFIM","BA","2010","SENHOR DO BONFIM",13162,2930105,"Senhor do Bonfim",29008,"Senhor do Bonfim","Sim",10704.605,50261.141,280218.47,133048.422,474232.638,48304.634,522537.273,7020.43,NA,NA,NA,NA,NA,NA
"12943",0.067,"SENTO SÉ","BA","2010","SENTO SE",13163,2930204,"Sento Sé",29004,"Juazeiro","Sim",33129.714,5230.898,36607.477,74425.77,149393.86,5665.562,155059.422,4142.54,NA,NA,NA,NA,NA,NA
"12944",0.515,"SERRA DO RAMALHO","BA","2010","SERRA DO RAMALHO",13164,2930154,"Serra do Ramalho",29007,"Bom Jesus da Lapa","Sim",24059.528,4951.888,30838.139,59794.335,119643.89,5149.371,124793.261,3943.41,NA,NA,NA,NA,NA,NA
"12945",0.712,"SERRA DOURADA","BA","2010","SERRA DOURADA",13165,2930303,"Serra Dourada",29003,"Santa Maria da Vitória","Sim",23403.509,4476.381,19562.728,35423.036,82865.654,2592.433,85458.087,4718.31,NA,NA,NA,NA,NA,NA
"12946",0.615,"SERRA PRETA","BA","2010","SERRA PRETA",13166,2930402,"Serra Preta",29012,"Feira de Santana","Sim",6880.731,3540.204,13849.511,28561.872,52832.319,1865.136,54697.455,3551.55,NA,NA,NA,NA,NA,NA
"12947",0.198,"SERRINHA","BA","2010","SERRINHA",13167,2930501,"Serrinha",29016,"Serrinha","Sim",19468.432,118370.407,209144.429,140932.584,487915.852,43052.844,530968.696,6870.27,NA,NA,NA,NA,NA,NA
"12948",0.581,"SERROLÂNDIA","BA","2010","SERROLANDIA",13168,2930600,"Serrolândia",29010,"Jacobina","Sim",4660.465,3574.357,14386.136,23558.609,46179.567,1842.982,48022.548,3889.41,NA,NA,NA,NA,NA,NA
"12949",0.522,"SIMÕES FILHO","BA","2010","SIMOES FILHO",13169,2930709,"Simões Filho",29021,"Salvador","Não",4927.619,1063205.48,1263967.873,248701.63,2580802.602,673236.369,3254038.971,27571.93,NA,NA,NA,NA,NA,NA
"12950",0.49,"SÍTIO DO MATO","BA","2010","SITIO DO MATO",13170,2930758,"Sítio do Mato",29007,"Bom Jesus da Lapa","Sim",15061.32,1639.731,9089.736,23393.595,49184.382,1588.336,50772.718,4213.15,NA,NA,NA,NA,NA,NA
"12951",0.349,"SOUTO SOARES","BA","2010","SOUTO SOARES",13171,2930808,"Souto Soares",29009,"Irecê","Sim",5122.352,2619.587,14771.041,30332.69,52845.67,2282.933,55128.604,3467.43,NA,NA,NA,NA,NA,NA
"12952",0.727,"TABOCAS DO BREJO VELHO","BA","2010","TABOCAS DO BREJO VELHO",13172,2930907,"Tabocas do Brejo Velho",29002,"Cotegipe","Sim",10887.978,1686.345,11717.639,21321.826,45613.787,2021.556,47635.344,4168.3,NA,NA,NA,NA,NA,NA
"12953",0.546,"TANHAÇU","BA","2010","TANHACU",13173,2931004,"Tanhaçu",29027,"Brumado","Sim",10991.451,3973.682,28154.313,37950.233,81069.679,4282.995,85352.674,4262.94,NA,NA,NA,NA,NA,NA
"12954",0.297,"TANQUINHO","BA","2010","TANQUINHO",13174,2931103,"Tanquinho",29012,"Feira de Santana","Sim",3170.179,2416.116,9684.839,14800.571,30071.706,1169.326,31241.032,3901.23,NA,NA,NA,NA,NA,NA
"12955",0.112,"TAPEROÁ","BA","2010","TAPEROA",13175,2931202,"Taperoá",29030,"Valença","Não",37545.576,5011.827,21724.298,38992.329,103274.03,3181.061,106455.09,5665.22,NA,NA,NA,NA,NA,NA
"12956",0.88,"TAPIRAMUTÁ","BA","2010","TAPIRAMUTA",13176,2931301,"Tapiramutá",29011,"Itaberaba","Sim",29633.573,8865.238,19764.459,41133.254,99396.525,3002.736,102399.26,6195.5,NA,NA,NA,NA,NA,NA
"12957",0.312,"TEODORO SAMPAIO","BA","2010","TEODORO SAMPAIO",13177,2931400,"Teodoro Sampaio",29012,"Feira de Santana","Não",5381.073,3111.323,16283.421,15323.352,40099.168,3331.014,43430.183,5500.97,NA,NA,NA,NA,NA,NA
"12958",0.698,"TEOFILÂNDIA","BA","2010","TEOFILANDIA",13178,2931509,"Teofilândia",29016,"Serrinha","Sim",9717.466,4706.504,20977.365,39312.615,74713.949,3291.916,78005.865,3630.88,NA,NA,NA,NA,NA,NA
"12959",0.508,"TEOLÂNDIA","BA","2010","TEOLANDIA",13179,2931608,"Teolândia",29031,"Ilhéus-Itabuna","Não",20315.257,3745.149,13601.057,28087.139,65748.601,3213.923,68962.524,4643.94,NA,NA,NA,NA,NA,NA
"12960",0.34,"TERRA NOVA","BA","2010","TERRA NOVA",13180,2931707,"Terra Nova",29019,"Catu","Não",4289.484,16560.165,12755.107,24357.674,57962.43,5797.717,63760.147,4978.93,NA,NA,NA,NA,NA,NA
"12961",0.539,"TREMEDAL","BA","2010","TREMEDAL",13181,2931806,"Tremedal",29027,"Brumado","Sim",8545.022,2157.397,13930.802,30862.463,55495.683,1962.113,57457.796,3373.52,NA,NA,NA,NA,NA,NA
"12962",0.322,"TUCANO","BA","2010","TUCANO",13182,2931905,"Tucano",29014,"Euclides da Cunha","Sim",51632.149,11141.608,68060.944,92865.339,223700.04,9902.324,233602.364,4458.83,NA,NA,NA,NA,NA,NA
"12963",0.241,"UAUÁ","BA","2010","UAUA",13183,2932002,"Uauá",29014,"Euclides da Cunha","Sim",15019.265,7309.538,27960.715,44019.231,94308.75,3643.176,97951.925,4030.61,NA,NA,NA,NA,NA,NA
"12964",0.613,"UBAÍRA","BA","2010","UBAIRA",13184,2932101,"Ubaíra",29024,"Jequié","Sim",23817.59,5642.912,24320.638,36187.492,89968.631,2819.196,92787.828,4695.98,NA,NA,NA,NA,NA,NA
"12965",0.825,"UBAITABA","BA","2010","UBAITABA",13185,2932200,"Ubaitaba",29031,"Ilhéus-Itabuna","Não",11790.685,12487.595,59970.27,40428.74,124677.289,13261.914,137939.203,6664.7,NA,NA,NA,NA,NA,NA
"12966",0.255,"UBATÃ","BA","2010","UBATA",13186,2932309,"Ubatã",29031,"Ilhéus-Itabuna","Não",15020.15,6235.621,38128.712,43144.165,102528.648,7065.432,109594.08,4381.13,NA,NA,NA,NA,NA,NA
"12967",0.066,"UIBAÍ","BA","2010","UIBAI",13187,2932408,"Uibaí",29009,"Irecê","Sim",8334.522,4130.138,13611.081,25651.716,51727.457,1627.162,53354.618,3907.33,NA,NA,NA,NA,NA,NA
"12968",0.198,"UMBURANAS","BA","2010","UMBURANAS",13188,2932457,"Umburanas",29008,"Senhor do Bonfim","Sim",5343.416,2083.354,11480.457,32367.709,51274.936,1909.752,53184.688,3126.67,NA,NA,NA,NA,NA,NA
"12969",0.517,"UNA","BA","2010","UNA",13189,2932507,"Una",29031,"Ilhéus-Itabuna","Não",42977.499,58340.623,71355.23,47305.792,219979.145,11760.083,231739.229,9613.34,NA,NA,NA,NA,NA,NA
"12970",0.724,"URANDI","BA","2010","URANDI",13190,2932606,"Urandi",29026,"Guanambi","Sim",13476.399,30595.502,22640.123,30371.86,97083.884,8755.472,105839.356,6414.9,NA,NA,NA,NA,NA,NA
"12971",0.539,"URUÇUCA","BA","2010","URUCUCA",13191,2932705,"Uruçuca",29031,"Ilhéus-Itabuna","Não",23414.404,9801.876,28120.466,37861.389,99198.136,4410.219,103608.355,5222.2,NA,NA,NA,NA,NA,NA
"12972",0.133,"UTINGA","BA","2010","UTINGA",13192,2932804,"Utinga",29023,"Seabra","Sim",11882.679,3749.992,23625.012,32901.956,72159.64,3696.085,75855.725,4169.5,NA,NA,NA,NA,NA,NA
"12973",0.539,"VALENÇA","BA","2010","VALENCA",13193,2932903,"Valença",29030,"Valença","Não",70585.78,92419.208,373969.419,150210.844,687185.25,80832.596,768017.847,8655.77,NA,NA,NA,NA,NA,NA
"12974",0.345,"VALENTE","BA","2010","VALENTE",13194,2933000,"Valente",29016,"Serrinha","Sim",6496.481,12869.707,40258.797,45652.179,105277.164,6385.215,111662.379,4543,NA,NA,NA,NA,NA,NA
"12975",0.07,"VÁRZEA DO POÇO","BA","2010","VARZEA DO POCO",13195,2933109,"Várzea do Poço",29010,"Jacobina","Sim",5359.657,1806.971,10809.609,16413.191,34389.428,2160.13,36549.558,4218.55,NA,NA,NA,NA,NA,NA
"12976",0.261,"VARZEDO","BA","2010","VARZEDO",13196,2933174,"Varzedo",29020,"Santo Antônio de Jesus","Não",9959.997,7078.793,9039.276,16773.628,42851.694,2205.661,45057.355,4939.96,NA,NA,NA,NA,NA,NA
"12977",0.244,"VERA CRUZ","BA","2010","VERA CRUZ",13197,2933208,"Vera Cruz",29021,"Salvador","Não",12829.795,37319.476,128450.869,75441.091,254041.231,21087.917,275129.148,7319.8,NA,NA,NA,NA,NA,NA
"12978",0.694,"VEREDA","BA","2010","VEREDA",13198,2933257,"Vereda",29032,"Porto Seguro","Não",23501.324,13098.897,7147.25,14101.423,57848.894,1556.895,59405.789,8733.58,NA,NA,NA,NA,NA,NA
"12979",0.261,"VITÓRIA DA CONQUISTA","BA","2010","VITORIA DA CONQUISTA",13199,2933307,"Vitória da Conquista",29028,"Vitória da Conquista","Sim",68352.853,556778.277,1852003.606,537719.189,3014853.925,491969.752,3506823.677,11446.22,NA,NA,NA,NA,NA,NA
"12980",0.572,"WAGNER","BA","2010","WAGNER",13200,2933406,"Wagner",29023,"Seabra","Sim",6138.26,2290.706,10618.628,20110.868,39158.461,1510.146,40668.607,4527.29,NA,NA,NA,NA,NA,NA
"12981",0.232,"WENCESLAU GUIMARÃES","BA","2010","WENCESLAU GUIMARAES",13201,2933505,"Wenceslau Guimarães",29031,"Ilhéus-Itabuna","Não",78736.852,7203.035,27399.113,45097.718,158436.718,4014.059,162450.777,7323.87,NA,NA,NA,NA,NA,NA
"12982",0.426,"XIQUE-XIQUE","BA","2010","XIQUE XIQUE",13202,2933604,"Xique-Xique",29006,"Barra","Sim",30501.082,7368.692,65055.155,83151.262,186076.192,11896.957,197973.149,4345.14,NA,NA,NA,NA,NA,NA
"12983",0.28,"LAPÃO","BA","2010","LAPAO",13203,2919157,"Lapão",29009,"Irecê","Sim",20164.669,9773.625,26646.102,46554.157,103138.554,4426.128,107564.682,4193.39,NA,NA,NA,NA,NA,NA
"12984",0.571,"MADRE DE DEUS","BA","2010","MADRE DE DEUS",13204,2919926,"Madre de Deus",29021,"Salvador","Não",1094.273,60727.647,175987.566,79925.338,317734.825,29659.088,347393.913,19983.54,NA,NA,NA,NA,NA,NA
"12985",0.716,"MAETINGA","BA","2010","MAETINGA",13205,2919959,"Maetinga",29027,"Brumado","Sim",1758.099,978.838,6779.376,13600.209,23116.522,1073.281,24189.803,3440.45,NA,NA,NA,NA,NA,NA
"12986",0.562,"MANSIDÃO","BA","2010","MANSIDAO",13206,2920452,"Mansidão",29002,"Cotegipe","Sim",6732.528,1102.653,7286.88,22287.573,37409.634,1154.357,38563.991,3062.09,NA,NA,NA,NA,NA,NA
"12987",0.201,"NORDESTINA","BA","2010","NORDESTINA",13207,2922656,"Nordestina",29014,"Euclides da Cunha","Sim",3345.606,1764.299,9958.346,22649.353,37717.604,1442.907,39160.512,3158.62,NA,NA,NA,NA,NA,NA
"12988",0.559,"PÉ DE SERRA","BA","2010","PE DE SERRA",13208,2924058,"Pé de Serra",29016,"Serrinha","Sim",7723.32,2390.99,12994.316,27140.427,50249.053,2213.377,52462.43,3814.89,NA,NA,NA,NA,NA,NA
"12989",0.286,"PINTADAS","BA","2010","PINTADAS",13209,2924652,"Pintadas",29012,"Feira de Santana","Sim",7588.298,1668.399,9747.24,20843.842,39847.778,1929.812,41777.59,4038.43,NA,NA,NA,NA,NA,NA
"12990",0.386,"QUIXABEIRA","BA","2010","QUIXABEIRA",13210,2925931,"Quixabeira",29010,"Jacobina","Sim",3617.082,1739.582,7626.296,17556.024,30538.983,989.083,31528.067,3302.06,NA,NA,NA,NA,NA,NA
"12991",0.24,"RAFAEL JAMBEIRO","BA","2010","RAFAEL JAMBEIRO",13211,2925956,"Rafael Jambeiro",29012,"Feira de Santana","Sim",6115.147,5745.209,67000.566,45932.878,124793.8,16379.197,141172.998,5524.28,NA,NA,NA,NA,NA,NA
"12992",0.483,"SANTA LUZIA","BA","2010","SANTA LUZIA",13212,2928059,"Santa Luzia",29031,"Ilhéus-Itabuna","Não",16509.435,3364.418,12033.687,26622.269,58529.809,1603.295,60133.105,4510.43,NA,NA,NA,NA,NA,NA
"12993",0.18,"SÃO GABRIEL","BA","2010","SAO GABRIEL",13213,2929255,"São Gabriel",29009,"Irecê","Sim",10971.229,3872.739,16745.926,35346.55,66936.444,2162.761,69099.205,3751.52,NA,NA,NA,NA,NA,NA
"12994",0.404,"SÍTIO DO QUINTO","BA","2010","SITIO DO QUINTO",13214,2930766,"Sítio do Quinto",29013,"Jeremoabo","Sim",15201.993,3334.232,12204.262,25118.25,55858.737,1891.131,57749.868,4582.23,NA,NA,NA,NA,NA,NA
"12995",0.422,"TANQUE NOVO","BA","2010","TANQUE NOVO",13215,2931053,"Tanque Novo",29022,"Boquira","Sim",8064.77,2956.527,27716.894,29383.015,68121.206,6325.017,74446.222,4614.53,NA,NA,NA,NA,NA,NA
"12996",0.371,"SÃO JOSÉ DA VITÓRIA","BA","2010","SAO JOSE DA VITORIA",13216,2929354,"São José da Vitória",29031,"Ilhéus-Itabuna","Não",3938.406,1477.798,5766.518,12472.421,23655.143,678.979,24334.121,4257.94,NA,NA,NA,NA,NA,NA
"12997",0.348,"TEIXEIRA DE FREITAS","BA","2010","TEIXEIRA DE FREITAS",13217,2931350,"Teixeira de Freitas",29032,"Porto Seguro","Não",55796.64,200385.253,671959.629,239832.265,1167973.787,134951.694,1302925.481,9408.02,NA,NA,NA,NA,NA,NA
"12998",0.865,"NOVO HORIZONTE","BA","2010","NOVO HORIZONTE",13218,2923035,"Novo Horizonte",29022,"Boquira","Sim",5242.212,1340.041,9642.442,18893.799,35118.493,1543.636,36662.129,3435.04,NA,NA,NA,NA,NA,NA
"12999",0.526,"VÁRZEA NOVA","BA","2010","VARZEA NOVA",13219,2933158,"Várzea Nova",29010,"Jacobina","Sim",8039.946,2496.311,14528.021,25241.349,50305.628,2176.343,52481.971,3998.02,NA,NA,NA,NA,NA,NA
"13000",0.359,"NOVA IBIÁ","BA","2010","NOVA IBIA",13220,2922755,"Nova Ibiá",29031,"Ilhéus-Itabuna","Não",19922.994,2031.292,6942.287,14727.786,43624.36,1373.678,44998.037,6768.66,NA,NA,NA,NA,NA,NA
"13001",0.65,"VÁRZEA DA ROÇA","BA","2010","VARZEA DA ROCA",13221,2933059,"Várzea da Roça",29011,"Itaberaba","Sim",5045.039,2531.185,12293.264,25944.44,45813.928,1635.36,47449.289,3441.6,NA,NA,NA,NA,NA,NA
"13002",0.3,"SOBRADINHO","BA","2010","SOBRADINHO",13222,2930774,"Sobradinho",29004,"Juazeiro","Sim",14923.169,354708.171,34011.1,44309.284,447951.725,4966.47,452918.194,20598.43,NA,NA,NA,NA,NA,NA
"13003",0.407,"WANDERLEY","BA","2010","WANDERLEY",13223,2933455,"Wanderley",29002,"Cotegipe","Sim",27520.63,1697.877,13341.341,22932.722,65492.57,1524.962,67017.532,5367.84,NA,NA,NA,NA,NA,NA
"13004",0.434,"ALFREDO VASCONCELOS","MG","2010","ALFREDO VASCONCELOS",13224,3101631,"Alfredo Vasconcelos",31059,"Barbacena","Não",11367.859,5033.33,10394.843,14392.842,41188.874,2190.188,43379.062,7137.06,NA,NA,NA,NA,NA,NA
"13005",0.837,"ABADIA DOS DOURADOS","MG","2010","ABADIA DOS DOURADOS",13225,3100104,"Abadia dos Dourados",31019,"Patrocínio","Não",20586.812,5826.007,16947.789,16845.053,60205.66,3466.555,63672.215,9497.65,NA,NA,NA,NA,NA,NA
"13006",0.698,"ARAPORÃ","MG","2010","ARAPORA",13226,3103751,"Araporã",31018,"Uberlândia","Não",13576.703,788412.27,132602.157,25330.66,959921.791,36209.129,996130.92,159815.65,NA,NA,NA,NA,NA,NA
"13007",0.368,"ABAETÉ","MG","2010","ABAETE",13227,3100203,"Abaeté",31024,"Três Marias","Não",31883.493,30690.289,94263.611,51349.295,208186.688,18137.955,226324.643,9970.25,NA,NA,NA,NA,NA,NA
"13008",1.258,"BRASILÂNDIA DE MINAS","MG","2010","BRASILANDIA DE MINAS",13228,3108552,"Brasilândia de Minas",31002,"Paracatu","Não",16870.389,8331.324,38879.553,31059.972,95141.238,7047.911,102189.149,7183.27,NA,NA,NA,NA,NA,NA
"13009",0.561,"ABRE CAMPO","MG","2010","ABRE CAMPO",13229,3100302,"Abre Campo",31061,"Manhuaçu","Não",20715.496,14454.303,37438.158,27633.442,100241.398,6572.572,106813.97,8024.49,NA,NA,NA,NA,NA,NA
"13010",0.755,"CAPITÃO ANDRADE","MG","2010","CAPITAO ANDRADE",13230,3112653,"Capitão Andrade",31037,"Governador Valadares","Sim",3430.305,2475.816,6581.886,12549.391,25037.398,676.165,25713.563,5216.79,NA,NA,NA,NA,NA,NA
"13011",0.618,"ACAIACA","MG","2010","ACAIACA",13231,3100401,"Acaiaca",31060,"Ponte Nova","Não",2822.003,1269.09,6979.788,10542.273,21613.153,827.074,22440.227,5718.71,NA,NA,NA,NA,NA,NA
"13012",0.905,"CARNEIRINHO","MG","2010","CARNEIRINHO",13232,3114550,"Carneirinho",31021,"Frutal","Não",45415.861,34870.061,44825.692,30010.416,155122.031,12270.797,167392.828,17681.72,NA,NA,NA,NA,NA,NA
"13013",0.374,"AÇUCENA","MG","2010","ACUCENA",13233,3100500,"Açucena",31039,"Ipatinga","Sim",7558.957,1777.258,13204.355,23655.129,46195.698,2770.607,48966.306,4754.93,NA,NA,NA,NA,NA,NA
"13014",0.876,"CATUJI","MG","2010","CATUJI",13234,3115458,"Catuji",31015,"Teófilo Otoni","Sim",3531.615,1518.532,12197.986,14593.803,31841.937,2774.18,34616.116,5162.73,NA,NA,NA,NA,NA,NA
"13015",0.882,"ÁGUA BOA","MG","2010","AGUA BOA",13235,3100609,"Água Boa",31036,"Peçanha","Sim",19359.397,4454.494,17302.443,30389.417,71505.752,2664.279,74170.031,4881.86,NA,NA,NA,NA,NA,NA
"13016",0.44,"DIVISA ALEGRE","MG","2010","DIVISA ALEGRE",13236,3122355,"Divisa Alegre",31005,"Salinas","Sim",7838.188,11660.101,13080.659,15281.372,47860.32,5628.272,53488.592,9090.52,NA,NA,NA,NA,NA,NA
"13017",0.849,"ÁGUA COMPRIDA","MG","2010","AGUA COMPRIDA",13237,3100708,"Água Comprida",31022,"Uberaba","Não",43434.608,4419.148,18843.145,9548.361,76245.262,3104.308,79349.571,39281.97,NA,NA,NA,NA,NA,NA
"13018",0.607,"DIVISÓPOLIS","MG","2010","DIVISOPOLIS",13238,3122454,"Divisópolis",31014,"Almenara","Sim",8875.275,2484.416,10545.963,18974.013,40879.667,1203.349,42083.016,4691.53,NA,NA,NA,NA,NA,NA
"13019",0.745,"AGUANIL","MG","2010","AGUANIL",13239,3100807,"Aguanil",31045,"Campo Belo","Não",6923.055,2521.712,8099.9,10843.451,28388.119,904.277,29292.395,7234.48,NA,NA,NA,NA,NA,NA
"13020",0.678,"DURANDÉ","MG","2010","DURANDE",13240,3123528,"Durandé",31061,"Manhuaçu","Não",15735.739,2350.178,12524.445,16722.884,47333.246,1677.522,49010.768,6621.29,NA,NA,NA,NA,NA,NA
"13021",0.356,"ÁGUAS FORMOSAS","MG","2010","AGUAS FORMOSAS",13241,3100906,"Águas Formosas",31016,"Nanuque","Sim",7769.227,9111.358,36250.53,39307.64,92438.755,5762.481,98201.235,5313.34,NA,NA,NA,NA,NA,NA
