"","index_centrao","NM_MUNICIPIO.x","SG_UF","Year","NM_MUNICIPIO_norm","row_id","codigo_do_municipio","NM_MUNICIPIO.y","codigo_da_microrregiao","nome_da_microrregiao","semiarido","vab_agro","vab_ind","vab_serv","vab_pub","vab_total","impostos_liquidos_de_subsidios_sobre_produtos_a_precos_correntes_r_1_000","pib","pib_per_capita","SG_UF.x","Year.x","NM_MUNICIPIO_norm.x","Year.y","SG_UF.y","NM_MUNICIPIO_norm.y"
"7231",0.537,"GUARATINGA","BA","2006","GUARATINGA",7390,2911808,"Guaratinga",29032,"Porto Seguro","Não",34258.829,3702.51,15347.677,26587.985,79897.001,4108.039,84005.04,3575.75,NA,NA,NA,NA,NA,NA
"7232",0.33,"IAÇU","BA","2006","IACU",7391,2911907,"Iaçu",29011,"Itaberaba","Sim",9287.545,4828.622,19686.974,34315.878,68119.019,4771.19,72890.209,2406.01,NA,NA,NA,NA,NA,NA
"7233",0.439,"IBIASSUCÊ","BA","2006","IBIASSUCE",7392,2912004,"Ibiassucê",29026,"Guanambi","Sim",3567.365,1560.333,7174.499,14838.846,27141.042,1465.008,28606.05,2116.93,NA,NA,NA,NA,NA,NA
"7234",0.757,"IBICARAÍ","BA","2006","IBICARAI",7393,2912103,"Ibicaraí",29031,"Ilhéus-Itabuna","Não",7253.8,2764.981,29693.559,30254.244,69966.585,4271.607,74238.192,2688.82,NA,NA,NA,NA,NA,NA
"7235",0.092,"IBICOARA","BA","2006","IBICOARA",7394,2912202,"Ibicoara",29023,"Seabra","Sim",84514.699,7230.68,27074.707,19843.1,138663.186,6416.967,145080.153,8253.51,NA,NA,NA,NA,NA,NA
"7236",0.413,"IBICUÍ","BA","2006","IBICUI",7395,2912301,"Ibicuí",29028,"Vitória da Conquista","Não",17310.974,2299.92,11915.258,18657.34,50183.492,2273.632,52457.124,3554.97,NA,NA,NA,NA,NA,NA
"7237",0.013,"IBIPEBA","BA","2006","IBIPEBA",7396,2912400,"Ibipeba",29009,"Irecê","Sim",4620.598,4714.289,9230.528,16859.11,35424.526,3949.77,39374.296,2848.05,NA,NA,NA,NA,NA,NA
"7238",0.478,"SANTA RITA DE CÁSSIA","BA","2006","SANTA RITA DE CASSIA",7397,2928406,"Santa Rita de Cássia",29002,"Cotegipe","Sim",13369.292,1702.429,16427.128,28933.766,60432.615,2946.852,63379.467,2575.88,NA,NA,NA,NA,NA,NA
"7239",0.727,"IBIPITANGA","BA","2006","IBIPITANGA",7398,2912509,"Ibipitanga",29022,"Boquira","Sim",6072.109,960.967,6635.017,14219.973,27888.067,1490.092,29378.158,2168.61,NA,NA,NA,NA,NA,NA
"7240",0.456,"IBIQUERA","BA","2006","IBIQUERA",7399,2912608,"Ibiquera",29011,"Itaberaba","Sim",2563.984,489.196,1925.484,4687.665,9666.331,505.542,10171.873,2901.28,NA,NA,NA,NA,NA,NA
"7241",0.655,"IBIRAPITANGA","BA","2006","IBIRAPITANGA",7400,2912707,"Ibirapitanga",29031,"Ilhéus-Itabuna","Não",40027.807,3951.851,15966.08,23939.931,83885.669,2890.323,86775.992,4619.68,NA,NA,NA,NA,NA,NA
"7242",0.799,"IBIRAPUÃ","BA","2006","IBIRAPUA",7401,2912806,"Ibirapuã",29032,"Porto Seguro","Não",72672.924,2761.438,9066.954,8854.537,93355.853,3051.463,96407.316,15507.05,NA,NA,NA,NA,NA,NA
"7243",0.09,"IBIRATAIA","BA","2006","IBIRATAIA",7402,2912905,"Ibirataia",29031,"Ilhéus-Itabuna","Não",43113.066,4656.724,21944.097,29795.905,99509.792,3570.215,103080.007,3927.01,NA,NA,NA,NA,NA,NA
"7244",0.76,"IBITIARA","BA","2006","IBITIARA",7403,2913002,"Ibitiara",29022,"Boquira","Sim",3102.546,1036.298,8062.535,14216.751,26418.129,1858.722,28276.85,2252.42,NA,NA,NA,NA,NA,NA
"7245",0.031,"IBITITÁ","BA","2006","IBITITA",7404,2913101,"Ibititá",29009,"Irecê","Sim",7566.98,3274.071,10994.793,21264.759,43100.603,2551.048,45651.651,2486.2,NA,NA,NA,NA,NA,NA
"7246",0.194,"IBOTIRAMA","BA","2006","IBOTIRAMA",7405,2913200,"Ibotirama",29006,"Barra","Sim",12206.8,8739.086,47777.854,26602.631,95326.371,11766.76,107093.131,4318.97,NA,NA,NA,NA,NA,NA
"7247",0.322,"ICHU","BA","2006","ICHU",7406,2913309,"Ichu",29016,"Serrinha","Sim",2428.844,620.506,3314.295,5722.013,12085.658,545.975,12631.633,3736.06,NA,NA,NA,NA,NA,NA
"7248",0.58,"IGAPORÃ","BA","2006","IGAPORA",7407,2913408,"Igaporã",29026,"Guanambi","Sim",5372.469,1499.961,7051.828,17331.545,31255.803,1974.76,33230.563,2227.25,NA,NA,NA,NA,NA,NA
"7249",0.472,"IGRAPIÚNA","BA","2006","IGRAPIUNA",7408,2913457,"Igrapiúna",29030,"Valença","Não",23835.108,2593.165,8456.07,21624.02,56508.363,2049.696,58558.059,3521.65,NA,NA,NA,NA,NA,NA
"7250",0.535,"IGUAÍ","BA","2006","IGUAI",7409,2913507,"Iguaí",29028,"Vitória da Conquista","Sim",11009.405,3097.608,16694.178,30183.048,60984.24,2739.723,63723.962,2385.15,NA,NA,NA,NA,NA,NA
"7251",0.432,"ILHÉUS","BA","2006","ILHEUS",7410,2913606,"Ilhéus",29031,"Ilhéus-Itabuna","Não",53699.185,548764.343,614811.852,250729.57,1468004.949,305146.319,1773151.268,8025.78,NA,NA,NA,NA,NA,NA
"7252",0.064,"INHAMBUPE","BA","2006","INHAMBUPE",7411,2913705,"Inhambupe",29017,"Alagoinhas","Sim",42008.998,12068.022,26048.328,37358.497,117483.845,6751.713,124235.558,3834.79,NA,NA,NA,NA,NA,NA
"7253",0.665,"IPECAETÁ","BA","2006","IPECAETA",7412,2913804,"Ipecaetá",29012,"Feira de Santana","Sim",6715.371,1351.137,6412.295,22514.179,36992.982,1220.905,38213.887,1924.07,NA,NA,NA,NA,NA,NA
"7254",0.588,"IPIAÚ","BA","2006","IPIAU",7413,2913903,"Ipiaú",29031,"Ilhéus-Itabuna","Não",11326.9,17971.963,71765.351,47655.611,148719.826,14151.594,162871.421,3839.04,NA,NA,NA,NA,NA,NA
"7255",0.141,"IPIRÁ","BA","2006","IPIRA",7414,2914000,"Ipirá",29012,"Feira de Santana","Sim",25696.333,26427.495,52231.622,69982.011,174337.462,17420.704,191758.166,3140.28,NA,NA,NA,NA,NA,NA
"7256",0.775,"IPUPIARA","BA","2006","IPUPIARA",7415,2914109,"Ipupiara",29022,"Boquira","Sim",1980.903,1294.232,7716.696,10162.406,21154.237,1437.321,22591.558,2534.39,NA,NA,NA,NA,NA,NA
"7257",0.785,"IRAJUBA","BA","2006","IRAJUBA",7416,2914208,"Irajuba",29024,"Jequié","Sim",2792.702,889.43,4264.815,9644.725,17591.672,835.899,18427.571,2893.78,NA,NA,NA,NA,NA,NA
"7258",0.518,"IRAMAIA","BA","2006","IRAMAIA",7417,2914307,"Iramaia",29024,"Jequié","Sim",5788.451,1200.591,5964.084,19286.27,32239.396,1313.57,33552.965,1883.52,NA,NA,NA,NA,NA,NA
"7259",0.167,"IRAQUARA","BA","2006","IRAQUARA",7418,2914406,"Iraquara",29009,"Irecê","Sim",15112.8,2447.613,15988.004,22770.259,56318.676,3288.018,59606.694,3086.51,NA,NA,NA,NA,NA,NA
"7260",0.209,"IRARÁ","BA","2006","IRARA",7419,2914505,"Irará",29012,"Feira de Santana","Sim",14867.25,3287.445,24002.389,30061.578,72218.662,6155.415,78374.077,3001,NA,NA,NA,NA,NA,NA
"7261",0.093,"IRECÊ","BA","2006","IRECE",7420,2914604,"Irecê",29009,"Irecê","Sim",9777.267,29046.454,162277.74,70601.388,271702.849,39354.073,311056.923,4997.38,NA,NA,NA,NA,NA,NA
"7262",0.211,"ITABELA","BA","2006","ITABELA",7421,2914653,"Itabela",29032,"Porto Seguro","Não",20695.475,15191.895,35268.675,32498.267,103654.312,10194.468,113848.78,3878.61,NA,NA,NA,NA,NA,NA
"7263",0.19,"ITABERABA","BA","2006","ITABERABA",7422,2914703,"Itaberaba",29011,"Itaberaba","Sim",15854.737,17161.785,98316.762,63101.745,194435.03,24076.795,218511.825,3480.93,NA,NA,NA,NA,NA,NA
"7264",0.513,"ITABUNA","BA","2006","ITABUNA",7423,2914802,"Itabuna",29031,"Ilhéus-Itabuna","Não",9552.639,219756.624,775460.026,244824.693,1249593.982,210712.498,1460306.48,7121.01,NA,NA,NA,NA,NA,NA
"7265",0.465,"ITACARÉ","BA","2006","ITACARE",7424,2914901,"Itacaré",29031,"Ilhéus-Itabuna","Não",12225.044,6249.194,33355.467,23646.882,75476.588,6680.065,82156.653,4592.07,NA,NA,NA,NA,NA,NA
"7266",0.188,"ITAETÊ","BA","2006","ITAETE",7425,2915007,"Itaeté",29023,"Seabra","Sim",6154.905,1646.905,8349.571,16497.393,32648.774,2978.879,35627.654,2583.21,NA,NA,NA,NA,NA,NA
"7267",0.473,"ITAGI","BA","2006","ITAGI",7426,2915106,"Itagi",29024,"Jequié","Sim",8014.154,1742.333,9772.205,19454.224,38982.916,1573.6,40556.516,2761.95,NA,NA,NA,NA,NA,NA
"7268",0.366,"ITAGIBÁ","BA","2006","ITAGIBA",7427,2915205,"Itagibá",29031,"Ilhéus-Itabuna","Não",25223.125,2938.976,13323.045,19677.038,61162.183,11449.129,72611.312,4782.09,NA,NA,NA,NA,NA,NA
"7269",0.551,"ITAGIMIRIM","BA","2006","ITAGIMIRIM",7428,2915304,"Itagimirim",29032,"Porto Seguro","Não",14289.838,1473.872,10525.072,10584.092,36872.873,2456.997,39329.87,5167.5,NA,NA,NA,NA,NA,NA
"7270",0.288,"ITAGUAÇU DA BAHIA","BA","2006","ITAGUACU DA BAHIA",7429,2915353,"Itaguaçu da Bahia",29006,"Barra","Sim",5469.056,814.563,5280.127,11330.101,22893.848,1307.798,24201.645,2777.65,NA,NA,NA,NA,NA,NA
"7271",0.543,"ITAJU DO COLÔNIA","BA","2006","ITAJU DO COLONIA",7430,2915403,"Itaju do Colônia",29031,"Ilhéus-Itabuna","Não",9906.607,1472.545,4422.97,10152.713,25954.835,930.744,26885.579,3491.18,NA,NA,NA,NA,NA,NA
"7272",0.726,"ITAJUÍPE","BA","2006","ITAJUIPE",7431,2915502,"Itajuípe",29031,"Ilhéus-Itabuna","Não",10755.285,25069.611,22672.628,27041.369,85538.893,12736.931,98275.824,4740.98,NA,NA,NA,NA,NA,NA
"7273",0.559,"ITAMARAJU","BA","2006","ITAMARAJU",7432,2915601,"Itamaraju",29032,"Porto Seguro","Não",57927.982,25932.139,129006.464,72880.4,285746.985,32385.012,318131.997,4969.03,NA,NA,NA,NA,NA,NA
"7274",0.823,"ITAMARI","BA","2006","ITAMARI",7433,2915700,"Itamari",29031,"Ilhéus-Itabuna","Não",9678.403,1371.088,7062.466,11580.009,29691.965,1624.753,31316.719,3919,NA,NA,NA,NA,NA,NA
"7275",0.219,"ITAMBÉ","BA","2006","ITAMBE",7434,2915809,"Itambé",29029,"Itapetinga","Sim",22532.757,6257.501,20529.147,39977.688,89297.092,3503.283,92800.375,2580.08,NA,NA,NA,NA,NA,NA
"7276",0.335,"ITANAGRA","BA","2006","ITANAGRA",7435,2915908,"Itanagra",29019,"Catu","Não",4469.501,15311.31,6667.038,9811.334,36259.183,1741.626,38000.81,5450.49,NA,NA,NA,NA,NA,NA
"7277",0.302,"ITANHÉM","BA","2006","ITANHEM",7436,2916005,"Itanhém",29032,"Porto Seguro","Não",29697.272,4162.187,23827.404,24684.712,82371.575,4758.403,87129.977,4369.39,NA,NA,NA,NA,NA,NA
"7278",0.412,"ITAPARICA","BA","2006","ITAPARICA",7437,2916104,"Itaparica",29021,"Salvador","Não",1938.81,14004.464,40814.555,26453.212,83211.04,9403.178,92614.218,4246.41,NA,NA,NA,NA,NA,NA
"7279",0.595,"ITAPÉ","BA","2006","ITAPE",7438,2916203,"Itapé",29031,"Ilhéus-Itabuna","Não",6613.726,1326.512,6522.003,16015.233,30477.474,1273.203,31750.677,2284.39,NA,NA,NA,NA,NA,NA
"7280",0.379,"ITAPEBI","BA","2006","ITAPEBI",7439,2916302,"Itapebi",29031,"Ilhéus-Itabuna","Não",15385.128,247485.755,9600.356,16389.826,288861.065,2375.367,291236.433,26094.12,NA,NA,NA,NA,NA,NA
"7281",0.307,"ITAPETINGA","BA","2006","ITAPETINGA",7440,2916401,"Itapetinga",29029,"Itapetinga","Sim",14273.807,163487.771,130651.31,74711.436,383124.324,73156.132,456280.456,7454.1,NA,NA,NA,NA,NA,NA
"7282",0.463,"ITAPICURU","BA","2006","ITAPICURU",7441,2916500,"Itapicuru",29015,"Ribeira do Pombal","Sim",55505.318,5860.685,20578.404,34415.471,116359.878,3605.646,119965.524,4118.28,NA,NA,NA,NA,NA,NA
"7283",0.633,"ITAPITANGA","BA","2006","ITAPITANGA",7442,2916609,"Itapitanga",29031,"Ilhéus-Itabuna","Não",8554.539,1310.812,6518.61,13784.721,30168.682,1112.237,31280.92,3032.86,NA,NA,NA,NA,NA,NA
"7284",0.453,"ITAQUARA","BA","2006","ITAQUARA",7443,2916708,"Itaquara",29024,"Jequié","Sim",9700.313,1328.301,5412.192,10873.734,27314.541,1091.28,28405.82,3396.61,NA,NA,NA,NA,NA,NA
"7285",0.07,"ITARANTIM","BA","2006","ITARANTIM",7444,2916807,"Itarantim",29029,"Itapetinga","Sim",15570.748,4413.014,15114.647,21327.983,56426.392,2980.289,59406.681,3555.8,NA,NA,NA,NA,NA,NA
"7286",0.604,"ITATIM","BA","2006","ITATIM",7445,2916856,"Itatim",29012,"Feira de Santana","Sim",1961.045,3124.486,40320.697,19340.8,64747.028,15047.81,79794.838,5443.03,NA,NA,NA,NA,NA,NA
"7287",0.451,"ITIRUÇU","BA","2006","ITIRUCU",7446,2916906,"Itiruçu",29024,"Jequié","Sim",9792.301,2093.963,12333.683,16070.035,40289.982,2424.227,42714.209,2988.26,NA,NA,NA,NA,NA,NA
"7288",0.432,"ITIÚBA","BA","2006","ITIUBA",7447,2917003,"Itiúba",29008,"Senhor do Bonfim","Sim",13422.774,3424.19,17156.492,39405.726,73409.182,3341.915,76751.098,2109.53,NA,NA,NA,NA,NA,NA
"7289",0.127,"ITORORÓ","BA","2006","ITORORO",7448,2917102,"Itororó",29029,"Itapetinga","Sim",13110.493,8349.755,19614.517,22621.872,63696.637,3589.475,67286.113,3490.85,NA,NA,NA,NA,NA,NA
"7290",0.686,"ITUAÇU","BA","2006","ITUACU",7449,2917201,"Ituaçu",29027,"Brumado","Sim",8444.168,2019.193,10367.667,21291.36,42122.387,2191.72,44314.107,2483.7,NA,NA,NA,NA,NA,NA
"7291",0.312,"ITUBERÁ","BA","2006","ITUBERA",7450,2917300,"Ituberá",29030,"Valença","Não",25453.214,9702.626,37504.735,32461.967,105122.542,10858.513,115981.054,4332.5,NA,NA,NA,NA,NA,NA
"7292",0.415,"JACARACI","BA","2006","JACARACI",7451,2917409,"Jacaraci",29026,"Guanambi","Sim",4709.454,1800.791,7722.396,14712.319,28944.959,1305.93,30250.889,2289.83,NA,NA,NA,NA,NA,NA
"7293",0.186,"JACOBINA","BA","2006","JACOBINA",7452,2917508,"Jacobina",29010,"Jacobina","Sim",17710.591,90130.797,170770.542,83485.552,362097.483,37158.983,399256.465,5220.88,NA,NA,NA,NA,NA,NA
"7294",0.587,"JAGUAQUARA","BA","2006","JAGUAQUARA",7453,2917607,"Jaguaquara",29024,"Jequié","Sim",25730.384,8270.277,64406.457,57124.981,155532.099,14807.52,170339.618,3278.28,NA,NA,NA,NA,NA,NA
"7295",0.532,"JAGUARARI","BA","2006","JAGUARARI",7454,2917706,"Jaguarari",29008,"Senhor do Bonfim","Sim",4274.911,249154.169,94608.476,31189.403,379226.959,19206.869,398433.829,16153.16,NA,NA,NA,NA,NA,NA
"7296",0.157,"JAGUARIPE","BA","2006","JAGUARIPE",7455,2917805,"Jaguaripe",29020,"Santo Antônio de Jesus","Não",18357.341,1840.36,7832.639,15849.507,43879.848,2751.047,46630.895,3487.73,NA,NA,NA,NA,NA,NA
"7297",0.445,"JANDAÍRA","BA","2006","JANDAIRA",7456,2917904,"Jandaíra",29018,"Entre Rios","Não",55104.307,1453.378,7154.221,13871.193,77583.099,1275.631,78858.73,6945.46,NA,NA,NA,NA,NA,NA
"7298",0.67,"JEQUIÉ","BA","2006","JEQUIE",7457,2918001,"Jequié",29024,"Jequié","Sim",19557.068,91428.629,338203.431,178016.911,627206.04,97250.771,724456.811,4862.39,NA,NA,NA,NA,NA,NA
"7299",0.387,"JEREMOABO","BA","2006","JEREMOABO",7458,2918100,"Jeremoabo",29013,"Jeremoabo","Sim",26519.741,4380.715,26899.242,35378.787,93178.485,5702.434,98880.919,3060,NA,NA,NA,NA,NA,NA
"7300",0.671,"JIQUIRIÇÁ","BA","2006","JIQUIRICA",7459,2918209,"Jiquiriçá",29024,"Jequié","Não",10324.132,1915.819,8211.647,15632.126,36083.723,1459.561,37543.284,2499.72,NA,NA,NA,NA,NA,NA
"7301",0.758,"JITAÚNA","BA","2006","JITAUNA",7460,2918308,"Jitaúna",29024,"Jequié","Sim",6731.291,1801.131,11351.32,24463.466,44347.208,1917.53,46264.738,2180.04,NA,NA,NA,NA,NA,NA
"7302",0.154,"JUAZEIRO","BA","2006","JUAZEIRO",7461,2918407,"Juazeiro",29004,"Juazeiro","Sim",121659.017,99160.286,427223.203,234958.699,883001.205,136352.934,1019354.139,4893.71,NA,NA,NA,NA,NA,NA
"7303",0.684,"JUCURUÇU","BA","2006","JUCURUCU",7462,2918456,"Jucuruçu",29032,"Porto Seguro","Não",20288.105,1209.62,5537.21,13113.847,40148.783,1251.949,41400.732,4268.12,NA,NA,NA,NA,NA,NA
"7304",0.043,"JUSSARA","BA","2006","JUSSARA",7463,2918506,"Jussara",29009,"Irecê","Sim",4128.24,1591.007,7009.82,19258.151,31987.218,1403.866,33391.084,2045.52,NA,NA,NA,NA,NA,NA
"7305",0.438,"JUSSIAPE","BA","2006","JUSSIAPE",7464,2918605,"Jussiape",29023,"Seabra","Sim",4163.6,1319.826,5630.312,13383.395,24497.133,1023.922,25521.055,2226.97,NA,NA,NA,NA,NA,NA
"7306",0.684,"LAFAIETE COUTINHO","BA","2006","LAFAIETE COUTINHO",7465,2918704,"Lafaiete Coutinho",29024,"Jequié","Sim",5128.512,569.165,3024.934,5327.452,14050.063,721.999,14772.062,4410.89,NA,NA,NA,NA,NA,NA
"7307",0.861,"LAGOA REAL","BA","2006","LAGOA REAL",7466,2918753,"Lagoa Real",29026,"Guanambi","Sim",5609.146,1313.243,5053.762,16127.327,28103.477,1139.937,29243.414,2076.8,NA,NA,NA,NA,NA,NA
"7308",0.081,"LAJE","BA","2006","LAJE",7467,2918803,"Laje",29024,"Jequié","Não",16739.339,2948.377,24263.591,23434.61,67385.917,7344.434,74730.351,3637.4,NA,NA,NA,NA,NA,NA
"7309",0.437,"LAJEDÃO","BA","2006","LAJEDAO",7468,2918902,"Lajedão",29032,"Porto Seguro","Não",10675.393,833.419,3723.516,5536.908,20769.237,805.973,21575.21,6941.83,NA,NA,NA,NA,NA,NA
"7310",0.7,"LAJEDINHO","BA","2006","LAJEDINHO",7469,2919009,"Lajedinho",29011,"Itaberaba","Sim",3848.866,5325.621,5338.11,4616.303,19128.899,1793.999,20922.899,7037.64,NA,NA,NA,NA,NA,NA
"7311",0.88,"LAJEDO DO TABOCAL","BA","2006","LAJEDO DO TABOCAL",7470,2919058,"Lajedo do Tabocal",29024,"Jequié","Sim",9749.122,1503.777,5572.325,11521.435,28346.659,1063.515,29410.174,3163.75,NA,NA,NA,NA,NA,NA
"7312",0.296,"LAMARÃO","BA","2006","LAMARAO",7471,2919108,"Lamarão",29016,"Serrinha","Sim",2970.954,807.94,3211.435,10484.905,17475.234,685.081,18160.316,2024.79,NA,NA,NA,NA,NA,NA
"7313",0.52,"LAURO DE FREITAS","BA","2006","LAURO DE FREITAS",7472,2919207,"Lauro de Freitas",29021,"Salvador","Não",636.614,348918.394,980828.215,182302.21,1512685.432,391672.953,1904358.385,13030.16,NA,NA,NA,NA,NA,NA
"7314",0.737,"LENÇÓIS","BA","2006","LENCOIS",7473,2919306,"Lençóis",29023,"Seabra","Sim",4139.9,2199.764,16520.632,12129.8,34990.096,3051.026,38041.122,3847.59,NA,NA,NA,NA,NA,NA
"7315",0.129,"LICÍNIO DE ALMEIDA","BA","2006","LICINIO DE ALMEIDA",7474,2919405,"Licínio de Almeida",29026,"Guanambi","Sim",4544.743,1294.678,10807.722,13008.805,29655.949,2584.587,32240.535,2913.21,NA,NA,NA,NA,NA,NA
"7316",0.201,"LIVRAMENTO DE NOSSA SENHORA","BA","2006","LIVRAMENTO DE NOSSA SENHORA",7475,2919504,"Livramento de Nossa Senhora",29025,"Livramento do Brumado","Sim",34991.629,7638.058,50478.673,42120.436,135228.796,9967.266,145196.062,3564.41,NA,NA,NA,NA,NA,NA
"7317",0.348,"MACAJUBA","BA","2006","MACAJUBA",7476,2919603,"Macajuba",29011,"Itaberaba","Sim",4302.149,1796.461,5175.188,13698.371,24972.17,1123.799,26095.968,2137.79,NA,NA,NA,NA,NA,NA
"7318",0.112,"MACARANI","BA","2006","MACARANI",7477,2919702,"Macarani",29029,"Itapetinga","Sim",8974.438,5841.588,13924.653,18906.464,47647.143,2867.841,50514.984,3369.91,NA,NA,NA,NA,NA,NA
"7319",0.088,"MACAÚBAS","BA","2006","MACAUBAS",7478,2919801,"Macaúbas",29022,"Boquira","Sim",9690.05,6736.38,51348.257,47305.66,115080.346,15912.731,130993.077,2810.65,NA,NA,NA,NA,NA,NA
"7320",0.416,"MACURURÉ","BA","2006","MACURURE",7479,2919900,"Macururé",29005,"Paulo Afonso","Sim",650.97,430.735,3134.916,11159.707,15376.328,671.292,16047.62,1609.75,NA,NA,NA,NA,NA,NA
"7321",0.133,"MAIQUINIQUE","BA","2006","MAIQUINIQUE",7480,2920007,"Maiquinique",29029,"Itapetinga","Sim",4834.834,8127.257,7771.003,8754.239,29487.333,2050.112,31537.444,4535.8,NA,NA,NA,NA,NA,NA
"7322",0.203,"MAIRI","BA","2006","MAIRI",7481,2920106,"Mairi",29011,"Itaberaba","Sim",7721.392,1955.042,13195.302,23209.191,46080.927,2521.711,48602.638,2482.13,NA,NA,NA,NA,NA,NA
"7323",0.905,"MALHADA","BA","2006","MALHADA",7482,2920205,"Malhada",29026,"Guanambi","Sim",11467.721,1871.327,7844.878,19150.536,40334.462,2427.405,42761.866,2687.4,NA,NA,NA,NA,NA,NA
"7324",0.799,"MALHADA DE PEDRAS","BA","2006","MALHADA DE PEDRAS",7483,2920304,"Malhada de Pedras",29027,"Brumado","Sim",1758.045,841.715,4589.467,10888.599,18077.827,1014.557,19092.384,2059.37,NA,NA,NA,NA,NA,NA
"7325",0.83,"MANOEL VITORINO","BA","2006","MANOEL VITORINO",7484,2920403,"Manoel Vitorino",29028,"Vitória da Conquista","Sim",7229.096,933.82,6733.559,19038.368,33934.843,1752.164,35687.007,2167.05,NA,NA,NA,NA,NA,NA
"7326",0.394,"MARACÁS","BA","2006","MARACAS",7485,2920502,"Maracás",29024,"Jequié","Sim",15905.663,3145.919,19959.322,37596.777,76607.681,4110.827,80718.508,2304.99,NA,NA,NA,NA,NA,NA
"7327",0.777,"MARAGOGIPE","BA","2006","MARAGOGIPE",7486,2920601,"Maragogipe",29020,"Santo Antônio de Jesus","Não",25592.716,21336.271,30554.919,48086.491,125570.397,12279.989,137850.386,3328.03,NA,NA,NA,NA,NA,NA
"7328",0.557,"MARAÚ","BA","2006","MARAU",7487,2920700,"Maraú",29030,"Valença","Não",13921.434,2244.794,14482.449,22945.689,53594.366,2419.268,56013.634,2947,NA,NA,NA,NA,NA,NA
"7329",0.492,"MARCIONÍLIO SOUZA","BA","2006","MARCIONILIO SOUZA",7488,2920809,"Marcionílio Souza",29024,"Jequié","Sim",6033.018,1069.399,4738.641,11357.93,23198.989,1187.839,24386.828,2819.61,NA,NA,NA,NA,NA,NA
"7330",0.337,"MASCOTE","BA","2006","MASCOTE",7489,2920908,"Mascote",29031,"Ilhéus-Itabuna","Não",9710.319,2236.07,11224.64,16649.274,39820.301,2303.304,42123.606,3219.47,NA,NA,NA,NA,NA,NA
"7331",0.306,"MATA DE SÃO JOÃO","BA","2006","MATA DE SAO JOAO",7490,2921005,"Mata de São João",29019,"Catu","Não",10430.876,138731.526,213385.324,52664.38,415212.106,46810.375,462022.482,13562.97,NA,NA,NA,NA,NA,NA
"7332",0.344,"MATINA","BA","2006","MATINA",7491,2921054,"Matina",29026,"Guanambi","Sim",2518.378,692.91,3946.684,12777.12,19935.093,845.103,20780.196,1848.77,NA,NA,NA,NA,NA,NA
"7333",0.909,"MEDEIROS NETO","BA","2006","MEDEIROS NETO",7492,2921104,"Medeiros Neto",29032,"Porto Seguro","Não",24836.054,11430.685,36739.126,27737.218,100743.083,8881.718,109624.801,5511,NA,NA,NA,NA,NA,NA
"7334",0.178,"MIGUEL CALMON","BA","2006","MIGUEL CALMON",7493,2921203,"Miguel Calmon",29010,"Jacobina","Sim",11540.908,10227.546,26517.176,36028.201,84313.831,4525.458,88839.289,2872.18,NA,NA,NA,NA,NA,NA
"7335",0.272,"MILAGRES","BA","2006","MILAGRES",7494,2921302,"Milagres",29024,"Jequié","Sim",1083.203,3608.363,15623.988,16125.516,36441.07,3209.778,39650.848,2810.92,NA,NA,NA,NA,NA,NA
"7336",0.692,"MIRANGABA","BA","2006","MIRANGABA",7495,2921401,"Mirangaba",29010,"Jacobina","Sim",6435.199,1485.502,8061.686,17988.861,33971.248,1583.429,35554.677,2544.34,NA,NA,NA,NA,NA,NA
"7337",0.327,"MIRANTE","BA","2006","MIRANTE",7496,2921450,"Mirante",29028,"Vitória da Conquista","Sim",2138.733,884.614,3476.925,18791.357,25291.629,633.522,25925.15,1464.7,NA,NA,NA,NA,NA,NA
"7338",0.35,"MONTE SANTO","BA","2006","MONTE SANTO",7497,2921500,"Monte Santo",29014,"Euclides da Cunha","Sim",18216.319,4804.776,27435.77,67876.905,118333.77,5358.33,123692.1,2171.48,NA,NA,NA,NA,NA,NA
"7339",0.066,"MORPARÁ","BA","2006","MORPARA",7498,2921609,"Morpará",29006,"Barra","Sim",3683.356,947.128,3891.861,9827.188,18349.532,854.203,19203.736,2027.85,NA,NA,NA,NA,NA,NA
"7340",0.278,"MORRO DO CHAPÉU","BA","2006","MORRO DO CHAPEU",7499,2921708,"Morro do Chapéu",29010,"Jacobina","Sim",22129.755,4784.457,25405.872,37569.643,89889.727,4575.233,94464.96,2587.87,NA,NA,NA,NA,NA,NA
"7341",0.471,"MORTUGABA","BA","2006","MORTUGABA",7500,2921807,"Mortugaba",29026,"Guanambi","Sim",5289.032,1304.395,10119.607,14048.616,30761.65,1936.584,32698.234,2643.35,NA,NA,NA,NA,NA,NA
"7342",0.15,"MUCUGÊ","BA","2006","MUCUGE",7501,2921906,"Mucugê",29023,"Seabra","Sim",30709.761,5245.406,17731.585,20666.271,74353.023,3326.016,77679.039,4810.44,NA,NA,NA,NA,NA,NA
"7343",0.475,"MUCURI","BA","2006","MUCURI",7502,2922003,"Mucuri",29032,"Porto Seguro","Não",195897.903,405887.138,136235.947,67639.943,805660.931,77473.34,883134.271,24694.08,NA,NA,NA,NA,NA,NA
"7344",0.325,"MULUNGU DO MORRO","BA","2006","MULUNGU DO MORRO",7503,2922052,"Mulungu do Morro",29009,"Irecê","Sim",2070.859,731.103,5920.517,17025.486,25747.965,1418.504,27166.468,1683.8,NA,NA,NA,NA,NA,NA
